name	prize	Category
IGFBP5	2.9253	ECM Glycoproteins
TNXB	2.6195	ECM Glycoproteins
SEMA4D	2.3376	ECM-affiliated Proteins
PRG4	3.1974	Proteoglycans
FGG	4.4127	ECM Glycoproteins
GREM1	3.8796	ECM-affiliated Proteins
LGALS1	2.1910999999999996	ECM-affiliated Proteins
COL3A1	6.5324	Collagens
ITIH4	2.7078999999999995	ECM Regulators
SERPINB6	2.7382999999999997	ECM Regulators
ADAMTSL3	2.7342000000000004	ECM Regulators
SPOCK2	5.9114	Proteoglycans
ABI3BP	2.4874	ECM Glycoproteins
LAMA4	2.4979	ECM Glycoproteins
S100A13	4.9679	Secreted Factors
CTF1	2.9018	Secreted Factors
COL1A1	2.564	Collagens
POSTN	7.3752	ECM Glycoproteins
SEMA4A	2.0298	ECM-affiliated Proteins
AEBP1	3.3708	ECM Glycoproteins
NRG1	2.185	Secreted Factors
COL16A1	3.5062	Collagens
S100A6	3.7417	Secreted Factors
IGFBP7	4.0581	ECM Glycoproteins
CLEC4A	2.24	ECM-affiliated Proteins
F9	3.0749	ECM Regulators
FBN1	2.5847	ECM Glycoproteins
PRELP	2.9829	Proteoglycans
S100A7	5.3044	Secreted Factors
CHRDL1	2.12	Secreted Factors
PAPPA	3.3875	ECM Regulators
ANGPTL2	7.1346	Secreted Factors
SDC2	6.5641	ECM-affiliated Proteins
TECTA	3.4667	ECM Glycoproteins
HMCN1	4.5600000000000005	ECM Glycoproteins
ANXA7	4.475	ECM-affiliated Proteins
ADAM28	2.7659	ECM Regulators
COL19A1	3.153	Collagens
SULF2	4.6088000000000005	ECM Regulators
PRG3	7.360200000000001	Proteoglycans
IL9	3.6044	Secreted Factors
ANGPTL7	2.6962	Secreted Factors
NTN1	2.9937	ECM Glycoproteins
