name	prize	Category
PTTG1	3.2455000000000003	TF
RARA	4.1675	TF
RELA	3.7821	TF
RUNX2	4.035775	TF
SIRT1	3.2072000000000003	TF
SMAD3	3.4437800000000003	TF
SMAD4	3.342	TF
SNAI2	3.2567666666666666	TF
SOX2	2.5679499999999997	TF
SOX9	3.03275	TF
SP1	3.837315151515152	TF
SP3	3.50054	TF
SPI1	3.33	TF
SRF	4.4147	TF
STAT1	3.703075	TF
STAT3	4.159023076923077	TF
STAT6	3.4322666666666666	TF
TBP	3.44725	TF
TFCP2	5.85285	TF
TP53	3.685983333333333	TF
TWIST1	4.615033333333333	TF
TWIST2	3.7874	TF
VDR	2.98846	TF
WT1	4.078875	TF
XBP1	3.6875999999999998	TF
ZFP36	4.198333333333333	TF
ZNF300	3.6875999999999998	TF
IL16	5.1384	Secreted Factors
SPP1	9.8612	ECM Glycoproteins
FGA	4.1516	ECM Glycoproteins
ANXA2	10.4936	ECM-affiliated Proteins
SPARCL1	5.1827000000000005	ECM Glycoproteins
PLG	3.672	ECM Regulators
ANXA6	2.0803	ECM-affiliated Proteins
COL17A1	8.5768	Collagens
MXRA5	5.3224	ECM Glycoproteins
TNC	5.0183	ECM Glycoproteins
KNG1	3.0846	ECM Regulators
ADAM9	5.0398	ECM Regulators
LTBP1	4.1690000000000005	ECM Glycoproteins
LTBP2	4.8072	ECM Glycoproteins
SEMA4B	2.5995999999999997	ECM-affiliated Proteins
ADAM17	3.4517999999999995	ECM Regulators
VCAN	6.2575	Proteoglycans
IGFBP3	4.1453	ECM Glycoproteins
S100A9	2.3143	Secreted Factors
ELFN2	6.4573	ECM-affiliated Proteins
ECM2	3.0359	ECM Glycoproteins
THBS2	7.646599999999999	ECM Glycoproteins
MUC1	2.5179	ECM-affiliated Proteins
VTN	3.2525000000000004	ECM Glycoproteins
S100A11	3.3044	Secreted Factors
HRNR	3.4196	Secreted Factors
EGLN1	3.279	ECM Regulators
ANXA3	3.1818999999999997	ECM-affiliated Proteins
SFTPA1	2.1006	ECM-affiliated Proteins
IGFBP5	3.7697	ECM Glycoproteins
F13A1	4.4685	ECM Regulators
TNXB	3.1482	ECM Glycoproteins
PRG4	3.2203999999999997	Proteoglycans
COL3A1	3.2876	Collagens
EMCN	7.610099999999999	ECM-affiliated Proteins
ITIH4	2.5661	ECM Regulators
ADAMTSL3	5.0908	ECM Regulators
SPOCK2	5.6158	Proteoglycans
LAMA4	3.6243	ECM Glycoproteins
S100A16	2.48	Secreted Factors
S100A13	3.4839	Secreted Factors
PLXNC1	3.2276	ECM-affiliated Proteins
VWA1	2.3853	ECM Glycoproteins
ANXA11	3.3268999999999997	ECM-affiliated Proteins
SERPIND1	3.3208	ECM Regulators
FGB	2.7005	ECM Glycoproteins
POSTN	8.5335	ECM Glycoproteins
FSTL1	4.8797999999999995	Secreted Factors
SEMA4A	2.0388	ECM-affiliated Proteins
ITIH2	2.9604999999999997	ECM Regulators
LAMB2	3.0358	ECM Glycoproteins
F9	2.4206000000000003	ECM Regulators
S100A4	3.8229	Secreted Factors
MEPE	3.4789	ECM Glycoproteins
S100A7	2.7259	Secreted Factors
VWA3B	4.3193	ECM Glycoproteins
ANGPTL2	4.0808	Secreted Factors
ANGPT2	2.3407	Secreted Factors
SDC2	4.3895	ECM-affiliated Proteins
LAMC1	2.4299999999999997	ECM Glycoproteins
TSKU	5.022500000000001	ECM Glycoproteins
TECTA	2.5056	ECM Glycoproteins
TCHHL1	2.5157000000000003	Secreted Factors
BMP4	3.9172	Secreted Factors
IGFBP1	2.8738	ECM Glycoproteins
SULF2	4.6433	ECM Regulators
SPAM1	5.8325	ECM Regulators
FGF1	2.0799000000000003	Secreted Factors
CRLF1	2.1035000000000004	Secreted Factors
COL6A6	3.3152	Collagens
GDF15	5.1513	Secreted Factors
