,prize,Category,terminal,type,degree
DYNLRB1,0.0,,False,protein,23
PHLDA1,0.0,,False,protein,12
ACTR6,0.0,,False,protein,17
C1QTNF2,0.0,,False,protein,5
POLB,0.0,,False,protein,19
GLTPD2,0.0,,False,protein,1
TMEM131,0.0,,False,protein,2
ATPIF1,0.0,,False,protein,5
BTG4,0.0,,False,protein,1
CTDSPL,0.0,,False,protein,2
P2RX1,0.0,,False,protein,1
FKBP7,0.0,,False,protein,6
PCLO,0.0,,False,protein,4
ABHD16A,0.0,,False,protein,23
MEIS3,0.0,,False,protein,1
PAFAH1B2,0.0,,False,protein,44
CBR1,0.0,,False,protein,28
SLC26A3,0.0,,False,protein,2
VPS45,0.0,,False,protein,13
REG3A,0.0,,False,protein,6
COLGALT2,0.0,,False,protein,2
ESX1,0.0,,False,protein,2
PLA2G1B,0.0,,False,protein,5
BSND,0.0,,False,protein,3
FBLN5,0.0,,False,protein,15
PEA15,0.0,,False,protein,20
CXCL6,0.0,,False,protein,3
GSDMA,0.0,,False,protein,2
UNC13D,0.0,,False,protein,6
WBP1L,0.0,,False,protein,2
RIMS4,0.0,,False,protein,2
KLHL17,0.0,,False,protein,1
MAP4K1,0.0,,False,protein,35
SSFA2,0.0,,False,protein,11
LITAF,0.0,,False,protein,16
TP53,0.0,,False,protein,872
CDHR2,0.0,,False,protein,4
FAM111B,0.0,,False,protein,2
NWD1,0.0,,False,protein,1
CLN8,0.0,,False,protein,29
FLJ38668,0.0,,False,protein,3
SELM,0.0,,False,protein,3
IL32,0.0,,False,protein,16
COPZ1,0.0,,False,protein,20
CPSF7,0.0,,False,protein,50
NEK6,0.0,,False,protein,84
EFNA5,0.0,,False,protein,12
CXCL10,0.0,,False,protein,6
CCER1,0.0,,False,protein,7
NFKBIB,0.0,,False,protein,85
PNKP,0.0,,False,protein,53
KLHDC2,0.0,,False,protein,11
SLMO1,0.0,,False,protein,1
REEP1,0.0,,False,protein,1
MARK3,0.0,,False,protein,42
GABRA2,0.0,,False,protein,2
PLCD3,0.0,,False,protein,1
PHF5A,0.0,,False,protein,25
HSF2,0.0,,False,protein,48
GTF2A2,0.0,,False,protein,10
SIGLEC14,0.0,,False,protein,1
TBC1D16,0.0,,False,protein,15
HMGA1,0.0,,False,protein,78
DDX6,0.0,,False,protein,67
TNFRSF6B,0.0,,False,protein,6
CILP2,0.0,,False,protein,1
SSX5,0.0,,False,protein,4
DDX18,0.0,,False,protein,23
PRRX1,0.0,,False,protein,5
GALNT2,0.0,,False,protein,10
MAML2,0.0,,False,protein,9
ZNF423,0.0,,False,protein,16
GOLPH3L,0.0,,False,protein,5
NPDC1,0.0,,False,protein,22
TFF3,0.0,,False,protein,3
TRIM71,0.0,,False,protein,4
ARAF,0.0,,False,protein,55
CAND2,0.0,,False,protein,9
PCMT1,0.0,,False,protein,62
PURB,0.0,,False,protein,13
CHRNB2,0.0,,False,protein,3
METTL15,0.0,,False,protein,1
PI4K2A,0.0,,False,protein,8
TADA1,0.0,,False,protein,8
PRMT7,0.0,,False,protein,13
MSMO1,0.0,,False,protein,7
S100A16,0.0,,False,protein,29
CHTF8,0.0,,False,protein,8
CPAMD8,0.0,,False,protein,3
SCRIB,0.0,,False,protein,36
PDE7B,0.0,,False,protein,1
MYO6,0.0,,False,protein,40
SULT1A1,0.0,,False,protein,36
ECT2,0.0,,False,protein,149
BAD,0.0,,False,protein,41
CARD10,0.0,,False,protein,4
MYOM1,0.0,,False,protein,7
ZNF585B,0.0,,False,protein,3
FAM50A,0.0,,False,protein,3
MED19,0.0,,False,protein,53
C19ORF44,0.0,,False,protein,2
ACAD11,0.0,,False,protein,5
CASP4,0.0,,False,protein,56
P4HA3,0.0,,False,protein,12
HDAC2,3.3591999999999995,TF,True,protein,295
RAB24,0.0,,False,protein,4
TFEC,0.0,,False,protein,8
CCDC59,0.0,,False,protein,17
EIF3CL,0.0,,False,protein,25
RPS6KC1,0.0,,False,protein,6
CSRP2BP,0.0,,False,protein,7
PICALM,0.0,,False,protein,29
CDK5RAP3,0.0,,False,protein,44
SLC22A4,0.0,,False,protein,3
ME1,0.0,,False,protein,11
PARP10,0.0,,False,protein,11
DDX43,0.0,,False,protein,1
MST1,0.0,,False,protein,13
PNLIPRP2,0.0,,False,protein,3
ZNF233,0.0,,False,protein,2
PHC3,0.0,,False,protein,17
GAGE4,0.0,,False,protein,2
ACSM5,0.0,,False,protein,1
OTUD7B,0.0,,False,protein,18
KBTBD2,0.0,,False,protein,1
PAEP,0.0,,False,protein,12
DIXDC1,0.0,,False,protein,8
SIM1,0.0,,False,protein,2
ESRRB,0.0,,False,protein,7
GPRC5C,0.0,,False,protein,3
HIRA,0.0,,False,protein,22
CLEC4G,0.0,,False,protein,21
TAB3,0.0,,False,protein,19
HAND1,0.0,,False,protein,13
GRM3,0.0,,False,protein,6
CCDC70,0.0,,False,protein,4
ADGRG5,0.0,,False,protein,1
CEBPB,4.261933333333333,TF,True,protein,88
BSN,0.0,,False,protein,5
DCHS1,0.0,,False,protein,1
ERAL1,0.0,,False,protein,12
SLC16A10,0.0,,False,protein,1
SLC3A2,0.0,,False,protein,37
PDE1B,0.0,,False,protein,2
GUCA2B,0.0,,False,protein,1
FBXO33,0.0,,False,protein,9
IL1RL2,0.0,,False,protein,1
RHBG,0.0,,False,protein,1
HCLS1,0.0,,False,protein,25
BRINP1,0.0,,False,protein,14
RASA4,0.0,,False,protein,5
IL17RD,0.0,,False,protein,2
PPP1R9B,0.0,,False,protein,33
DNAJC27,0.0,,False,protein,2
DDX49,0.0,,False,protein,3
PSPH,0.0,,False,protein,15
HSF2BP,0.0,,False,protein,4
THBS3,0.0,,False,protein,1
PLA2G15,0.0,,False,protein,3
RHO,0.0,,False,protein,14
FAM153A,0.0,,False,protein,1
ZDHHC24,0.0,,False,protein,2
GCA,0.0,,False,protein,5
F9,4.6693,ECM Regulators,True,protein,5
DUS1L,0.0,,False,protein,1
ASB8,0.0,,False,protein,17
CDC20B,0.0,,False,protein,12
RPS10,0.0,,False,protein,112
UBE2A,0.0,,False,protein,53
ABCB6,0.0,,False,protein,6
PDZD4,0.0,,False,protein,2
SERPINA7,0.0,,False,protein,2
MLTK,0.0,,False,protein,1
UBE2B,0.0,,False,protein,64
GPC4,0.0,,False,protein,10
TMEM186,0.0,,False,protein,1
TRAF7,0.0,,False,protein,12
TTI1,0.0,,False,protein,31
FLNB,0.0,,False,protein,68
MN1,0.0,,False,protein,2
DGKE,0.0,,False,protein,8
GUSB,0.0,,False,protein,4
DOCK3,0.0,,False,protein,12
KLRC3,0.0,,False,protein,2
PPARG,0.0,,False,protein,138
MCM6,0.0,,False,protein,81
LDOC1L,0.0,,False,protein,2
SPRY1,0.0,,False,protein,37
SIRT5,0.0,,False,protein,5
GLI2,3.11085,TF,True,protein,9
FAM58A,0.0,,False,protein,1
RANBP9,0.0,,False,protein,104
TEKT1,0.0,,False,protein,8
CYLC2,0.0,,False,protein,15
GAL,0.0,,False,protein,4
DBT,0.0,,False,protein,12
METTL7A,0.0,,False,protein,1
ATP13A2,0.0,,False,protein,48
RPS3,0.0,,False,protein,193
NUP107,0.0,,False,protein,32
DMTF1,0.0,,False,protein,6
GNA12,0.0,,False,protein,36
CMSS1,0.0,,False,protein,7
MEPE,2.0616,ECM Glycoproteins,True,protein,9
MSRB2,0.0,,False,protein,4
PAX8,0.0,,False,protein,19
RUNDC3B,0.0,,False,protein,4
NCR3LG1,0.0,,False,protein,2
WRN,0.0,,False,protein,38
LYN,0.0,,False,protein,220
SERPINH1,0.0,,False,protein,83
GNPDA2,0.0,,False,protein,5
ATG14,0.0,,False,protein,13
PGM1,0.0,,False,protein,21
FBXO46,0.0,,False,protein,11
DSC3,0.0,,False,protein,7
ACKR1,0.0,,False,protein,8
ZPBP,0.0,,False,protein,2
KCNE2,0.0,,False,protein,3
TCF21,0.0,,False,protein,9
WBP5,0.0,,False,protein,8
XYLB,0.0,,False,protein,1
PCBD1,0.0,,False,protein,82
LYZ,0.0,,False,protein,30
PAQR5,0.0,,False,protein,1
ATP6V0A4,0.0,,False,protein,1
PSMB10,0.0,,False,protein,19
CSNK1G1,0.0,,False,protein,13
NECAB3,0.0,,False,protein,3
PRKD1,0.0,,False,protein,36
MOBP,0.0,,False,protein,6
DPPA2,0.0,,False,protein,16
AKAP7,0.0,,False,protein,10
FAM207A,0.0,,False,protein,3
MSC,0.0,,False,protein,5
GNG7,0.0,,False,protein,7
MYLIP,0.0,,False,protein,16
VAPA,0.0,,False,protein,57
ERICH2,0.0,,False,protein,4
PML-RAR,0.0,,False,protein,11
TYSND1,0.0,,False,protein,5
PGM5,0.0,,False,protein,3
TPRG1L,0.0,,False,protein,1
KIF22,0.0,,False,protein,10
CCL15,0.0,,False,protein,2
HAP1,0.0,,False,protein,73
TGFB2,0.0,,False,protein,18
WAC,0.0,,False,protein,24
ULBP1,0.0,,False,protein,4
SPG11,0.0,,False,protein,2
ZNF276,0.0,,False,protein,3
TTLL12,0.0,,False,protein,48
FSHB,0.0,,False,protein,3
CD6,0.0,,False,protein,9
INPP4A,0.0,,False,protein,4
MMP8,0.0,,False,protein,7
DROSHA,0.0,,False,protein,37
ODF3L2,0.0,,False,protein,2
NUDCD1,0.0,,False,protein,31
DUSP3,0.0,,False,protein,9
TAF1A,0.0,,False,protein,20
JARID2,0.0,,False,protein,15
C1ORF86,0.0,,False,protein,14
MXI1,0.0,,False,protein,18
VEGFC,0.0,,False,protein,4
CRH,0.0,,False,protein,3
OSCAR,0.0,,False,protein,1
CARD17,0.0,,False,protein,3
IQCK,0.0,,False,protein,1
BCKDK,0.0,,False,protein,14
HMHA1,0.0,,False,protein,5
RABGGTA,0.0,,False,protein,14
NAV1,0.0,,False,protein,8
GRIP1,0.0,,False,protein,47
SETD3,0.0,,False,protein,5
KANSL2,0.0,,False,protein,3
SRD5A3,0.0,,False,protein,2
C10ORF4,0.0,,False,protein,2
ZSCAN31,0.0,,False,protein,1
RBM41,0.0,,False,protein,19
PPA1,0.0,,False,protein,19
ENOX2,0.0,,False,protein,10
ZNF444,0.0,,False,protein,2
GABRD,0.0,,False,protein,3
WIPF1,0.0,,False,protein,30
HMGB3,0.0,,False,protein,21
CDK14,0.0,,False,protein,19
PIBF1,0.0,,False,protein,3
ALDH1L2,0.0,,False,protein,1
ATHL1,0.0,,False,protein,1
TBL3,0.0,,False,protein,20
ESPL1,0.0,,False,protein,13
FGF8,0.0,,False,protein,4
NCBP2,0.0,,False,protein,19
ZNF334,0.0,,False,protein,2
ZFY,0.0,,False,protein,2
HTR6,0.0,,False,protein,4
TMEM41A,0.0,,False,protein,2
HNRNPF,0.0,,False,protein,129
BMX,0.0,,False,protein,36
ARID3A,0.0,,False,protein,14
MYOZ3,0.0,,False,protein,8
SMIM17,0.0,,False,protein,1
DOLK,0.0,,False,protein,2
FREM2,0.0,,False,protein,2
KRTAP19-5,0.0,,False,protein,12
CNEP1R1,0.0,,False,protein,1
SEL1L,0.0,,False,protein,32
IL1RAPL1,0.0,,False,protein,2
LCE3E,0.0,,False,protein,20
KIAA0513,0.0,,False,protein,3
C6ORF89,0.0,,False,protein,1
CEP295,0.0,,False,protein,2
TMA7,0.0,,False,protein,1
PSG3,0.0,,False,protein,4
UHMK1,0.0,,False,protein,3
CNOT3,0.0,,False,protein,21
NKX2-3,0.0,,False,protein,3
ANKRD23,0.0,,False,protein,3
FAM98A,0.0,,False,protein,9
CDC25B,0.0,,False,protein,38
MLXIPL,0.0,,False,protein,3
PDE6H,0.0,,False,protein,3
HINT1,0.0,,False,protein,16
DNAJB11,0.0,,False,protein,61
CPSF3,0.0,,False,protein,25
RLN2,0.0,,False,protein,2
RAB39A,0.0,,False,protein,4
ZNF274,0.0,,False,protein,6
MYO15B,0.0,,False,protein,10
HEY2,0.0,,False,protein,21
ZNF793,0.0,,False,protein,1
EEF2,0.0,,False,protein,126
SWAP70,0.0,,False,protein,29
ABI1,0.0,,False,protein,76
PDLIM7,0.0,,False,protein,47
UQCRH,0.0,,False,protein,12
RNF170,0.0,,False,protein,2
RPLP2,0.0,,False,protein,79
RPL11,0.0,,False,protein,150
DKFZP686N224,0.0,,False,protein,1
STX16,0.0,,False,protein,10
GGNBP2,0.0,,False,protein,1
GPR101,0.0,,False,protein,1
FAM168A,0.0,,False,protein,24
PGRMC2,0.0,,False,protein,5
HP1BP3,0.0,,False,protein,52
STMN1,0.0,,False,protein,38
FNBP1L,0.0,,False,protein,9
WDR33,0.0,,False,protein,35
ALMS1,0.0,,False,protein,8
KRT32,0.0,,False,protein,4
ARHGEF17,0.0,,False,protein,2
RPL7A,0.0,,False,protein,130
USH1C,0.0,,False,protein,15
GTPBP3,0.0,,False,protein,10
SCAP,0.0,,False,protein,9
SETD6,0.0,,False,protein,2
FSCN1,0.0,,False,protein,43
UBE2L3,0.0,,False,protein,109
MEGF6,0.0,,False,protein,7
BBOX1,0.0,,False,protein,2
TYW1,0.0,,False,protein,4
EBF4,0.0,,False,protein,2
NAP1L5,0.0,,False,protein,11
GUCY1A3,0.0,,False,protein,5
NSUN5,0.0,,False,protein,5
ACKR2,0.0,,False,protein,15
BAZ2A,0.0,,False,protein,14
RPS10-NUDT3,0.0,,False,protein,1
LATS1,0.0,,False,protein,93
DCX,0.0,,False,protein,28
COG3,0.0,,False,protein,18
ROPN1,0.0,,False,protein,23
MIA,0.0,,False,protein,3
ORC1,0.0,,False,protein,31
PNPT1,0.0,,False,protein,17
WDR55,0.0,,False,protein,3
FAM118A,0.0,,False,protein,11
RSBN1L,0.0,,False,protein,4
SLC12A3,0.0,,False,protein,11
EVI5L,0.0,,False,protein,5
TCF7L2,0.0,,False,protein,24
NKIRAS1,0.0,,False,protein,7
C8ORF34,0.0,,False,protein,2
CETN1,0.0,,False,protein,10
ARHGEF12,0.0,,False,protein,14
PGM3,0.0,,False,protein,4
DDX52,0.0,,False,protein,13
RNF20,0.0,,False,protein,44
ADCY2,0.0,,False,protein,3
PARD6B,0.0,,False,protein,25
FAM212B,0.0,,False,protein,1
MYF5,0.0,,False,protein,9
FOXG1,0.0,,False,protein,17
ADH1A,0.0,,False,protein,2
KYNU,0.0,,False,protein,30
SFTPB,0.0,,False,protein,1
NTRK1,0.0,,False,protein,57
ANTXR1,0.0,,False,protein,4
HHLA3,0.0,,False,protein,1
SLC25A10,0.0,,False,protein,41
ZBTB18,0.0,,False,protein,8
GRASP,0.0,,False,protein,7
NDRG2,0.0,,False,protein,6
SSPN,0.0,,False,protein,1
RYK,0.0,,False,protein,71
POMK,0.0,,False,protein,2
GSN,0.0,,False,protein,46
POMGNT1,0.0,,False,protein,5
C21ORF58,0.0,,False,protein,3
SCML1,0.0,,False,protein,6
ASIC1,0.0,,False,protein,6
GMDS,0.0,,False,protein,11
SMAD2,0.0,,False,protein,367
SLC14A2,0.0,,False,protein,1
HABP2,0.0,,False,protein,8
DHX34,0.0,,False,protein,5
TVP23C,0.0,,False,protein,1
MKKS,0.0,,False,protein,19
KCNAB2,0.0,,False,protein,14
TMEM98,0.0,,False,protein,2
CST6,0.0,,False,protein,7
APRT,0.0,,False,protein,18
PYDC2,0.0,,False,protein,5
CCND1,0.0,,False,protein,103
AFG3L2,0.0,,False,protein,16
KNTC1,0.0,,False,protein,6
KCNE4,0.0,,False,protein,8
FAM91A1,0.0,,False,protein,2
C9ORF138,0.0,,False,protein,15
SVIL,0.0,,False,protein,87
RGS7BP,0.0,,False,protein,2
DUSP6,0.0,,False,protein,8
DHX38,0.0,,False,protein,27
SDHA,0.0,,False,protein,66
BTG2,0.0,,False,protein,21
RAB41,0.0,,False,protein,2
SNAP47,0.0,,False,protein,10
PKP4,0.0,,False,protein,25
ABCC6,0.0,,False,protein,6
ASB15,0.0,,False,protein,19
MSL1,0.0,,False,protein,25
MTF2,0.0,,False,protein,14
GRIN2D,0.0,,False,protein,35
CEP70,0.0,,False,protein,140
ADGRL2,0.0,,False,protein,4
RPL38,0.0,,False,protein,85
DCAF8,0.0,,False,protein,32
LRRN4,0.0,,False,protein,1
ZBTB7A,0.0,,False,protein,29
PSORS1C2,0.0,,False,protein,1
BCL2L14,0.0,,False,protein,4
CLDN16,0.0,,False,protein,2
GCM2,0.0,,False,protein,4
MAPKAPK2,0.0,,False,protein,42
CLEC4A,5.7198,ECM-affiliated Proteins,True,protein,1
SPTBN4,0.0,,False,protein,13
SCUBE3,0.0,,False,protein,4
ZNF273,0.0,,False,protein,5
GCG,0.0,,False,protein,6
HMGN1,0.0,,False,protein,22
PPME1,0.0,,False,protein,39
NR1D2,0.0,,False,protein,24
RNF214,0.0,,False,protein,4
AHNAK,0.0,,False,protein,32
KIAA1683,0.0,,False,protein,10
TCN1,0.0,,False,protein,1
SARS2,0.0,,False,protein,19
WDR45,0.0,,False,protein,4
ITGB3BP,0.0,,False,protein,46
ICAM4,0.0,,False,protein,10
ACTR10,0.0,,False,protein,9
PSMD9,0.0,,False,protein,43
TRAPPC3L,0.0,,False,protein,12
HRH4,0.0,,False,protein,3
HYI,0.0,,False,protein,4
PEMT,0.0,,False,protein,1
SLC16A2,0.0,,False,protein,2
MZT1,0.0,,False,protein,4
SUMO1,0.0,,False,protein,1019
GOLGA4,0.0,,False,protein,12
LARP6,0.0,,False,protein,1
MRPS22,0.0,,False,protein,30
COPS2,0.0,,False,protein,90
NAPRT,0.0,,False,protein,13
CDC42EP4,0.0,,False,protein,10
SEC13,0.0,,False,protein,35
FBXL14,0.0,,False,protein,9
LHX2,0.0,,False,protein,5
CTAGE5,0.0,,False,protein,14
MRPS27,0.0,,False,protein,30
TUBA1B,0.0,,False,protein,95
BBS10,0.0,,False,protein,16
GLTSCR1L,0.0,,False,protein,4
PEX6,0.0,,False,protein,8
TAF1B,0.0,,False,protein,27
RPL31,0.0,,False,protein,122
SMARCAD1,0.0,,False,protein,120
CTSC,0.0,,False,protein,13
SERPING1,0.0,,False,protein,13
KRTAP10-5,0.0,,False,protein,102
INO80D,0.0,,False,protein,14
RGSL1,0.0,,False,protein,1
TECPR2,0.0,,False,protein,5
RRP8,0.0,,False,protein,5
NR5A1,0.0,,False,protein,24
LOC400927-CSNK1E,0.0,,False,protein,88
NARFL,0.0,,False,protein,4
CCDC36,0.0,,False,protein,34
NQO2,0.0,,False,protein,11
RPL39L,0.0,,False,protein,2
ARID5B,0.0,,False,protein,7
CHD3,0.0,,False,protein,134
CHD7,0.0,,False,protein,27
GLDC,0.0,,False,protein,4
AKAP14,0.0,,False,protein,4
SAE1,0.0,,False,protein,43
RAB11B,0.0,,False,protein,33
PRPF38B,0.0,,False,protein,4
TMEM11,0.0,,False,protein,9
EMS1,0.0,,False,protein,2
NME3,0.0,,False,protein,9
DDR1,0.0,,False,protein,20
NCF2,0.0,,False,protein,23
NXN,0.0,,False,protein,4
STK38L,0.0,,False,protein,15
CHCHD2,0.0,,False,protein,16
SLC40A1,0.0,,False,protein,3
C14ORF119,0.0,,False,protein,1
DLAT,0.0,,False,protein,27
IRAK2,0.0,,False,protein,42
PLCD4,0.0,,False,protein,2
UNC80,0.0,,False,protein,4
ARFRP1,0.0,,False,protein,3
ANAPC15,0.0,,False,protein,11
SNX7,0.0,,False,protein,14
ARHGAP25,0.0,,False,protein,1
ZNF750,0.0,,False,protein,1
NDUFA2,0.0,,False,protein,43
FOCAD,0.0,,False,protein,3
TMUB1,0.0,,False,protein,6
LRRC59,0.0,,False,protein,36
CHID1,0.0,,False,protein,3
MIOS,0.0,,False,protein,2
PMS2,0.0,,False,protein,55
ZC3H7A,0.0,,False,protein,4
SIX6,0.0,,False,protein,3
SYTL5,0.0,,False,protein,6
GCH1,0.0,,False,protein,29
ZNF165,0.0,,False,protein,22
FABP3,0.0,,False,protein,11
PALM3,0.0,,False,protein,1
SETD1B,0.0,,False,protein,10
GMPR2,0.0,,False,protein,5
CD7,0.0,,False,protein,9
KCNJ9,0.0,,False,protein,4
PIGH,0.0,,False,protein,3
TNFAIP8L2,0.0,,False,protein,2
ARMC1,0.0,,False,protein,3
VCAN,4.5334,Proteoglycans,True,protein,26
CRYBB2,0.0,,False,protein,8
SYT6,0.0,,False,protein,14
THAP7,0.0,,False,protein,35
ARHGEF10,0.0,,False,protein,6
NUP50,0.0,,False,protein,27
FAM86C1,0.0,,False,protein,3
FOXR2,0.0,,False,protein,2
LST1,0.0,,False,protein,3
ALG13,0.0,,False,protein,9
DPYSL2,0.0,,False,protein,25
PHF8,0.0,,False,protein,29
DKFZP686J1895,0.0,,False,protein,1
MTNR1A,0.0,,False,protein,27
PARD3,0.0,,False,protein,68
CTDSP1,0.0,,False,protein,6
C8A,0.0,,False,protein,4
LMBR1L,0.0,,False,protein,3
SLC5A1,0.0,,False,protein,3
KIF13A,0.0,,False,protein,15
ECD,0.0,,False,protein,14
DCPS,0.0,,False,protein,32
STAG1,0.0,,False,protein,16
ZBTB32,0.0,,False,protein,20
FARSA,0.0,,False,protein,30
PCNXL4,0.0,,False,protein,3
CLEC1B,0.0,,False,protein,1
DNAJB3,0.0,,False,protein,2
APOM,0.0,,False,protein,2
VSTM4,0.0,,False,protein,1
CAMK1,0.0,,False,protein,18
ATG4B,0.0,,False,protein,20
GULP1,0.0,,False,protein,8
RECQL,0.0,,False,protein,14
S100A4,0.0,,False,protein,40
HOXB7,0.0,,False,protein,14
FGF2,0.0,,False,protein,33
SECISBP2,0.0,,False,protein,3
MYLK2,0.0,,False,protein,18
MTFR1,0.0,,False,protein,3
TRIM42,0.0,,False,protein,64
CEP135,0.0,,False,protein,7
CHD8,0.0,,False,protein,25
FANCD2,0.0,,False,protein,44
SPTSSA,0.0,,False,protein,7
HTR1D,0.0,,False,protein,3
CCIN,0.0,,False,protein,1
CCDC94,0.0,,False,protein,6
SENP6,0.0,,False,protein,9
LUC7L2,0.0,,False,protein,90
SLC39A6,0.0,,False,protein,4
DMPK,0.0,,False,protein,21
HECW1,0.0,,False,protein,13
SEPHS2,0.0,,False,protein,5
NOTCH4,0.0,,False,protein,15
UTP14C,0.0,,False,protein,9
TXLNG,0.0,,False,protein,14
ANKRD13D,0.0,,False,protein,3
AJUBA,0.0,,False,protein,24
XPA,0.0,,False,protein,43
CHRDL2,0.0,,False,protein,7
TANC1,0.0,,False,protein,12
GPNMB,0.0,,False,protein,2
SH3BP1,0.0,,False,protein,12
KCNQ2,0.0,,False,protein,5
MFSD1,0.0,,False,protein,1
SUPT20HL1,0.0,,False,protein,1
FGD1,0.0,,False,protein,5
ARL4D,0.0,,False,protein,20
NDE1,0.0,,False,protein,29
KRTAP10-9,0.0,,False,protein,163
SLC4A1,0.0,,False,protein,17
PCCA,0.0,,False,protein,6
THSD7A,0.0,,False,protein,3
TRIM8,0.0,,False,protein,50
RANBP3,0.0,,False,protein,45
COX8A,0.0,,False,protein,2
UCHL1,0.0,,False,protein,59
TSN,0.0,,False,protein,35
MANEA,0.0,,False,protein,2
CALB1,0.0,,False,protein,8
TPGS2,0.0,,False,protein,2
CMTM3,0.0,,False,protein,8
PRPF6,0.0,,False,protein,78
SNRPA1,0.0,,False,protein,103
CRADD,0.0,,False,protein,21
H2AFX,0.0,,False,protein,219
IKBKAP,0.0,,False,protein,59
MAPK11,0.0,,False,protein,38
OR4C12,0.0,,False,protein,1
KRTAP13-1,0.0,,False,protein,9
NIF3L1,0.0,,False,protein,103
CELF2,0.0,,False,protein,5
ZRANB2,0.0,,False,protein,53
TMEM173,0.0,,False,protein,39
PARP3,0.0,,False,protein,6
NDP,0.0,,False,protein,4
PDRG1,0.0,,False,protein,12
AFAP1L1,0.0,,False,protein,2
NGFR,0.0,,False,protein,56
CCDC60,0.0,,False,protein,1
RLN3,0.0,,False,protein,3
ITGB7,0.0,,False,protein,20
CCDC47,0.0,,False,protein,21
NELFA,0.0,,False,protein,11
TPCN2,0.0,,False,protein,3
C1ORF35,0.0,,False,protein,16
ARL11,0.0,,False,protein,1
PSKH2,0.0,,False,protein,4
HPS4,0.0,,False,protein,2
KRT81,0.0,,False,protein,12
MCAT,0.0,,False,protein,13
HTR4,0.0,,False,protein,3
ABCC2,0.0,,False,protein,45
GALR3,0.0,,False,protein,1
CRYBA2,0.0,,False,protein,5
AKR1C3,0.0,,False,protein,6
POU2F1,3.616225,TF,True,protein,60
KCNG4,0.0,,False,protein,3
SYNGR1,0.0,,False,protein,2
ARMC10,0.0,,False,protein,1
AGXT2,0.0,,False,protein,2
PRDM6,0.0,,False,protein,7
RRP15,0.0,,False,protein,11
AIRE,0.0,,False,protein,75
COL4A3,0.0,,False,protein,23
PFDN1,0.0,,False,protein,86
ST13,0.0,,False,protein,44
SERPINB1,0.0,,False,protein,5
SOSTDC1,0.0,,False,protein,5
REG1B,0.0,,False,protein,2
SOBP,0.0,,False,protein,3
TTC23,0.0,,False,protein,21
GABRB2,0.0,,False,protein,5
WBP4,0.0,,False,protein,44
CCDC39,0.0,,False,protein,1
SCYL1,0.0,,False,protein,8
SUN2,0.0,,False,protein,22
PURA,0.0,,False,protein,26
ATF2,3.0780000000000003,TF,True,protein,208
MYPN,0.0,,False,protein,10
GAS1,0.0,,False,protein,3
MYH6,0.0,,False,protein,2
SYT4,0.0,,False,protein,10
RSG1,0.0,,False,protein,4
NYAP2,0.0,,False,protein,2
SIPA1L2,0.0,,False,protein,8
IFNLR1,0.0,,False,protein,3
SIX4,0.0,,False,protein,6
CORO1A,0.0,,False,protein,20
CUL5,0.0,,False,protein,379
HIST2H2AB,0.0,,False,protein,12
PRPF19,0.0,,False,protein,110
SPEF2,0.0,,False,protein,1
WFIKKN1,0.0,,False,protein,8
RBFA,0.0,,False,protein,2
C5AR2,0.0,,False,protein,3
ZNF333,0.0,,False,protein,2
CHUK,0.0,,False,protein,152
OIT3,0.0,,False,protein,1
HSD3B7,0.0,,False,protein,11
CCDC155,0.0,,False,protein,71
TEX13A,0.0,,False,protein,1
SIK1,0.0,,False,protein,12
NLRX1,0.0,,False,protein,13
FAT4,0.0,,False,protein,3
JAG2,0.0,,False,protein,8
NAGPA,0.0,,False,protein,5
DR1,0.0,,False,protein,32
LTK,0.0,,False,protein,9
MAZ,4.514849999999999,TF,True,protein,8
SPG7,0.0,,False,protein,30
SERF1B,0.0,,False,protein,3
POP5,0.0,,False,protein,10
EFNB3,0.0,,False,protein,7
PLEKHO1,0.0,,False,protein,14
RPL23A,0.0,,False,protein,152
NKAP,0.0,,False,protein,22
LRRN4CL,0.0,,False,protein,1
TMEM44,0.0,,False,protein,1
RAC3,0.0,,False,protein,28
PTBP3,0.0,,False,protein,10
HEATR6,0.0,,False,protein,1
TRHDE,0.0,,False,protein,3
CCDC22,0.0,,False,protein,15
CDK5RAP1,0.0,,False,protein,5
C12ORF60,0.0,,False,protein,1
CMTM8,0.0,,False,protein,1
SERPINC1,2.8205,ECM Regulators,True,protein,6
KCNH1,0.0,,False,protein,10
BCAM,0.0,,False,protein,5
BCR/ABL,0.0,,False,protein,3
REC8,0.0,,False,protein,12
METTL1,0.0,,False,protein,32
TMEM8B,0.0,,False,protein,2
COMMD7,0.0,,False,protein,5
HLA-DQA1,0.0,,False,protein,9
RNF11,0.0,,False,protein,100
SYT7,0.0,,False,protein,8
NPNT,0.0,,False,protein,1
TIMM21,0.0,,False,protein,3
THAP10,0.0,,False,protein,10
RAD9B,0.0,,False,protein,5
MFAP2,0.0,,False,protein,14
EXT2,0.0,,False,protein,20
APLP2,0.0,,False,protein,31
PBX1,0.0,,False,protein,33
PTRH2,0.0,,False,protein,17
NBL1,0.0,,False,protein,4
PABPC4,0.0,,False,protein,66
UBOX5,0.0,,False,protein,20
ARHGEF1,0.0,,False,protein,22
MFSD3,0.0,,False,protein,4
ABTB1,0.0,,False,protein,4
HDAC8,0.0,,False,protein,33
FKBP1B,0.0,,False,protein,9
