,prize,Category,terminal,type,degree
LGALS13,0.0,,False,protein,7
DOCK4,0.0,,False,protein,10
NUP188,0.0,,False,protein,21
RICTOR,0.0,,False,protein,60
TOR3A,0.0,,False,protein,2
INTS4,0.0,,False,protein,15
PLK3,0.0,,False,protein,17
LMAN2,0.0,,False,protein,12
THOC7,0.0,,False,protein,29
TECR,0.0,,False,protein,24
ZFPM1,0.0,,False,protein,9
PSMD11,0.0,,False,protein,104
ARHGAP35,0.0,,False,protein,11
HAUS6,0.0,,False,protein,14
STRIP1,0.0,,False,protein,33
KRTAP3-3,0.0,,False,protein,3
NFATC2,0.0,,False,protein,35
NLN,0.0,,False,protein,1
ABHD11,0.0,,False,protein,3
RSPH14,0.0,,False,protein,13
GRP,0.0,,False,protein,4
PHF12,0.0,,False,protein,8
SETMAR,0.0,,False,protein,7
DOCK2,0.0,,False,protein,28
TLE6,0.0,,False,protein,2
RUNDC3A,0.0,,False,protein,22
LANCL1,0.0,,False,protein,7
KHDRBS3,0.0,,False,protein,34
ZNF747,0.0,,False,protein,4
EDN3,0.0,,False,protein,5
DCT,0.0,,False,protein,1
SORCS1,0.0,,False,protein,2
ZNF667,0.0,,False,protein,2
ANXA13,0.0,,False,protein,3
SEPT8,0.0,,False,protein,13
ADAMTS4,0.0,,False,protein,12
MRPS31,0.0,,False,protein,14
TANK,0.0,,False,protein,62
EGF,0.0,,False,protein,23
NAA30,0.0,,False,protein,2
ZNF830,0.0,,False,protein,14
TBC1D10A,0.0,,False,protein,9
TNFRSF1A,0.0,,False,protein,181
PAM16,0.0,,False,protein,12
NPAS3,0.0,,False,protein,1
FAU,0.0,,False,protein,54
UPF3B,0.0,,False,protein,32
AP3S2,0.0,,False,protein,8
NRBP2,0.0,,False,protein,1
GLUL,0.0,,False,protein,23
EID2,0.0,,False,protein,15
SCT,0.0,,False,protein,4
APOB,0.0,,False,protein,35
APH1A,0.0,,False,protein,17
SHC1,0.0,,False,protein,232
SRRT,0.0,,False,protein,42
ATP6V1E2,0.0,,False,protein,2
ABHD14A,0.0,,False,protein,11
ZNF350,0.0,,False,protein,6
MALT1,0.0,,False,protein,35
DCLK3,0.0,,False,protein,1
ROCK2,0.0,,False,protein,17
S1PR4,0.0,,False,protein,3
CARM1,0.0,,False,protein,74
PPP1R16A,0.0,,False,protein,22
ETFB,0.0,,False,protein,8
ARHGAP19,0.0,,False,protein,4
LSS,0.0,,False,protein,4
EXOC3-AS1,0.0,,False,protein,5
TRAF3IP3,0.0,,False,protein,30
DDX27,0.0,,False,protein,17
RPL27A,0.0,,False,protein,87
HOXB5,0.0,,False,protein,4
TRPV1,0.0,,False,protein,9
ZSCAN1,0.0,,False,protein,37
WDR90,0.0,,False,protein,2
TNFAIP6,0.0,,False,protein,3
ACSL6,0.0,,False,protein,2
POC1B-GALNT4,0.0,,False,protein,2
GIMAP5,0.0,,False,protein,11
ISG15,0.0,,False,protein,186
TNNI2,0.0,,False,protein,14
XPR1,0.0,,False,protein,1
TREML1,0.0,,False,protein,2
KLB,0.0,,False,protein,2
NLK,0.0,,False,protein,59
TLX1,0.0,,False,protein,14
ELAC2,0.0,,False,protein,27
STRN3,0.0,,False,protein,47
ELOVL6,0.0,,False,protein,1
NIP7,0.0,,False,protein,6
FOXO6,0.0,,False,protein,1
AKT3,0.0,,False,protein,15
TONSL,0.0,,False,protein,27
KDM5C,0.0,,False,protein,21
RBM15B,0.0,,False,protein,17
MEF2D,0.0,,False,protein,30
LOC729862,0.0,,False,protein,2
SNX6,0.0,,False,protein,45
HTATIP2,0.0,,False,protein,3
FBLN1,0.0,,False,protein,37
DUSP13,0.0,,False,protein,8
SQRDL,0.0,,False,protein,12
ZNF576,0.0,,False,protein,7
MSH3,0.0,,False,protein,23
TRAPPC9,0.0,,False,protein,13
FHL2,0.0,,False,protein,117
EXOC8,0.0,,False,protein,34
TSGA10,0.0,,False,protein,47
SUPT3H,0.0,,False,protein,34
MEIG1,0.0,,False,protein,2
HSPG2,0.0,,False,protein,39
ILKAP,0.0,,False,protein,2
FUNDC1,0.0,,False,protein,14
ANGPTL4,0.0,,False,protein,15
SPATA4,0.0,,False,protein,2
RSL24D1,0.0,,False,protein,7
NDRG3,0.0,,False,protein,5
TEX30,0.0,,False,protein,2
ARMCX3,0.0,,False,protein,17
PYGO2,0.0,,False,protein,13
PIK3C2B,0.0,,False,protein,16
GTF2IRD1,0.0,,False,protein,9
SET,0.0,,False,protein,126
HMGN2,0.0,,False,protein,12
SH3PXD2A,0.0,,False,protein,13
FZD8,0.0,,False,protein,8
EPS8L3,0.0,,False,protein,5
TAF4,0.0,,False,protein,40
ANLN,0.0,,False,protein,6
STXBP2,0.0,,False,protein,19
TPR,0.0,,False,protein,72
PDE6A,0.0,,False,protein,1
SORBS3,0.0,,False,protein,60
CEBPE,2.8103,TF,True,protein,49
KIAA1551,0.0,,False,protein,3
CGA,0.0,,False,protein,8
SLC38A9,0.0,,False,protein,6
LDLR,0.0,,False,protein,21
EGFR,0.0,,False,protein,876
PINX1,0.0,,False,protein,100
TERF2,0.0,,False,protein,244
KCNA10,0.0,,False,protein,1
RFK,0.0,,False,protein,4
ARL4A,0.0,,False,protein,5
ADAM22,0.0,,False,protein,14
KPNA1,0.0,,False,protein,67
TMEM41B,0.0,,False,protein,2
MRPL50,0.0,,False,protein,23
ELOVL4,0.0,,False,protein,1
NUDT21,0.0,,False,protein,106
MFGE8,0.0,,False,protein,2
MIEF1,0.0,,False,protein,6
CHFR,0.0,,False,protein,46
FOSL1,4.252750000000001,TF,True,protein,31
GDF2,0.0,,False,protein,3
PPP1R9A,0.0,,False,protein,11
CEPT1,0.0,,False,protein,1
CD8B,0.0,,False,protein,2
PIGK,0.0,,False,protein,8
SUGP1,0.0,,False,protein,46
OSBPL3,0.0,,False,protein,7
TRIM63,0.0,,False,protein,92
PAK6,0.0,,False,protein,19
SEP15,0.0,,False,protein,7
DKK2,0.0,,False,protein,1
GLUD1,0.0,,False,protein,25
SDHAF2,0.0,,False,protein,16
SMARCA2,0.0,,False,protein,99
ERO1L,0.0,,False,protein,21
FMR1,0.0,,False,protein,32
CLIC5,0.0,,False,protein,10
FAM120B,0.0,,False,protein,5
TAB2,0.0,,False,protein,100
CUEDC1,0.0,,False,protein,5
FXN,0.0,,False,protein,6
THYN1,0.0,,False,protein,5
SPRR2G,0.0,,False,protein,1
DIEXF,0.0,,False,protein,6
IFT57,0.0,,False,protein,9
YAP1,0.0,,False,protein,109
PHKB,0.0,,False,protein,11
MYPOP,0.0,,False,protein,1
BCL2L13,0.0,,False,protein,12
IL20,0.0,,False,protein,2
TPGS1,0.0,,False,protein,1
CDH6,0.0,,False,protein,6
MUC20,0.0,,False,protein,3
KMT2E,0.0,,False,protein,13
ERLIN1,0.0,,False,protein,25
SNAP29,0.0,,False,protein,26
HHATL,0.0,,False,protein,1
IL3RA,0.0,,False,protein,19
TFCP2L1,0.0,,False,protein,4
SIPA1,0.0,,False,protein,7
FAM195A,0.0,,False,protein,3
HCN1,0.0,,False,protein,4
PF4V1,0.0,,False,protein,1
C1RL,0.0,,False,protein,3
MYH7,0.0,,False,protein,14
REV3L,0.0,,False,protein,8
RBKS,0.0,,False,protein,2
SMAP1,0.0,,False,protein,5
RPL4,0.0,,False,protein,149
SERTAD3,0.0,,False,protein,9
TNRC6C,0.0,,False,protein,19
NDUFB7,0.0,,False,protein,14
AIG1,0.0,,False,protein,1
XRCC1,0.0,,False,protein,47
HMGA2,0.0,,False,protein,25
TRIM41,0.0,,False,protein,64
PDIA4,0.0,,False,protein,57
HOXA5,0.0,,False,protein,12
RHOBTB3,0.0,,False,protein,13
PPM1F,0.0,,False,protein,12
ZNF512B,0.0,,False,protein,67
PSMA5,0.0,,False,protein,98
HBA2,0.0,,False,protein,35
TFRC,0.0,,False,protein,61
CTSZ,0.0,,False,protein,8
KLHL15,0.0,,False,protein,11
TOX,0.0,,False,protein,1
PCDH1,0.0,,False,protein,4
LIMCH1,0.0,,False,protein,12
IFT172,0.0,,False,protein,2
PTGER1,0.0,,False,protein,5
PRPF8,0.0,,False,protein,115
SUPT6H,0.0,,False,protein,31
FOSL2,3.19485,TF,True,protein,22
TGFBRAP1,0.0,,False,protein,12
PTN,0.0,,False,protein,100
PRRG4,0.0,,False,protein,7
DISC1,0.0,,False,protein,122
RPP38,0.0,,False,protein,27
RCBTB2,0.0,,False,protein,8
OSBPL5,0.0,,False,protein,3
SLC19A2,0.0,,False,protein,1
CGN,0.0,,False,protein,15
NPR1,0.0,,False,protein,7
GK,0.0,,False,protein,11
MAP4K3,0.0,,False,protein,12
DAZ4,0.0,,False,protein,5
FAM122B,0.0,,False,protein,3
LARS2,0.0,,False,protein,3
RPL10,0.0,,False,protein,85
PSIP1,0.0,,False,protein,43
MYO5C,0.0,,False,protein,6
CACYBP,0.0,,False,protein,113
DYNC1I1,0.0,,False,protein,48
ARL8B,0.0,,False,protein,7
CENPO,0.0,,False,protein,15
SLC20A1,0.0,,False,protein,4
PAGE2,0.0,,False,protein,5
PSMB1,0.0,,False,protein,117
SALL2,0.0,,False,protein,10
TMEM14C,0.0,,False,protein,9
MAGOHB,0.0,,False,protein,24
GMFG,0.0,,False,protein,3
LUC7L,0.0,,False,protein,22
PKN3,0.0,,False,protein,6
CLEC7A,0.0,,False,protein,20
HSBP1L1,0.0,,False,protein,1
SZRD1,0.0,,False,protein,7
NIPSNAP3A,0.0,,False,protein,12
KDM5A,0.0,,False,protein,23
ADAMTS2,0.0,,False,protein,2
OPRD1,0.0,,False,protein,25
SMARCE1,0.0,,False,protein,106
TIMM23B,0.0,,False,protein,4
RPF2,0.0,,False,protein,12
MKRN2,0.0,,False,protein,9
APOA4,0.0,,False,protein,3
SRPK3,0.0,,False,protein,60
DSG1,0.0,,False,protein,27
MAP1A,0.0,,False,protein,32
APTX,0.0,,False,protein,24
MKRN1,0.0,,False,protein,11
LENG8,0.0,,False,protein,17
SNX33,0.0,,False,protein,8
LHFPL5,0.0,,False,protein,2
UNC45B,0.0,,False,protein,7
SYNJ2,0.0,,False,protein,13
LRRC42,0.0,,False,protein,3
FTSJ3,0.0,,False,protein,54
PLA2G4F,0.0,,False,protein,1
CREB5,0.0,,False,protein,63
SWSAP1,0.0,,False,protein,7
SAMHD1,0.0,,False,protein,45
ZFP91,2.5085,Secreted Factors,True,protein,9
RABEPK,0.0,,False,protein,9
HEMGN,0.0,,False,protein,21
HMOX2,0.0,,False,protein,35
PRR14L,0.0,,False,protein,6
PLIN2,0.0,,False,protein,4
BAG5,0.0,,False,protein,29
GDI2,0.0,,False,protein,33
SORD,0.0,,False,protein,32
PEX26,0.0,,False,protein,4
NABP1,0.0,,False,protein,9
C9ORF91,0.0,,False,protein,1
ELOVL3,0.0,,False,protein,2
DPP3,0.0,,False,protein,18
HDAC11,0.0,,False,protein,131
AZIN2,0.0,,False,protein,1
HOOK3,0.0,,False,protein,9
ATP5G3,0.0,,False,protein,2
CLEC11A,0.0,,False,protein,1
SMOC2,0.0,,False,protein,2
FAM206A,0.0,,False,protein,1
KLK6,0.0,,False,protein,16
ZNF707,0.0,,False,protein,6
KAT7,0.0,,False,protein,54
ANKRD13A,0.0,,False,protein,7
ITGA3,0.0,,False,protein,21
ZNF320,0.0,,False,protein,4
KIAA2022,0.0,,False,protein,2
CARS,0.0,,False,protein,30
SEC61G,0.0,,False,protein,4
ZNF610,0.0,,False,protein,1
C20ORF141,0.0,,False,protein,1
CYP26B1,0.0,,False,protein,1
TFIP11,0.0,,False,protein,110
OAS3,0.0,,False,protein,14
FBXL15,0.0,,False,protein,19
TP53INP2,0.0,,False,protein,2
DTX4,0.0,,False,protein,4
AHSP,0.0,,False,protein,7
CIPC,0.0,,False,protein,3
SLC37A4,0.0,,False,protein,1
PPP2R1B,0.0,,False,protein,68
RAB32,0.0,,False,protein,3
ZNF316,0.0,,False,protein,2
CAP2,0.0,,False,protein,12
CEP170P1,0.0,,False,protein,20
SNRPB2,0.0,,False,protein,60
CNKSR1,0.0,,False,protein,23
KAZN,0.0,,False,protein,3
OTUD1,0.0,,False,protein,7
BACE1,0.0,,False,protein,24
ASIC2,0.0,,False,protein,5
PIR,0.0,,False,protein,12
MYO18A,0.0,,False,protein,11
NKD2,0.0,,False,protein,13
CABLES2,0.0,,False,protein,4
DUOX2,0.0,,False,protein,1
RBM18,0.0,,False,protein,5
FAM86B2,0.0,,False,protein,15
CORO7-PAM16,0.0,,False,protein,16
ZBTB24,0.0,,False,protein,39
RBM34,0.0,,False,protein,9
DNAAF5,0.0,,False,protein,29
SPAST,0.0,,False,protein,9
CEL,0.0,,False,protein,3
HOXB6,0.0,,False,protein,12
GPRC5A,0.0,,False,protein,6
FNIP1,0.0,,False,protein,12
HTRA2,0.0,,False,protein,51
IL16,5.2818000000000005,Secreted Factors,True,protein,32
PIGC,0.0,,False,protein,4
NTS,0.0,,False,protein,2
ERBB4,0.0,,False,protein,62
NUFIP2,0.0,,False,protein,32
AGTPBP1,0.0,,False,protein,11
TRIM36,0.0,,False,protein,12
PLBD1,0.0,,False,protein,1
CYB561A3,0.0,,False,protein,1
DERA,0.0,,False,protein,4
EBI3,0.0,,False,protein,7
PAPD5,0.0,,False,protein,1
GJA5,0.0,,False,protein,5
CEP97,0.0,,False,protein,15
OSR1,0.0,,False,protein,4
KLF1,0.0,,False,protein,17
MAP7D1,0.0,,False,protein,11
DOC2A,0.0,,False,protein,5
TMEM231,0.0,,False,protein,4
NEUROD1,0.0,,False,protein,14
SYMPK,0.0,,False,protein,23
MARCH3,0.0,,False,protein,8
KITLG,0.0,,False,protein,8
REXO1L1,0.0,,False,protein,4
FGD6,0.0,,False,protein,3
STOML1,0.0,,False,protein,6
XAB2,0.0,,False,protein,29
NDFIP2,0.0,,False,protein,12
FGA,5.5315,ECM Glycoproteins,True,protein,20
PXMP4,0.0,,False,protein,1
MAD2L1BP,0.0,,False,protein,23
KLHL22,0.0,,False,protein,14
CPSF3L,0.0,,False,protein,18
KLRC4,0.0,,False,protein,5
PKM,0.0,,False,protein,116
CT45A7,0.0,,False,protein,2
GNG8,0.0,,False,protein,5
ANKRD50,0.0,,False,protein,3
PNMT,0.0,,False,protein,2
FAM101B,0.0,,False,protein,4
IPO8,0.0,,False,protein,16
PAX7,0.0,,False,protein,12
MTMR3,0.0,,False,protein,5
BRIX1,0.0,,False,protein,31
ARHGAP15,0.0,,False,protein,7
KCNA4,0.0,,False,protein,24
MEIOB,0.0,,False,protein,1
TCEB3B,0.0,,False,protein,17
POLR3A,0.0,,False,protein,30
HSD11B1,0.0,,False,protein,2
AAR2,0.0,,False,protein,9
CTNNA1,0.0,,False,protein,76
ITGB6,0.0,,False,protein,8
TTC19,0.0,,False,protein,13
PRNP,0.0,,False,protein,88
TAB1,0.0,,False,protein,102
COBLL1,0.0,,False,protein,2
SKP1,0.0,,False,protein,169
CALY,0.0,,False,protein,1
IWS1,0.0,,False,protein,13
DIO2,0.0,,False,protein,12
C11ORF63,0.0,,False,protein,3
MC3R,0.0,,False,protein,5
BCAP29,0.0,,False,protein,4
UCHL5,0.0,,False,protein,168
TBC1D3C,0.0,,False,protein,8
FLI1,3.754033333333333,TF,True,protein,21
ACE,0.0,,False,protein,8
SH2D2A,0.0,,False,protein,17
PTPN13,0.0,,False,protein,29
CRBN,0.0,,False,protein,19
BRMS1L,0.0,,False,protein,17
BCKDHA,0.0,,False,protein,2
ATP6V0A2,0.0,,False,protein,8
PPP3R2,0.0,,False,protein,15
RPS7,0.0,,False,protein,135
HEMK1,0.0,,False,protein,2
VAMP1,0.0,,False,protein,10
CDK5,0.0,,False,protein,105
TSPAN15,0.0,,False,protein,4
STRADB,0.0,,False,protein,7
SMARCA4,0.0,,False,protein,190
SGPP1,0.0,,False,protein,1
CPNE4,0.0,,False,protein,16
SCIN,0.0,,False,protein,8
NAMPT,0.0,,False,protein,20
CFL1,0.0,,False,protein,77
ASB16-AS1,0.0,,False,protein,1
HRG,0.0,,False,protein,13
ANAPC16,0.0,,False,protein,6
DDC,0.0,,False,protein,3
SCNN1B,0.0,,False,protein,21
ZNF514,0.0,,False,protein,1
TAC4,0.0,,False,protein,4
SHCBP1,0.0,,False,protein,9
HMGCL,0.0,,False,protein,8
SMAD1,0.0,,False,protein,182
SRFBP1,0.0,,False,protein,2
ATG16L1,0.0,,False,protein,39
SPARC,0.0,,False,protein,26
TRAPPC8,0.0,,False,protein,14
CD83,0.0,,False,protein,1
VTN,2.4134,ECM Glycoproteins,True,protein,90
UQCC3,0.0,,False,protein,6
CYP2J2,0.0,,False,protein,2
ZNF195,0.0,,False,protein,3
SOX6,0.0,,False,protein,15
USP42,0.0,,False,protein,29
CENPE,0.0,,False,protein,18
ALPL,0.0,,False,protein,8
BNIP3L,0.0,,False,protein,32
TRIM24,0.0,,False,protein,53
SLC2A4,0.0,,False,protein,44
ADRA2B,0.0,,False,protein,5
PTPRK,0.0,,False,protein,26
RPS5,0.0,,False,protein,122
NCAM1,0.0,,False,protein,19
SAV1,0.0,,False,protein,58
TRIP13,0.0,,False,protein,101
GRAMD3,0.0,,False,protein,6
KLRD1,0.0,,False,protein,6
TEX10,0.0,,False,protein,16
CD8A,0.0,,False,protein,14
EML2,0.0,,False,protein,3
LZTFL1,0.0,,False,protein,9
UBR1,0.0,,False,protein,47
IQUB,0.0,,False,protein,17
RIN1,0.0,,False,protein,17
ZNF839,0.0,,False,protein,3
MITD1,0.0,,False,protein,5
TRIM54,0.0,,False,protein,129
TAF10,0.0,,False,protein,69
TMEM189,0.0,,False,protein,12
SCN2A,0.0,,False,protein,6
FPR1,0.0,,False,protein,8
MIS18A,0.0,,False,protein,7
XPNPEP1,0.0,,False,protein,39
NRF1,0.0,,False,protein,12
PDE4B,0.0,,False,protein,7
ZNF264,0.0,,False,protein,11
NYNRIN,0.0,,False,protein,3
RAB9A,0.0,,False,protein,17
ADSL,0.0,,False,protein,30
SH3PXD2B,0.0,,False,protein,4
ISY1-RAB43,0.0,,False,protein,6
RBM23,0.0,,False,protein,27
TRAM1,0.0,,False,protein,12
ANP32E,0.0,,False,protein,19
ALOX5AP,0.0,,False,protein,3
RTN3,0.0,,False,protein,19
CITED2,0.0,,False,protein,12
IL1A,0.0,,False,protein,9
C11ORF65,0.0,,False,protein,4
RTF1,0.0,,False,protein,24
ESCO2,0.0,,False,protein,10
TNFAIP8L2-SCNM1,0.0,,False,protein,45
MZF1,0.0,,False,protein,9
LAMA5,0.0,,False,protein,19
PIGS,0.0,,False,protein,14
MRPS26,0.0,,False,protein,35
ANKFY1,0.0,,False,protein,26
BBIP1,0.0,,False,protein,2
PXDN,0.0,,False,protein,3
SPA17,0.0,,False,protein,4
APOBEC3D,0.0,,False,protein,1
KIF1B,0.0,,False,protein,32
ERCC2,0.0,,False,protein,34
FAM124B,0.0,,False,protein,29
GYPB,0.0,,False,protein,2
PDK3,0.0,,False,protein,5
NEUROG3,0.0,,False,protein,2
OSBPL9,0.0,,False,protein,15
SMARCA5,0.0,,False,protein,87
S100A2,0.0,,False,protein,15
SKA2,0.0,,False,protein,6
SOD2,0.0,,False,protein,46
PLEKHF2,0.0,,False,protein,59
KDM4D,0.0,,False,protein,5
TRAPPC2,0.0,,False,protein,26
NKX2-2,0.0,,False,protein,3
RAB40C,0.0,,False,protein,7
IL18,0.0,,False,protein,8
CDKN2C,0.0,,False,protein,35
PTPRB,0.0,,False,protein,32
CCND3,0.0,,False,protein,44
OCRL,0.0,,False,protein,19
SPTBN1,0.0,,False,protein,102
OSBPL11,0.0,,False,protein,9
ELF1,0.0,,False,protein,8
MAATS1,0.0,,False,protein,4
INTS8,0.0,,False,protein,10
CCDC157,0.0,,False,protein,1
FAM127B,0.0,,False,protein,3
LINC00482,0.0,,False,protein,1
RPS6KA5,0.0,,False,protein,63
F2R,0.0,,False,protein,26
LILRA3,0.0,,False,protein,1
NLE1,0.0,,False,protein,6
MRPL16,0.0,,False,protein,15
C17ORF67,0.0,,False,protein,2
INVS,0.0,,False,protein,8
SAR1A,0.0,,False,protein,14
HSDL2,0.0,,False,protein,5
CD209,0.0,,False,protein,12
LHPP,0.0,,False,protein,1
RGS10,0.0,,False,protein,12
TEP1,0.0,,False,protein,9
PCIF1,0.0,,False,protein,4
HOGA1,0.0,,False,protein,1
NOX1,0.0,,False,protein,3
ZNF440,0.0,,False,protein,12
ZNF580,0.0,,False,protein,6
EIF1AD,0.0,,False,protein,11
MASTL,0.0,,False,protein,2
ASH1L,0.0,,False,protein,3
S100A9,6.3713,Secreted Factors,True,protein,74
RNF122,0.0,,False,protein,7
XCL1,0.0,,False,protein,3
ST7,0.0,,False,protein,7
PACSIN3,0.0,,False,protein,42
S100A8,0.0,,False,protein,44
HRAS,0.0,,False,protein,115
RPA3,0.0,,False,protein,368
SNX18,0.0,,False,protein,11
ZNF572,0.0,,False,protein,30
NCAN,0.0,,False,protein,7
FBRSL1,0.0,,False,protein,5
C6ORF203,0.0,,False,protein,3
KCNIP3,0.0,,False,protein,19
CSRNP2,0.0,,False,protein,4
PCDHA6,0.0,,False,protein,2
MAP1B,0.0,,False,protein,62
WISP1,0.0,,False,protein,3
ACIN1,0.0,,False,protein,76
MYEOV2,0.0,,False,protein,11
DLGAP1,0.0,,False,protein,28
EPM2AIP1,0.0,,False,protein,17
PRL,0.0,,False,protein,5
BMP5,0.0,,False,protein,4
ETS1,3.3470846153846154,TF,True,protein,95
SGK1,0.0,,False,protein,92
GRIA4,0.0,,False,protein,13
CDKN2AIP,0.0,,False,protein,14
AANAT,0.0,,False,protein,4
NEDD9,0.0,,False,protein,46
RXRA,0.0,,False,protein,124
NEO1,0.0,,False,protein,8
SERF2,0.0,,False,protein,15
AMER1,0.0,,False,protein,9
ATRN,0.0,,False,protein,4
SPTA1,0.0,,False,protein,27
CENPK,0.0,,False,protein,10
PSME2,0.0,,False,protein,40
DNALI1,0.0,,False,protein,5
CRTAP,0.0,,False,protein,11
GNB4,0.0,,False,protein,29
ETFA,0.0,,False,protein,26
IFNA2,0.0,,False,protein,2
ZNF454,0.0,,False,protein,4
GOLIM4,0.0,,False,protein,3
MBD3L1,0.0,,False,protein,10
BECN2,0.0,,False,protein,2
FAM46D,0.0,,False,protein,2
CCL2,0.0,,False,protein,21
RALYL,0.0,,False,protein,19
CINP,0.0,,False,protein,10
RPRD2,0.0,,False,protein,10
NAV2,0.0,,False,protein,13
S1PR1,0.0,,False,protein,13
EMG1,0.0,,False,protein,18
CEP250,0.0,,False,protein,219
GRIA2,0.0,,False,protein,22
SAP30BP,0.0,,False,protein,40
LPL,0.0,,False,protein,20
GATAD1,0.0,,False,protein,14
USP11,0.0,,False,protein,102
DDX28,0.0,,False,protein,22
ZNF467,0.0,,False,protein,3
EDIL3,0.0,,False,protein,3
DCP2,0.0,,False,protein,50
NELL2,0.0,,False,protein,5
CCDC64B,0.0,,False,protein,1
AGAP2,0.0,,False,protein,10
ULK2,0.0,,False,protein,17
HNRNPA0,0.0,,False,protein,86
KLHDC10,0.0,,False,protein,7
IKZF4,0.0,,False,protein,16
SMARCC2,0.0,,False,protein,97
TRIM17,0.0,,False,protein,23
EWSR1,0.0,,False,protein,236
AAMDC,0.0,,False,protein,4
TINF2,0.0,,False,protein,93
SNRPC,0.0,,False,protein,66
EPN1,0.0,,False,protein,44
DDX20,0.0,,False,protein,56
RUFY4,0.0,,False,protein,2
VPS16,0.0,,False,protein,14
RPUSD3,0.0,,False,protein,4
SMYD3,0.0,,False,protein,20
AKR1B10,0.0,,False,protein,3
ERP27,0.0,,False,protein,5
CXORF40A,0.0,,False,protein,1
SPEN,0.0,,False,protein,42
FERD3L,0.0,,False,protein,5
ZNF33B,0.0,,False,protein,3
TNFRSF21,0.0,,False,protein,6
TNFRSF8,0.0,,False,protein,8
PDK2,0.0,,False,protein,10
LRG1,0.0,,False,protein,5
HIST2H3D,0.0,,False,protein,111
ZG16B,0.0,,False,protein,6
ARFGEF2,0.0,,False,protein,21
NACAD,0.0,,False,protein,8
RNF5,0.0,,False,protein,41
MYO9A,0.0,,False,protein,5
ZFAND5,0.0,,False,protein,13
NDUFS8,0.0,,False,protein,26
JUNB,3.1932500000000004,TF,True,protein,51
ARHGEF2,0.0,,False,protein,38
FCN2,0.0,,False,protein,4
KBTBD6,0.0,,False,protein,13
C9ORF114,0.0,,False,protein,4
POLR2A,0.0,,False,protein,230
HOXD10,0.0,,False,protein,5
NPY2R,0.0,,False,protein,2
LSM7,0.0,,False,protein,30
NANOS2,0.0,,False,protein,4
CASQ2,0.0,,False,protein,4
AK1,0.0,,False,protein,8
RASSF8,0.0,,False,protein,12
HIST1H4G,0.0,,False,protein,3
SCO1,0.0,,False,protein,1
EIF3H,0.0,,False,protein,59
INS,0.0,,False,protein,23
DMRT3,0.0,,False,protein,27
TMEM120B,0.0,,False,protein,1
HNF4A,0.0,,False,protein,78
BAMBI,0.0,,False,protein,13
MVB12A,0.0,,False,protein,8
KCNJ15,0.0,,False,protein,4
ITGAX,0.0,,False,protein,4
SRP54,0.0,,False,protein,18
RGS3,0.0,,False,protein,25
COL4A5,0.0,,False,protein,19
SGCG,0.0,,False,protein,21
GCFC2,0.0,,False,protein,5
CTSH,0.0,,False,protein,5
KMT2B,0.0,,False,protein,43
MRPS23,0.0,,False,protein,27
TEX35,0.0,,False,protein,4
FXR2,0.0,,False,protein,109
NR1I2,2.8561,TF,True,protein,35
FOXL1,0.0,,False,protein,1
MRPS28,0.0,,False,protein,37
C1QC,0.0,,False,protein,7
MOB1A,0.0,,False,protein,54
MYBPHL,0.0,,False,protein,2
KANSL3,0.0,,False,protein,1
TMCC3,0.0,,False,protein,1
ITPKB,0.0,,False,protein,5
LIN28B,0.0,,False,protein,26
PTX3,0.0,,False,protein,6
ATAD3A,0.0,,False,protein,37
PALD1,0.0,,False,protein,3
FAM69B,0.0,,False,protein,3
SNIP1,0.0,,False,protein,51
FNBP1,0.0,,False,protein,27
SLC23A1,0.0,,False,protein,17
NEMF,0.0,,False,protein,3
BDP1,0.0,,False,protein,4
ZBTB20,0.0,,False,protein,6
SERPINB13,0.0,,False,protein,8
SPEF1,0.0,,False,protein,3
HUS1B,0.0,,False,protein,11
RANGAP1,0.0,,False,protein,77
PHAX,0.0,,False,protein,24
RBM42,0.0,,False,protein,17
DHX36,0.0,,False,protein,33
SEPT14,0.0,,False,protein,5
TSEN54,0.0,,False,protein,6
PDC,0.0,,False,protein,6
ARL16,0.0,,False,protein,3
BAG1,0.0,,False,protein,65
PTCH1,0.0,,False,protein,19
PBX3,0.0,,False,protein,16
AQP9,0.0,,False,protein,1
UBXN10,0.0,,False,protein,4
UNC93B1,0.0,,False,protein,28
PSKH1,0.0,,False,protein,5
SLC4A3,0.0,,False,protein,4
SLC30A6,0.0,,False,protein,1
CATSPER1,0.0,,False,protein,35
MLPH,0.0,,False,protein,7
STMN2,0.0,,False,protein,29
RPUSD4,0.0,,False,protein,6
LAMC3,0.0,,False,protein,20
DCLK1,0.0,,False,protein,2
AP1AR,0.0,,False,protein,3
GAD1,0.0,,False,protein,14
KIF15,0.0,,False,protein,10
FAM83D,0.0,,False,protein,7
CACFD1,0.0,,False,protein,1
DOCK9,0.0,,False,protein,16
ZBTB4,0.0,,False,protein,6
USP24,0.0,,False,protein,8
RGS9BP,0.0,,False,protein,1
ATG2A,0.0,,False,protein,15
FAM84B,0.0,,False,protein,12
DOCK11,0.0,,False,protein,3
F8A3,0.0,,False,protein,5
MTERF3,0.0,,False,protein,10
ABCB1,0.0,,False,protein,16
NDUFV2,0.0,,False,protein,29
CFDP1,0.0,,False,protein,5
ADAR,0.0,,False,protein,36
RRM2B,0.0,,False,protein,12
PPP6R3,0.0,,False,protein,50
PFKFB1,0.0,,False,protein,6
