nodes,C3L.00001_mem,C3L.00001_trx,C3L.00009_mem,C3L.00009_trx,C3L.00080_mem,C3L.00080_trx,C3L.00083_mem,C3L.00083_trx,C3L.00093_mem,C3L.00093_trx,C3L.00094_mem,C3L.00094_trx,C3L.00095_mem,C3L.00095_trx,C3L.00140_mem,C3L.00140_trx,C3L.00144_mem,C3L.00144_trx,C3L.00263_mem,C3L.00263_trx,C3L.00279_mem,C3L.00279_trx,C3L.00368_mem,C3L.00368_trx,C3L.00412_mem,C3L.00412_trx,C3L.00422_mem,C3L.00422_trx,C3L.00510_mem,C3L.00510_trx,C3L.00604_mem,C3L.00604_trx,C3L.00893_mem,C3L.00893_trx,C3L.00913_mem,C3L.00913_trx,C3L.00973_mem,C3L.00973_trx,C3L.01330_mem,C3L.01330_trx,C3L.01632_mem,C3L.01632_trx,C3L.01682_mem,C3L.01682_trx,C3L.01683_mem,C3L.01683_trx,C3L.01889_mem,C3L.01889_trx,C3L.01890_mem,C3L.01890_trx,C3L.01924_mem,C3L.01924_trx,C3L.02219_mem,C3L.02219_trx,C3L.02345_mem,C3L.02345_trx,C3L.02348_mem,C3L.02348_trx,C3L.02350_mem,C3L.02350_trx,C3L.02365_mem,C3L.02365_trx,C3L.02508_mem,C3L.02508_trx,C3L.02549_mem,C3L.02549_trx,C3N.00167_mem,C3N.00167_trx,C3N.00169_mem,C3N.00169_trx,C3N.00175_mem,C3N.00175_trx,C3N.00180_mem,C3N.00180_trx,C3N.00199_mem,C3N.00199_trx,C3N.00203_mem,C3N.00203_trx,C3N.00217_mem,C3N.00217_trx,C3N.00223_mem,C3N.00223_trx,C3N.00293_mem,C3N.00293_trx,C3N.00433_mem,C3N.00433_trx,C3N.00546_mem,C3N.00546_trx,C3N.00547_mem,C3N.00547_trx,C3N.00549_mem,C3N.00549_trx,C3N.00550_mem,C3N.00550_trx,C3N.00551_mem,C3N.00551_trx,C3N.00552_mem,C3N.00552_trx,C3N.00556_mem,C3N.00556_trx,C3N.00559_mem,C3N.00559_trx,C3N.00560_mem,C3N.00560_trx,C3N.00572_mem,C3N.00572_trx,C3N.00574_mem,C3N.00574_trx,C3N.00578_mem,C3N.00578_trx,C3N.00579_mem,C3N.00579_trx,C3N.00580_mem,C3N.00580_trx,C3N.00704_mem,C3N.00704_trx,C3N.00737_mem,C3N.00737_trx,C3N.00738_mem,C3N.00738_trx,C3N.00959_mem,C3N.00959_trx,C3N.01016_mem,C3N.01016_trx,C3N.01021_mem,C3N.01021_trx,C3N.01023_mem,C3N.01023_trx,C3N.01024_mem,C3N.01024_trx,C3N.01030_mem,C3N.01030_trx,C3N.01071_mem,C3N.01071_trx,C3N.01072_mem,C3N.01072_trx,C3N.01405_mem,C3N.01405_trx,C3N.01410_mem,C3N.01410_trx,C3N.01413_mem,C3N.01413_trx,C3N.01414_mem,C3N.01414_trx,C3N.01415_mem,C3N.01415_trx,C3N.01416_mem,C3N.01416_trx,C3N.01488_mem,C3N.01488_trx,C3N.01489_mem,C3N.01489_trx,C3N.01799_mem,C3N.01799_trx,C3N.01823_mem,C3N.01823_trx,C3N.02000_mem,C3N.02000_trx,C3N.02002_mem,C3N.02002_trx,C3N.02003_mem,C3N.02003_trx,C3N.02067_mem,C3N.02067_trx,C3N.02087_mem,C3N.02087_trx,C3N.02089_mem,C3N.02089_trx,C3N.02145_mem,C3N.02145_trx,C3N.02149_mem,C3N.02149_trx,C3N.02155_mem,C3N.02155_trx,C3N.02158_mem,C3N.02158_trx,C3N.02379_mem,C3N.02379_trx,C3N.02380_mem,C3N.02380_trx,C3N.02421_mem,C3N.02421_trx,C3N.02423_mem,C3N.02423_trx,C3N.02424_mem,C3N.02424_trx,C3N.02433_mem,C3N.02433_trx,C3N.02529_mem,C3N.02529_trx,C3N.02572_mem,C3N.02572_trx,C3N.02582_mem,C3N.02582_trx,C3N.02586_mem,C3N.02586_trx,C3N.02587_mem,C3N.02587_trx,C3N.02588_mem,C3N.02588_trx,C3N.02729_mem,C3N.02729_trx
STAT3,1,-1.3868496162763553,1,-0.8345017161960537,1,1.943860714672496,1,0.9368610848006474,1,-0.5446211392795699,1,-0.1503368938157004,1,0.4670445763374125,1,1.1150472341929718,1,0.32677037362430583,1,-0.3912235704082718,1,-0.1515034152519865,1,-0.8050470499298933,1,-1.0715971981207018,1,-1.245408892126965,1,0.40084448482831503,1,-0.13779678837565204,1,-0.6143207950975178,1,-0.4737549620253384,1,-0.8347933465551239,1,0.2004944281466013,1,-1.5510375084332777,1,0.7140554904704717,1,-0.16258536889667852,1,-0.5656185251326755,1,2.1057155639568483,1,-0.01093758217980705,1,0.12233749191559852,1,-0.7857994462312115,1,1.562991465725888,1,0.8974909863260732,1,-0.10980027390484529,1,-1.143921527170287,1,-0.9085758274000656,1,-0.02435257869706868,1,1.2570712190605051,1,0.4308824118126211,1,0.22440811759041707,1,-0.12379853114024995,1,-2.1322568140615994,1,1.0374735586801096,1,0.346601238041128,1,-0.674396649066125,1,-0.9963565654804092,1,0.5883628057109102,1,1.6691449164277,1,-2.857833147430021,1,0.5008736979896368,1,1.0211422585721406,1,-0.03572616270083352,1,-0.8890365933423136,1,0.4827926157272411,1,2.004811459718316,1,1.0470973605294505,1,-0.4422588832456811,1,0.4743353353141863,1,0.03426512347618467,1,-0.252990780208662,1,-0.2363678497416201,1,1.2987743604076436,1,1.714347622083689,1,-0.47696289597511865,1,0.923737718642456,1,-0.18941536193120437,1,0.4895001139858719,1,-0.5046677800868552,1,-0.9753591796273036,1,-1.4186373254150857,1,-0.02989355551941598,1,-0.5379136410209391,1,1.0497220337610875,1,1.0645951820737056,1,1.6466893787792378,1,0.27106897504176253,1,-0.5877824324220648,1,-1.2174123776561585,1,0.8117516607592263,1,0.573781287757365,1,0.8531631717472947,1,-0.8797044218520454,1,0.5425768393367779,1,0.550159228672622,1,-2.148588114169568,1,-0.49941843362358074,1,-1.9572785986190524,1,-0.28127892503853896,1,-0.03805920557340053,1,1.4055110718275965,1,1.2804016477861777,1,-1.280404535215473,1,-0.05876496106743602,1,-0.30694239663677875,1,0.15995780823574618,1,-0.6571904578809425,1,1.6872259986900957,1,-1.647275526926676,1,-0.7388469584207958,1,-1.2911948585010973,1,0.5382023839507142,1,-0.1952479691126219,1,1.185621781088133,1,0.504081631939417
SP1,1,-0.41956238084378095,1,1.1423677940421495,1,-0.447399432428358,1,-3.1876516323151747,1,-0.13643919765428542,1,-0.4582626720711222,1,-1.97334512599764,1,-0.04274375573546099,1,-1.2455080699325582,1,1.5527945667952685,1,-0.3292617013133179,1,1.370495826540162,1,1.620010862084861,1,-0.1534130095961013,1,1.0995937879487727,1,0.657935201222715,1,1.0469749709291445,1,2.2008547067338102,1,1.452649076338551,1,0.500078750163824,1,0.8028915552058257,1,-0.03255946857037085,1,0.11647060027877525,1,-1.0852752852018157,1,1.020835300538745,1,0.4413493608451379,1,-2.046671993586286,1,1.0062378222687838,1,0.5927557633661418,1,-0.6018611210988877,1,-1.5877001186795754,1,-0.45554686216043194,1,1.4234541197986288,1,-1.3775643268398885,1,-0.6823169897030962,1,0.7944046492349162,1,-0.6690774163884802,1,-0.6409008885650646,1,1.6505637235801285,1,-0.2532190238139804,1,-0.438573050218616,1,0.6786432517917308,1,0.7848993145475002,1,1.02219320549409,1,-0.67654589364288,1,1.4961020349096017,1,-0.5550134001394755,1,0.6205928149507188,1,0.6803406329859115,1,0.9430952418452268,1,-1.4474964320401744,1,-0.3231511290142632,1,-1.8294072007310391,1,-0.2637427872179091,1,1.664142773133583,1,0.3683619694953293,1,-1.0873121426348318,1,-0.5879425953065976,1,-1.2139367797207814,1,-1.3151006988940055,1,2.1455200798034917,1,1.284268861875734,1,-0.29836936357921195,1,-0.5988058349493619,1,0.13378388845942965,1,-0.8062258168783555,1,0.46884693619088247,1,1.4770913655347666,1,0.1405734132361554,1,-0.3017641259675763,1,-1.055061899945381,1,0.743822689648304,1,0.5669555692145809,1,-0.6385245548932098,1,0.7893125056523711,1,-0.3041404596394311,1,0.5818925237233775,1,0.9879061053716228,1,-0.05903861519960279,1,-0.6925012768681863,1,-0.4609784819818125,1,-0.19347120577878776,1,-0.1408523887591594,1,0.5357237552416364,1,-0.8133548178939167,1,0.25294004829097944,1,-1.112093908069883,1,0.08150454767863384,1,-0.06345180630447679,1,-0.06345180630447679,1,0.2682164790386146,1,-0.838815535806642,1,0.621271767428393,1,-0.7047224214662926,1,0.5180709908221495,1,-1.2886215522647737,1,-0.00641979817997444,1,0.22883723533359923,1,0.02243568212111527,1,-1.7832384322492982,1,-0.811657436699736
NCOA1,1,-0.09265987659391307,1,0.13973692874869065,1,-2.3630767367271117,1,-1.792974320092831,1,0.09540986444409234,1,2.048619177703924,1,0.5233069591763402,1,0.20174357361408213,1,2.2082478543615243,1,1.0070612794484857,1,0.6501387327646401,1,-0.8346898085367802,1,1.6117541797886668,1,0.7539101838823401,1,-0.7737080668923042,1,-0.7562847121367392,1,0.5207447011240504,1,-0.11290171520699605,1,0.17176515440230242,1,0.8202726674366229,1,-0.6330400998216434,1,0.8653684091569095,1,0.5947939588352001,1,1.354247245533631,1,0.5537978299985776,1,-0.8843976147511852,1,-0.4700804876960687,1,1.394730922759797,1,1.1185195047230527,1,0.5881320878992485,1,-1.4347706443828416,1,0.00573083261398029,1,0.1276943159029324,1,-0.49672797143987385,1,-0.6261220030804635,1,-0.2561319403299454,1,2.304588757127586,1,-0.986631711037512,1,-1.119612903951306,1,1.2579063427675696,1,0.1394807029434612,1,0.2601630572062696,1,1.0749611178341405,1,-1.1129510330153554,1,0.5502106687253735,1,0.6086301523175598,1,0.937367860426226,1,-1.4834535473763313,1,-2.4273894138395633,1,-0.33607439156135954,1,-0.7316870348347662,1,1.12364402082763,1,-1.610029095159403,1,-0.33299968189861207,1,1.2971088909675896,1,0.00778063905581232,1,-3.5435090214166105,1,-0.7852382281276047,1,0.6488576037384963,1,1.069836601729563,1,-0.21436713407763577,1,0.8525571188954629,1,-0.4549631651875642,1,0.4446456369710698,1,-1.9802753837151492,1,-1.5616024179711427,1,0.3170451859670827,1,-0.6156167450660784,1,0.7836323772888927,1,0.5986373459136336,1,-0.02476003820825716,1,1.4367519548173349,1,-0.1308375215730175,1,-0.3396615528345636,1,-0.1836200374501689,1,-0.4172979718189174,1,0.5778830556900929,1,0.9970684730445571,1,0.12897544492907728,1,-0.07472407022789043,1,-1.128837032939546,1,-0.9412797435119984,1,-0.1341684570409933,1,0.7949063127189626,1,0.4367026370089745,1,1.0290966986981689,1,0.03980886470942296,1,0.1973877349251909,1,-0.3970561332058356,1,-0.531830906756232,1,-0.7111889704164549,1,0.3098708634206734,1,-1.4765354506351511,1,0.44746412082858783,1,-0.00579932862131907,1,-0.2896975208149304,1,0.0966909934702372,1,0.11206454178397009,1,-0.17618948909853127,1,-0.7555160347210532,1,0.30551502473178216
ITIH4,1,-0.06942364484375481,1,-1.0065565839084294,1,-0.6743635260688625,0,NA,1,0.01141882241932719,1,-0.5792936668863569,0,NA,1,-0.18986017178957384,1,0.4953707273994132,0,NA,1,-0.05001262951182786,1,-0.5856904787571056,0,NA,1,-0.8412320840075294,1,0.6850692863250625,1,-0.890311071636549,0,NA,0,NA,0,NA,1,0.39467608536504256,0,NA,0,NA,0,NA,0,NA,0,NA,1,1.2654145288057397,1,0.5168772500683093,0,NA,1,1.416070477347854,0,NA,0,NA,1,-0.33687655495695185,1,1.029504518606924,1,0.5442291353087522,1,-0.8464157074200326,1,0.34769260507299227,0,NA,1,-0.03898364352777848,0,NA,1,-1.0461506435911665,0,NA,0,NA,0,NA,0,NA,1,-0.22250597030236,0,NA,1,-0.33952351159312366,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.9292433921602432,1,-0.7148399046303235,0,NA,1,-0.31184075677315987,0,NA,1,-0.20574191160660488,1,2.185452539595138,0,NA,1,-0.9475515088937652,0,NA,1,0.18633854012634996,1,1.7024932433536162,1,2.0229955760500906,0,NA,1,-0.526133954443239,1,0.07891621664170922,1,0.8437763946355327,1,1.529448453263882,0,NA,0,NA,0,NA,1,-0.3463614829032342,0,NA,1,-0.213793071374961,1,1.0154977064071813,1,-0.8440996203633822,1,-0.20342582454995453,1,0.9626688635435848,0,NA,1,0.4143076804166505,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-1.01118875802173,0,NA,0,NA,1,1.7402123754190648,1,0.11178259487417638,0,NA,1,0.6344462406582758,0,NA,1,0.33545043063069735,0,NA,0,NA,1,-0.8723338244825486,1,-0.3126127857920432
DLG4,1,-0.2672853935135245,1,-0.6850891631408195,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.8760459209811614,0,NA,0,NA,1,2.601359066670288e-4,0,NA,1,0.8489186765963882,1,-0.08148034676599751,0,NA,0,NA,1,-1.0599620069946565,1,-0.7197773511657738,0,NA,0,NA,1,-1.122984606030093,0,NA,0,NA,0,NA,1,0.5089057444705994,1,-0.9170878860205874,1,-0.5344874755275282,0,NA,1,0.25630017721957166,0,NA,1,-1.1739865458489611,0,NA,1,-1.4363803641763375,0,NA,1,0.19396447299651037,1,1.658252489277622,1,2.8093164711155825,0,NA,0,NA,1,-0.9306540585650004,0,NA,0,NA,0,NA,1,-0.7518896836443205,1,-0.6016314434372168,0,NA,1,0.18915620930988303,1,0.510622981501538,1,-0.10895613926101058,0,NA,1,-0.11943128514973436,1,-0.41084640929996863,1,-1.9486321705052407,0,NA,1,0.973418361339417,1,-1.0103338568005389,0,NA,1,-1.8131421687642069,1,0.346111673937646,0,NA,1,-0.831397758176765,0,NA,1,1.0996352831133842,0,NA,0,NA,1,-0.478162100912751,1,0.3169186444116946,0,NA,0,NA,1,-1.2864655713754218,0,NA,1,0.5090774681736933,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.2813718378712712,0,NA,1,-0.39195680195964705,1,-1.0086166197696005,0,NA,0,NA,1,-1.8823468211110217,0,NA,1,-0.09229894006090893,1,0.43454938103097007,1,-0.8860058957606037,1,0.38131503307188186,0,NA,0,NA,0,NA,1,0.9990051931003984,1,0.7477734154741208,0,NA,0,NA,1,-0.6607043973014952,0,NA,1,-2.17170126082413,0,NA,0,NA
CEBPA,1,0.41667154536300366,1,0.31091957489094,1,-1.5843433604321795,1,-0.19515477412617704,1,0.8375473310723858,1,-1.4355230471468967,0,NA,1,-0.6793964582716424,1,-0.6550052779853439,1,0.12201585344285888,1,0.6767872791854178,1,0.9605266386697368,1,-0.2963014168518764,1,-0.6808462836732755,1,-0.08258009588172217,1,1.642626848214547,1,1.0985159033663492,1,-1.0229197946115391,1,-0.8784489575311556,0,NA,1,-0.3483245636163596,1,1.0264510525204669,1,0.03613501935788447,1,-1.0591654296523672,1,-0.00838314885696811,1,0.3531350792326106,0,NA,0,NA,1,1.8485873390936065,1,1.3998237353645753,1,-0.45535579179574626,1,0.8359269379764428,1,0.4035378329011506,1,0.6133360969021798,1,-0.5825140079036875,1,-0.31566085015603673,1,-2.6374283051007614,1,-1.0003195751154934,1,-1.5759855434110006,1,-1.5215744489261809,1,2.0576180484702418,0,NA,0,NA,1,-0.813803801387749,1,-1.2212900230938133,1,-1.8720910607327783,1,-0.13963498962834353,1,0.11408445565745404,1,0.6270667962941173,1,-0.5733886362581139,1,0.975792447310462,1,-1.1720812432854415,0,NA,1,-0.5613636138092744,1,0.42878185165899785,1,0.8868413947279123,1,-0.527079507253009,0,NA,1,-0.7819076425518202,1,-1.0856034222703832,1,-1.7161921881336395,1,-0.9925587450243984,1,2.058215035400326,1,-0.6312110846291293,1,1.6871450164293995,1,-0.4399194154607112,1,-0.2240659983116848,1,0.02547453846352345,1,-0.6525320464178518,1,-0.7273259803726906,1,-0.3298179687837484,1,-0.7041287739465604,1,0.00543283438212406,0,NA,1,-0.7453208721223721,1,0.6258728224339486,0,NA,1,0.03263838162453418,1,0.8130708669389325,0,NA,1,0.310237304113701,1,-0.10031913608993924,1,-0.10773883079241478,1,0.7973786390624322,1,0.21659563993763187,1,-0.32001032636093585,1,-1.642336376497505,1,0.7820275465745522,1,0.2774030229590683,1,1.289295869451838,1,1.414577840922371,1,-0.33408216114149286,1,-0.6505705179332893,1,2.3279678439512432,1,0.27876756451354645,0,NA,1,0.334969619788619,1,-0.04769900239537241,1,0.9253896936419224,1,-0.9459937644778282,1,2.6517053277512055
RUNX2,1,1.7577364624956966,1,0.3483999648424032,1,1.633572949544548,1,-0.5657606180652395,1,-0.3134023092749187,1,1.3688520398976194,1,-0.00568104882239742,1,-0.708871160590102,1,1.5360159036543604,1,0.4951386619664875,1,1.0376149625982898,1,-1.4820712185131617,0,NA,1,0.44797265217660337,1,-1.312354208927339,1,0.15059835113667752,1,-1.3135635937937462,1,-0.6006984030947834,1,0.26589304173417216,1,-1.6794697039300843,1,-1.0714178683197535,0,NA,1,1.46734971846168,1,-0.1079412580819474,0,NA,1,-0.4389095831887416,1,-0.08321605636873147,1,0.7059747570101579,1,-1.3990267910198613,1,-0.6183016717058227,1,0.3598219330251383,1,0.1527483686769575,0,NA,1,-1.273519517106038,1,0.10988239396763216,1,0.6674088173813925,1,-0.8607161493723504,1,-0.6156141497804731,1,-0.6916710202678651,1,-0.03363127684603244,1,-0.7373588929988069,1,-0.6287830072146859,1,1.0847809723881745,1,-0.26328002536714984,0,NA,1,-1.209153366993917,1,0.6528961989845048,1,0.663646286685903,1,1.2018225522371464,1,1.561681738041448,1,-0.5441260665661758,1,0.755962664821659,1,-1.4392052438038363,1,0.7125591857272644,1,0.5095169042671074,1,-0.27859890034164225,1,-0.5533980172086318,1,-0.7033617406431355,1,2.6318529687156307,0,NA,1,-0.9512856382566296,1,1.6347823344109556,1,-0.6693645882874638,1,1.8423934031442064,1,-1.0508583255908297,1,0.12358875578691504,1,-1.870015008437366,1,1.5897663421613508,1,-0.04800951914665234,1,1.915897127802516,1,0.4873448483829735,0,NA,1,0.00775656080434993,1,0.244124114138841,1,0.42217244169324775,1,0.307818383769625,1,0.8414258620477741,0,NA,1,-0.2329110276107002,1,-2.2762339474539477,1,-0.3796497247347845,1,-1.2129158976894063,1,-0.4145875097643284,0,NA,1,0.6727838612320916,1,0.5969957429372348,1,1.077927791478533,1,-0.9132572030129336,1,0.24385536194630608,1,-1.7828049219597744,1,0.14979209455907275,1,0.7947973566429598,1,0.5933675883380124,1,0.2766431294355703,1,-0.6353674359317925,1,0.6064020696759577,1,-0.18749190707229307,1,0.9204390066530506,1,-0.3299305691158183,1,-0.09504115284026927,1,0.2585023564394615
JUN,1,-2.205005859645434,1,-1.1027001601265556,1,-0.23251549055101783,1,1.304190333924784,1,-0.596156388354901,1,-1.013789652964692,1,0.682585905826014,1,-2.1439375701242236,1,-0.8321230284696044,1,0.8639448815073919,1,-0.22328602613975143,1,1.3595671203923811,1,1.89441458302525,1,1.739051932102271,1,0.38339743449413766,1,-0.38587842418488977,1,1.18820673115654,1,2.014243795964854,1,-0.10038032506305904,1,0.5661408298372064,1,-2.0030344134455604,1,2.703377138672722,1,1.1609798111433056,1,-0.5632379652880521,1,-1.0164046678812166,1,0.5196858589671675,1,0.25295433748157775,1,-2.252537601363454,1,0.7218111295738949,1,-1.283443838180516,1,0.8336414733570692,1,-0.45879119303389126,1,1.3629512573431777,1,0.5250697132070724,1,0.7791876333305993,1,0.4137008426444617,1,0.963776921555921,1,1.1183704504446268,1,-1.9564256181686677,1,0.10712879978357336,1,0.6961224536292041,1,-1.6043215508788662,1,-0.9118040712202016,1,0.6944303851538052,1,-0.9253406190233918,1,-0.8328921505038762,1,0.10789792181784648,1,-1.045477480776705,1,0.43800509892746314,1,0.20173080999905155,1,0.1858868960930448,1,-0.9302630000427332,1,0.3967801578904737,1,1.0605324734673602,1,-0.13991319762464816,1,-0.15821830204032555,1,-0.725368890112627,1,0.33694246362409874,1,0.9031701052552727,1,0.8751740632077655,1,0.09066958825014897,1,-0.6852207199236188,1,0.4046252026400507,1,-1.968116273089605,1,0.34386456193254855,1,0.4513878223237978,1,0.2941792785185658,1,0.03083189398377397,1,0.630131783088651,1,-0.9527213634434816,1,0.377398282626815,1,0.7284255790686353,1,-0.5618535456263628,1,1.003617442931218,1,-0.41310534419812406,1,0.12666449945408748,1,0.763036070610883,1,0.49891956404181936,1,0.2775662425782873,1,-0.370034510278883,1,-0.49755494356120866,1,-1.0287106204295715,1,0.2023461076264692,1,-2.097328774847329,1,1.1877452579359775,1,-0.9997916319409382,1,0.30817729954231954,1,-0.384494004523199,1,-0.11745483422390111,1,0.36924558906352983,1,0.4095475836593921,1,0.4890748020031352,1,-0.9484142800515564,1,1.2865005271365242,1,-0.805819054897496,1,-0.10884066744005234,1,-0.17852312374511142,1,-0.5756977422432624,1,0.5319918115155222,1,0.22803478357115867,1,-2.0521043992321255
GNAQ,1,-0.0604428864213682,0,NA,0,NA,0,NA,1,0.15286640979050437,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.2948930817010091,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,2.2619680145401815,1,-0.8547705997092284,1,1.0799779722792966,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-2.740111227809036,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-1.0336368581140605,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA
MXRA5,1,1.5571497677841386,1,0.5536872095044922,1,-1.0382828600860867,1,1.822115362199738,1,0.3843931207868109,1,0.6350694992178543,1,0.9947602936370304,0,NA,1,0.5886058896256902,1,0.808054180143467,1,0.9434705250037244,0,NA,1,0.582360272043037,1,-2.447710561238205,1,-2.692141322086595,1,0.6788834528658626,0,NA,1,1.0297736043276629,1,1.4170018944521745,0,NA,1,0.13759659570256763,1,-1.3583234459123563,1,2.1438592982758222,0,NA,1,0.5363698152980442,1,-0.03765921888946425,0,NA,1,1.5559195703814952,1,-1.2824297292261742,1,-1.9698261855957857,1,0.43880569821144294,1,0.4999370460658994,1,-0.6464176720593028,0,NA,1,0.392152827480411,1,0.4847961549564366,1,0.48545856894247486,1,0.4410768318778621,1,0.14090866563276247,1,0.31313630200290216,0,NA,1,-0.6259774690615282,1,1.182885865672105,1,0.03776134494954718,1,1.1973643427955287,1,-0.2328820836321003,1,-0.43823041930418954,1,0.6647834980201754,1,0.5852938196954953,1,1.956774662504522,0,NA,1,0.06851628001564325,1,-1.5467329096557343,1,0.7405825841369235,1,0.912147806521024,1,-0.08838120410616492,1,0.03766671438011326,1,-0.8285815182200269,1,-0.01788142987772834,1,-0.256066573143465,1,-1.027778866878897,1,0.7379329281927678,1,0.25910224685600663,1,0.867198286039806,1,0.2253191335680175,1,0.6975256750443881,1,-0.05885646644271235,1,1.4046999204257349,1,-0.6176499789513237,1,0.04665661847635685,1,0.1881293197803996,0,NA,1,-0.05488198252647839,1,0.8121232946291349,1,1.2813016578836132,1,0.984729453277011,1,-0.7119966566771636,1,0.5340040510621903,1,-0.20894054956526217,1,-2.0443004437404557,1,-0.7334777959387139,1,-1.4847498866763709,1,0.18765616693322917,1,-0.09491071339712066,1,0.7187229225976363,1,0.40218366784043025,1,-0.5991023873422318,1,-0.94081337356892,1,-0.5688206051233061,1,-1.451439926235553,1,1.0733982968368028,1,1.0098065541770584,1,0.5677871643501794,1,0.37076631878829425,1,-0.2781154958216205,1,0.1072201829142081,1,-0.323065016302838,1,-0.2627853435732894,1,-2.235927346844594,1,0.17876089340641949,1,0.07220687222357546
NFKBIA,1,-0.7394883155654608,1,-0.742267152643364,0,NA,1,-0.3029582727821684,1,0.2934812127568089,1,0.8993940065159101,1,2.014086607083779,1,0.33971095687101166,1,-0.4115855403729186,1,-1.0761065343205165,1,-0.7087947969322603,1,0.1585813037022501,1,-0.064483527187592593,1,0.6552352759892588,0,NA,1,-0.46539393106322047,1,-0.44190012667731393,1,-0.639323869984688,1,-1.0661279829953203,1,0.3927614829037032,1,-0.5221074696076935,1,0.7423897116143952,1,-0.282369616250433,1,0.9912219408629732,1,0.08885775520214076,1,-0.22944540099401065,1,0.7553997215700314,1,-0.11715512089147892,1,-0.5775579003894831,1,0.18548549904739992,1,-0.14696446409080105,1,-0.81110652570959485,1,-0.35689297424873834,0,NA,1,-0.06258886554356781,1,-0.8252533326516456,1,-1.155808634145823,1,-0.18965750646949145,1,-1.178039330769046,1,1.4883811562550573,0,NA,1,-1.864159467458527,1,-1.3518429589142456,1,-0.3179892551580975,1,0.9111409087088628,1,-3.4071719103522464,1,0.6796132558090437,1,-1.4877533541789518,1,0.3802567160531401,1,-0.4645097556293421,1,0.29865995458381,1,-1.1765236014538265,1,0.9748015399480926,1,0.03530198606437491,1,-0.5391594244039154,1,0.12965613593680525,0,NA,1,0.0145870187563715,1,1.932616156390716,0,NA,1,-0.25230765149857487,1,1.253569423172262,1,-1.1272623987091843,1,2.2238888064654483,1,0.41436062564558496,1,-0.5271599006584256,1,0.8794369038655159,1,-0.7730869820528324,1,1.5022753416445709,0,NA,1,1.325187633316395,1,0.7745989595628153,1,-1.0927795567879344,1,0.20885299265703847,1,0.5171775975279927,1,0.8443225080629246,1,0.3666151522161626,1,-0.24649735579023252,1,1.5596204340703863,0,NA,1,0.4969678733250626,1,0.5929640632889805,1,-0.4426579913349231,1,-1.8823482192411631,1,-1.0187614418947022,1,0.902046532817544,1,0.27516615019790347,1,-0.02911650983246415,1,0.0110503170208591,1,-0.10300831394942823,1,-1.520215223679908,1,0.5774278378079782,1,-0.7557824057040734,1,0.9375398609489404,1,-0.02936913138500131,1,0.18485394516605871,1,-1.4523863368238237,1,-2.2716380317001064,1,0.4874945651049387,1,-1.0330345596130222,1,0.3359216335829621
HCFC1,1,-0.2081271128246617,0,NA,0,NA,0,NA,0,NA,1,0.5743222493491441,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-1.182605498829287,0,NA,0,NA,0,NA,0,NA,1,-0.5140872321340529,0,NA,1,-0.02565360022752943,1,-1.886038133493761,0,NA,0,NA,0,NA,0,NA,1,-0.6175440172218527,1,-1.2564769510589415,0,NA,1,-0.8220687095890312,0,NA,1,1.0868284191713016,1,-2.6120732274225325,0,NA,0,NA,1,1.75700052434929,1,0.6748388771342722,0,NA,0,NA,1,1.0500764528878912,0,NA,0,NA,1,1.5940055538823648,0,NA,1,0.3409472634494888,1,2.649154505879075,1,1.3747800750018222,1,0.06641007531241354,0,NA,1,0.4140836763534755,0,NA,1,0.8249706594020028,1,1.6625479710009252,0,NA,0,NA,1,0.14322168484474085,1,0.4903440063915521,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-1.114981880867812,0,NA,0,NA,0,NA,1,0.08111086182577769,0,NA,0,NA,1,0.2564177409976453,1,0.5397754010427389,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.6662021650576704,1,-0.3319812391997548,0,NA,1,-0.794504734876474,0,NA,1,-0.8893248078876729,0,NA,0,NA,1,0.0603460008756511,0,NA,1,0.9058249852255056,1,0.00668813010187137,0,NA,1,1.1232128657918778,1,-0.24120388247973143,0,NA,0,NA,1,-0.11955487408164273,1,-0.2933916746021741,0,NA,0,NA,1,0.3269815162617927,1,-1.0811700718870745,0,NA,1,-0.3681819259889136
