nodes,C3L.00001_mem,C3L.00001_trx,C3L.00009_mem,C3L.00009_trx,C3L.00080_mem,C3L.00080_trx,C3L.00083_mem,C3L.00083_trx,C3L.00093_mem,C3L.00093_trx,C3L.00094_mem,C3L.00094_trx,C3L.00095_mem,C3L.00095_trx,C3L.00140_mem,C3L.00140_trx,C3L.00144_mem,C3L.00144_trx,C3L.00263_mem,C3L.00263_trx,C3L.00279_mem,C3L.00279_trx,C3L.00368_mem,C3L.00368_trx,C3L.00412_mem,C3L.00412_trx,C3L.00422_mem,C3L.00422_trx,C3L.00510_mem,C3L.00510_trx,C3L.00604_mem,C3L.00604_trx,C3L.00893_mem,C3L.00893_trx,C3L.00913_mem,C3L.00913_trx,C3L.00973_mem,C3L.00973_trx,C3L.01330_mem,C3L.01330_trx,C3L.01632_mem,C3L.01632_trx,C3L.01682_mem,C3L.01682_trx,C3L.01683_mem,C3L.01683_trx,C3L.01889_mem,C3L.01889_trx,C3L.01890_mem,C3L.01890_trx,C3L.01924_mem,C3L.01924_trx,C3L.02219_mem,C3L.02219_trx,C3L.02345_mem,C3L.02345_trx,C3L.02348_mem,C3L.02348_trx,C3L.02350_mem,C3L.02350_trx,C3L.02365_mem,C3L.02365_trx,C3L.02508_mem,C3L.02508_trx,C3L.02549_mem,C3L.02549_trx,C3N.00167_mem,C3N.00167_trx,C3N.00169_mem,C3N.00169_trx,C3N.00175_mem,C3N.00175_trx,C3N.00180_mem,C3N.00180_trx,C3N.00199_mem,C3N.00199_trx,C3N.00203_mem,C3N.00203_trx,C3N.00217_mem,C3N.00217_trx,C3N.00223_mem,C3N.00223_trx,C3N.00293_mem,C3N.00293_trx,C3N.00433_mem,C3N.00433_trx,C3N.00546_mem,C3N.00546_trx,C3N.00547_mem,C3N.00547_trx,C3N.00549_mem,C3N.00549_trx,C3N.00550_mem,C3N.00550_trx,C3N.00551_mem,C3N.00551_trx,C3N.00552_mem,C3N.00552_trx,C3N.00556_mem,C3N.00556_trx,C3N.00559_mem,C3N.00559_trx,C3N.00560_mem,C3N.00560_trx,C3N.00572_mem,C3N.00572_trx,C3N.00574_mem,C3N.00574_trx,C3N.00578_mem,C3N.00578_trx,C3N.00579_mem,C3N.00579_trx,C3N.00580_mem,C3N.00580_trx,C3N.00704_mem,C3N.00704_trx,C3N.00737_mem,C3N.00737_trx,C3N.00738_mem,C3N.00738_trx,C3N.00959_mem,C3N.00959_trx,C3N.01016_mem,C3N.01016_trx,C3N.01021_mem,C3N.01021_trx,C3N.01023_mem,C3N.01023_trx,C3N.01024_mem,C3N.01024_trx,C3N.01030_mem,C3N.01030_trx,C3N.01071_mem,C3N.01071_trx,C3N.01072_mem,C3N.01072_trx,C3N.01405_mem,C3N.01405_trx,C3N.01410_mem,C3N.01410_trx,C3N.01413_mem,C3N.01413_trx,C3N.01414_mem,C3N.01414_trx,C3N.01415_mem,C3N.01415_trx,C3N.01416_mem,C3N.01416_trx,C3N.01488_mem,C3N.01488_trx,C3N.01489_mem,C3N.01489_trx,C3N.01799_mem,C3N.01799_trx,C3N.01823_mem,C3N.01823_trx,C3N.02000_mem,C3N.02000_trx,C3N.02002_mem,C3N.02002_trx,C3N.02003_mem,C3N.02003_trx,C3N.02067_mem,C3N.02067_trx,C3N.02087_mem,C3N.02087_trx,C3N.02089_mem,C3N.02089_trx,C3N.02145_mem,C3N.02145_trx,C3N.02149_mem,C3N.02149_trx,C3N.02155_mem,C3N.02155_trx,C3N.02158_mem,C3N.02158_trx,C3N.02379_mem,C3N.02379_trx,C3N.02380_mem,C3N.02380_trx,C3N.02421_mem,C3N.02421_trx,C3N.02423_mem,C3N.02423_trx,C3N.02424_mem,C3N.02424_trx,C3N.02433_mem,C3N.02433_trx,C3N.02529_mem,C3N.02529_trx,C3N.02572_mem,C3N.02572_trx,C3N.02582_mem,C3N.02582_trx,C3N.02586_mem,C3N.02586_trx,C3N.02587_mem,C3N.02587_trx,C3N.02588_mem,C3N.02588_trx,C3N.02729_mem,C3N.02729_trx
POU2F1,0,NA,1,-0.8311608257687283,0,NA,1,-2.3423576609119623,1,-0.19771532561756555,1,2.357127522818198,1,0.16485527012113027,1,-0.24502122997667963,0,NA,1,0.04983063965889912,1,0.12759377011223885,0,NA,1,0.5805640050029429,1,-0.988631164936741,1,1.014417470323866,1,0.1985526266509114,1,1.5231179487061297,1,-1.4603941563536682,1,0.7315540832998433,1,0.3213535701584771,1,-1.0032117518967414,0,NA,1,-0.3231083734735756,0,NA,1,0.6784159441567279,1,-0.3739784213118014,1,-0.6017595909313757,1,0.5669554571736085,1,1.0494108790278691,1,-0.4170721561046941,0,NA,1,-1.943497604295041,1,-1.5031638781030046,1,-0.8185243170700598,1,0.35667099190603524,0,NA,1,1.8681918400928248,1,0.6210656354473898,1,-0.05190945601755391,1,1.001132935538088,1,-0.7239125083518302,0,NA,1,0.47461173976026705,1,-0.4514175387215863,1,1.2720078399505548,1,0.9709997224874186,1,-1.08032685626297,1,-1.795099630346584,1,-1.1146722388798622,1,0.19045230056202203,0,NA,1,0.30742100928558647,1,-1.5281128824567851,1,-0.44104912132780744,1,-0.5389010604815925,0,NA,1,-0.4047596604495819,1,-0.7047957387820508,1,1.7298382704945914,1,0.5057169919416024,1,-0.7819108431482795,0,NA,1,-0.7303927692229426,1,0.5199735658580492,1,-0.7776986735820567,1,-0.14878935604067303,1,0.09875660923579165,1,0.5854242006562768,1,1.2509469921194425,1,0.5199735658580492,1,-1.074818634522525,1,1.8348184966066,1,-0.6620260170327145,1,0.14573850055135087,1,-0.4896510778611451,1,-0.22784853866823496,1,1.2875604660412223,1,1.65952744004303,1,0.01516124399845207,1,-0.04024498644955281,1,-1.2705225128300963,1,-0.7728384779287227,1,-1.4944155259270042,1,1.8225060009514875,1,-0.7903351822807251,0,NA,1,2.3943890228270908,0,NA,1,-0.4313287300211396,1,-0.5094158735180356,1,-0.3820787474006908,1,-0.09143904733133489,1,0.39458051800203775,1,-0.0888469429828905,1,-0.17438638648156335,1,-1.7691785868621377,0,NA,1,-0.6105079431073761,1,-2.1320731956443897,1,-0.27677450824512745,1,0.00932900921445224
ANGPTL2,0,NA,1,1.3772173759381023,1,-1.0794905122093297,1,2.1235029638768066,1,0.5972799883059418,0,NA,0,NA,0,NA,1,1.227555424669838,1,1.1817586145606989,1,0.8201915336437959,0,NA,0,NA,0,NA,1,-1.9979569248953777,0,NA,0,NA,1,0.4051105005827867,1,1.0940868206224863,0,NA,0,NA,0,NA,1,1.67957753107855,0,NA,0,NA,1,0.4239605688321284,0,NA,1,1.3786089917148994,0,NA,0,NA,1,0.0744119878057442,1,1.624039410531832,1,-0.1863262045559557,0,NA,1,0.6199253723101845,1,1.6600949102033922,0,NA,0,NA,0,NA,0,NA,1,-1.3986765671965056,0,NA,1,0.7522553816310675,1,-0.5735749220810237,1,-0.01680210083704348,0,NA,0,NA,1,0.7092418030755222,0,NA,1,2.2341996733947527,0,NA,0,NA,0,NA,0,NA,1,-0.29790848775004586,0,NA,1,-0.8711276772652637,0,NA,0,NA,1,1.3048533555446562,0,NA,1,0.7039283610186609,0,NA,1,0.0956657560331904,0,NA,1,1.1007918784561448,0,NA,1,2.120340200747722,0,NA,1,-0.5273985803963943,0,NA,1,-0.04551999004912781,0,NA,1,0.5820987252863377,1,1.7687674513187244,0,NA,0,NA,1,0.33666830646940493,0,NA,0,NA,1,-0.8169811724953422,0,NA,1,-0.37065203971898225,0,NA,0,NA,1,0.4334488582193813,0,NA,0,NA,1,-0.6988203419927571,1,-1.355030436015144,0,NA,0,NA,1,0.33312601176483103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.14070350299134873,1,-0.5680084589738356
FSTL1,0,NA,1,0.9897121961355982,0,NA,1,2.0872572124025077,1,0.9673314672421064,0,NA,1,1.0909442347730456,0,NA,1,3.0546679242423607,0,NA,1,0.9443578713580586,0,NA,0,NA,1,-1.321876200042488,0,NA,0,NA,0,NA,1,0.5813750563901104,1,0.7830980499268103,0,NA,0,NA,0,NA,1,1.3581790307661905,0,NA,0,NA,0,NA,0,NA,1,1.0784940279713682,0,NA,0,NA,0,NA,1,2.6017175434575295,1,0.1592537591141935,0,NA,1,0.31384382690168705,1,-0.5879068657340825,1,-0.6388934269219048,0,NA,0,NA,0,NA,1,0.8576510739892351,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.14888885922731895,1,-0.2945859221564712,0,NA,0,NA,0,NA,0,NA,1,-0.375808699862652,0,NA,1,0.3497122798303295,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.5800513781092146,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.42619212161206094,0,NA,0,NA,0,NA,1,0.07210231150245279,0,NA,0,NA,0,NA,0,NA,1,-0.2184025138700171,0,NA,0,NA,1,-0.1595604650573282,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.5511388398717507,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.564933269850036,0,NA,1,0.9824495755012864,0,NA
MAD2L2,0,NA,1,0.7330875687122337,0,NA,1,0.8732382923190566,1,-0.09211454644593346,0,NA,0,NA,1,-1.0063516266606398,0,NA,1,-0.5763778929729638,0,NA,0,NA,0,NA,1,-1.9489863505143932,0,NA,0,NA,0,NA,0,NA,1,-1.0065186716232228,0,NA,1,-1.0990615808939974,0,NA,0,NA,1,-1.5948510298392278,1,-1.1895999506137798,0,NA,1,1.7326846248066614,0,NA,1,-0.2741935556609947,0,NA,0,NA,1,-0.5053837838753474,1,-1.7365051581092938,0,NA,1,1.8666546847979275,1,0.30294679006197456,1,2.28109323696542,0,NA,1,-0.3633955656801163,1,-2.219766234860828,0,NA,0,NA,0,NA,1,1.0214071741298445,1,0.4806826302498873,0,NA,1,-0.25097430586200975,0,NA,1,0.3467125702586227,0,NA,0,NA,0,NA,1,-0.27920490453847363,0,NA,0,NA,1,-0.37976597201321394,1,2.858400627650972,0,NA,0,NA,0,NA,1,-1.9633522172964988,1,-1.0890388831390394,1,0.8281361524217475,0,NA,1,-0.07273733078634886,0,NA,1,0.8156077802280509,0,NA,0,NA,1,-0.12502240407471105,1,-0.0747418703373409,0,NA,1,1.035438950986785,0,NA,1,-0.5394609562422037,0,NA,1,-0.6891332427162354,1,-0.6188073134689503,1,-0.7170297514675333,0,NA,0,NA,0,NA,1,0.9786436637086928,1,0.635533310563981,1,0.7997385087827015,0,NA,0,NA,0,NA,1,0.8770803264584569,1,-0.3988090977476333,0,NA,1,-0.18332109601604704,1,0.99885610418119,0,NA,1,-0.02679996607612723,1,0.22276520802231448,1,-0.6547219804242148,1,0.23395722051535023,1,-0.6398549787543609,1,2.178861719864853,1,-0.8850769838256541
FOXM1,0,NA,1,0.4959934618148091,0,NA,0,NA,1,0.3215010724928662,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.6269195093467944,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.2770590737918947,0,NA,0,NA,1,0.35576213523644395,0,NA,0,NA,0,NA,1,0.8271837350027275,0,NA,1,0.9037620793779078,1,0.4079062333138788,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.41515604143300094,1,1.1939630191025792,0,NA,1,0.9553749981880004,0,NA,0,NA,0,NA,1,0.47722512770204784,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.952453512217618,0,NA,1,0.2769705439140041,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,2.28615612263622,1,-0.4451676700378404,0,NA,0,NA,1,0.597537231755077,1,0.6377297963173103,0,NA,0,NA,0,NA,0,NA,0,NA,1,1.2883358689337263,1,-0.3917841536699402,0,NA,0,NA,0,NA,0,NA,0,NA
SMAD3,0,NA,1,1.987960251920844,1,-0.5274848229693514,1,1.0386077502774225,1,0.5837661856507614,1,0.21758736358829828,1,-0.5208732609043351,1,-0.6768383147457546,1,-0.31947490876998014,1,2.7131977522834445,1,-0.21063842554585993,0,NA,1,0.2776000038707576,1,-0.14096273301452997,1,0.09366295667734414,0,NA,0,NA,0,NA,1,2.1991911835365054,1,0.3037071976659519,1,-0.30201360382903863,0,NA,1,-0.16808709020434204,1,0.10417364508839666,0,NA,0,NA,1,-0.34185250345157564,1,-0.2243701313732019,1,0.6249613031327881,0,NA,0,NA,1,-0.03687301229862634,1,1.9674474567960496,1,0.6315728651978052,1,-0.272685392617555,1,-0.4900193046009235,1,1.0247065172176435,1,-1.232548582672029,1,2.5092564916625446,1,0.06908150797407703,1,-0.44356884291337095,0,NA,1,-0.18910846702644635,1,-0.484424905930525,1,-0.39389736380952745,1,2.590799090464417,1,0.03737991550848428,1,-0.5435899100508025,1,-1.8628508328702864,1,0.7675337056117383,1,-0.9396055250220586,1,2.167489591070913,1,-1.1515145655674657,1,-0.4108500870531596,1,-0.9190927298972636,1,-1.3137521270090289,1,-1.2116967330823614,1,-1.440897551336273,1,-0.7248145215252343,0,NA,1,1.785544736391872,1,0.32421999279074687,1,-0.5040900648931389,1,-1.4768373246127735,1,-0.9804615880392136,1,-1.4729381982667382,1,-1.4044491963624628,1,0.5379938328929533,0,NA,1,-0.5693580493811241,1,-1.4508996580500162,1,-0.22030147779472975,1,-1.2566214496779875,1,-0.4450945880052974,1,0.2486108471241458,0,NA,1,0.02619111816768728,0,NA,1,-0.3908458736256732,1,-0.04263693820146077,1,0.8029648971909298,1,-0.9947018755638648,1,0.0478906039195368,1,-0.5015471564065939,1,0.33879933478027074,1,-0.2408142729195255,1,0.9277369402640652,1,1.621442375393509,1,1.4751403738009607,0,NA,1,0.2462374658700375,1,0.40135488354927507,1,0.8677242999816065,1,0.2906536007683544,0,NA,1,0.5183286739303395,0,NA,1,-0.0055104742979062,1,-0.5078196640067384,1,-0.26030990464970266,1,-0.2843827716556612
NKX2-1,0,NA,1,-0.932509515569653,0,NA,0,NA,1,-0.5675475168322699,0,NA,0,NA,0,NA,1,-0.20050426840758695,0,NA,1,-0.22689154122872143,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-2.9701272897830684,0,NA,0,NA,0,NA,1,-1.774746665812684,0,NA,0,NA,0,NA,0,NA,1,-1.1015367223168642,0,NA,0,NA,1,0.6819455990079343,0,NA,0,NA,0,NA,1,0.01720931495326745,0,NA,1,-1.6398370878680095,1,0.34218158755608546,1,-0.746237668556235,0,NA,0,NA,0,NA,0,NA,1,-0.15768998912597082,0,NA,1,-3.687489458788054,1,-0.04716076466110578,1,-0.26888818670461156,0,NA,1,-0.4637080235051575,0,NA,0,NA,0,NA,1,-1.3667473967557604,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.46355936281320714,0,NA,1,0.7270641190147755,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.4788714140840627,1,-4.2335945106665775,1,0.48147665591328626,0,NA,0,NA,0,NA,1,0.05734770177978225,0,NA,0,NA,1,-0.5213140416358032,1,-0.8676934538794293,0,NA,1,0.14691576867968967,1,0.14401688518666378,0,NA,0,NA,0,NA,1,-0.2353652006698746,0,NA
SP3,0,NA,1,0.9541119148014204,1,1.9636394720557084,1,-4.367511101852543,1,0.4723231179460312,1,1.378634712315282,1,0.5138152492054612,1,-0.6431636835988727,1,0.6290330682399203,1,0.5110719677998792,1,0.7607105757078684,1,0.6033148050625853,1,0.12461219978847494,1,-0.11439619267288324,1,0.29538146728597103,1,0.0646029190413619,1,0.04231375762100588,1,-0.5399477207138386,1,-0.6524222583427127,1,0.6324621699968963,1,-0.05575855262856119,1,0.03545555410704784,0,NA,1,0.5055854049887152,1,-0.8626261960454569,1,0.3855668434944891,1,-0.01049440943645518,1,0.195594606157916,1,1.2911926175123458,1,0.4483194056471842,1,1.0329812552119138,1,0.12529802013986893,1,0.206910641955944,1,-1.2178811380683652,1,1.1852333732217295,1,0.5422767937883782,0,NA,1,-0.24710243066792836,1,3.0270039268945483,1,0.9362805856651376,1,-0.6109301270832797,1,1.1718598763695167,1,0.5751961706553653,1,1.1056782124598428,1,-0.7950728914329918,1,-0.1685760004331353,1,-0.6126446779617707,1,-1.8402631069598483,1,-1.9962872369023408,1,0.8779858557965126,1,-0.3108837233477174,1,0.10369467907090991,1,-0.1915509822048853,1,0.08929245169160292,1,0.5364473208015172,1,0.5697096078442013,1,0.7569385637751924,1,1.2184956602644168,0,NA,1,-0.04752870841181519,1,0.16336104964232295,1,0.9647421302480548,1,0.230914354254788,1,-0.5800682112704807,1,-0.6448782344773607,1,-0.5293175052672076,1,-0.7312915987532027,1,-0.7806706640536848,1,0.5433055243154723,0,NA,1,-1.3183538195478173,1,1.351887718610856,1,-0.6256752646382867,1,1.107735673514031,1,-0.22172707766629032,1,-0.6376771207877087,1,0.25491806655363203,1,0.5494779074780333,1,-0.4302164644905465,0,NA,1,-1.4555178898269323,1,-0.5121719964823186,1,-0.8883444592227888,1,-2.545629338370198,1,1.7311463729326082,1,-0.8039885560011348,1,-0.5378902596596505,1,0.6448069363220184,1,0.20142407914477695,1,-1.04814060109796,1,0.14415807980324896,1,0.3152702574764451,1,0.5628514043302463,1,0.02653988953890787,1,1.577865524395698,1,-1.1907912341882392,1,-0.2803647177106124,1,-0.916120183454312,1,-0.9349802431176888,1,0.40099780140089014,1,-0.04444251683053621
SKI,0,NA,1,-0.5971056801240984,1,0.6957386867560104,1,2.967809907983913,0,NA,0,NA,0,NA,0,NA,1,-0.6052870065379848,0,NA,1,0.28628277908959665,0,NA,1,-0.7003462277279048,1,-0.6816460530675923,1,-0.5593157438313854,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.33861472414249494,0,NA,0,NA,0,NA,0,NA,1,-2.3769337621164977,1,0.5599676269827036,1,1.5074431431051765,1,1.6829520740316453,0,NA,0,NA,1,-0.03064622270548217,0,NA,0,NA,0,NA,1,0.8675465414476267,1,1.1392834544802846,1,0.7430735038649245,0,NA,1,-0.8717644954474303,0,NA,0,NA,1,0.9483858381562662,1,0.7941093972086931,1,0.3813420002795157,1,-1.9265712223806517,0,NA,1,1.5477653947164736,0,NA,0,NA,0,NA,0,NA,0,NA,1,-1.2784932943092155,0,NA,1,1.116492616613029,1,0.1421355994163581,0,NA,0,NA,1,-2.131883556671993,1,0.49704933099019527,0,NA,0,NA,0,NA,1,-0.3553669639423576,1,-0.649699921356226,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.8515059728987595,0,NA,0,NA,1,0.8186533764503524,0,NA,0,NA,0,NA,1,-0.1707027391717775,1,-0.22894599149920752,0,NA,1,0.6953490997839206,0,NA,0,NA,0,NA,0,NA,1,-1.0100678705393211,0,NA,0,NA,0,NA,1,-0.01993258097301166,0,NA
IL4R,0,NA,1,-0.6299923712500037,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.8736599999424747,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.19355050360903417,1,1.5822713470618603,1,0.8646996878608817,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.0644318150735247,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,1.3944781396851211,0,NA,0,NA,0,NA,1,0.8111244885396837,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.3957766889241319,0,NA,0,NA,1,-0.21557793747628592,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.559489057581589,0,NA,0,NA,0,NA,1,-0.8961883093406912,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.5876767060049354,1,-0.6835675705712019,0,NA,0,NA,1,0.7101343044533854,0,NA,0,NA,1,2.0915157503657817,0,NA,0,NA,0,NA,0,NA,0,NA
TP53,0,NA,1,-0.3996482655355621,1,0.586907150132788,0,NA,0,NA,1,0.7788145651055208,0,NA,1,1.8428740212536063,0,NA,1,-0.05736448516987649,0,NA,1,-0.1364124308384512,1,-0.7366827682591944,0,NA,1,0.9014006370993656,1,0.992491043240888,1,-0.13239827734746928,1,-0.5163674978118178,1,-1.17036573580417,1,-0.8206712105320552,0,NA,0,NA,1,-0.16590101994528278,1,1.3844885706872008,1,0.8178753663831567,1,0.594472285558101,1,0.6159325676829682,1,0.4738932903097471,1,0.5686890689044842,1,-0.7170751723609343,0,NA,1,-0.03806567030938422,1,-0.6807934004232096,1,-2.061816591840016,1,1.4599855344214463,0,NA,1,-0.6404974749945023,1,-1.5121863446132044,0,NA,1,-0.4626395972402078,0,NA,1,0.3621145546377774,0,NA,0,NA,1,0.12111095465995364,0,NA,1,-0.6562453079206634,0,NA,1,0.07186037913597837,1,-1.538587123342357,1,1.535328107636807,1,1.067216054380713,1,0.7124266419854282,0,NA,0,NA,1,0.2435426361349147,1,0.30468128161295344,1,-0.8802659508212547,0,NA,0,NA,1,-1.752726773034376,1,-0.4941352630925307,1,0.4714230420076044,1,0.8590976349251676,1,0.8799403549744991,1,0.9648551403606632,1,-0.07172280342608198,1,-1.894920440926481,0,NA,1,1.723066978599673,1,-0.01012098639139181,0,NA,1,-0.10553432706166398,0,NA,0,NA,1,0.2327352998130397,1,0.9166852984688753,1,-1.449195012908559,1,0.602809373577834,1,-1.0071749573438498,1,1.562192057922611,1,-2.4681724375425356,1,0.3564021054390721,0,NA,1,0.5665276016401087,0,NA,1,-3.444846860002314,1,0.8675891134637842,1,-1.6097611525478517,1,-0.10105700201403,1,0.2830666089692027,1,-1.1028970790518895,1,-0.9285901832319264,1,0.4402361571930493,1,0.1993869477341091,1,0.6224169694760935,1,-0.5921732425838299,1,1.083427058863526,1,0.13546927291615982,1,0.6969875900970349,0,NA
FLI1,0,NA,1,0.6392788523297049,0,NA,1,2.099582642836131,1,0.48036755777315754,1,-0.2060312277453236,1,1.2486721647150565,0,NA,1,0.5680487896815604,0,NA,1,0.6273780064818575,1,0.260726946904801,1,1.739582055938753,1,-0.2132067377418193,1,-1.9047019600865709,1,-0.8432515179219652,1,-0.05622058001359956,1,0.5943006555224,1,1.2526974508106523,1,-0.0758219731747598,1,-1.0133636085706044,0,NA,1,2.0603798565138103,1,-0.5254289288088689,1,0.20332286693283233,1,0.7208346488752463,1,0.20192276742132104,1,0.21259852619659572,1,0.763537683976345,1,1.3172770407791168,1,-1.758916598450443,1,1.8428393949127213,0,NA,1,-0.6615886063033565,1,-0.1759290882478272,1,0.710683927416788,0,NA,1,-0.9006555978939339,1,-0.05237030635694353,1,-1.5144242212527586,1,0.9718024863136704,0,NA,1,2.480059685089363,1,0.15011908549539746,1,-0.9116813815470864,1,-2.708359079694134,1,-0.4855260927307936,1,0.07941406016407006,1,0.2771781161650601,1,-0.13655128948656817,1,-0.1095993738899737,1,-1.2305540452938153,1,0.15116916012903092,1,0.048261846032940967,1,-0.1852047475115906,1,0.4630413263182035,1,-2.222874574077544,1,-0.8178747142758198,1,1.164141156707554,0,NA,0,NA,1,-0.046069858555142,1,1.0066299616625178,1,-0.43407243568274856,1,-1.2692317942993188,1,0.04423655993734566,0,NA,1,0.04178638579220014,0,NA,0,NA,1,0.811491092245611,0,NA,1,-0.5270040407593195,0,NA,1,0.42593868926314993,1,0.958151516076434,1,1.6385998786709912,1,0.5017190753237069,1,0.07013840090030667,1,-0.5880833819490057,1,0.4724919980209054,1,-0.7482197635781266,1,0.8853463414778395,1,-1.4879973429729805,1,-0.3999450100896569,1,-0.4867511798033655,1,-2.0758641253688435,1,-0.2991378452608338,1,-0.5557060807453038,1,-0.6873154348273789,1,-0.686440372632684,1,0.4976937892281116,0,NA,1,0.38026044270008935,1,0.5370715879893706,1,-0.7681711816171639,1,-0.8938301127753152,1,0.8608446000263891,0,NA,1,-1.3632134740095234,1,-1.1176710221782056
SIRT1,0,NA,1,0.9262851337660248,0,NA,1,-1.4192117685538423,1,-0.21141277450439355,1,0.14386656345814436,1,-0.1996036310219043,0,NA,1,-0.517445471561233,1,-0.8415687713997577,1,-0.9177000581060158,0,NA,1,0.4129642798357102,0,NA,1,0.5921114990487861,0,NA,1,0.33984809359306706,1,1.2815644717285628,0,NA,1,-0.00437587600288563,1,0.6504034413453272,0,NA,1,0.117986951145456,0,NA,1,-0.7194572026233834,0,NA,1,-0.6938288486826623,1,-0.21643794194375,0,NA,1,0.4001501028653497,0,NA,1,-0.6996077912379238,0,NA,0,NA,1,-0.6699593033457176,0,NA,1,1.867498995157586,1,0.5079399444395577,0,NA,1,1.3202582610116116,0,NA,1,0.235073352482474,0,NA,0,NA,1,-0.19080958800303,1,0.518995312806143,1,-0.7684525851571135,1,-0.4566409455450136,1,-0.9629265650602292,1,0.4315573993613312,0,NA,0,NA,0,NA,1,-0.1197034687361283,1,-1.026494933168094,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.2651820661055128,1,4.5519434412620825,1,0.13758510415894828,0,NA,1,0.9471395786393568,1,-0.1425679805852028,0,NA,1,-0.12698996152319678,0,NA,0,NA,0,NA,1,1.4363396288607584,0,NA,1,-0.7302613126180013,0,NA,1,0.7715099766338304,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.02196396204063533,0,NA,1,-0.12372360268761456,1,1.5375967527638008,1,-0.05010489970103463,1,0.2908527110593358,0,NA,1,-0.28578525260687637,1,0.20215850575468552,1,-0.9830272348176572,0,NA,0,NA,0,NA,1,-0.6958389156584059,0,NA,0,NA,0,NA,1,-0.6287529303429905,1,-1.0106656557341198
