Hugo_Symbol	C3N-01021	C3L-00893	C3N-02002	C3N-00737	C3L-02345	C3N-02155	C3N-00738	C3N-02588	C3N-01024	C3L-01682	C3N-00223	C3L-02348	C3N-00167	C3N-00294	C3N-02423	C3N-02729	C3N-01071	C3N-01030	C3N-02003	C3N-01016	C3N-02572	C3N-00175	C3L-00412	C3L-01924	C3N-01413	C3N-02586	C3N-01842	C3N-02379	C3L-00279	C3L-00080	C3L-00913	C3N-01415	C3N-02000	C3N-02089	C3N-00559	C3N-01410	C3L-02365	C3N-02149	X11LU013	C3L-00095	C3L-00973	C3L-01330	C3N-01489	C3N-02087	C3N-02433	C3N-00959	C3N-01023	C3N-00560	C3N-02067	C3N-02529	C3N-02380	C3N-02158	C3N-00579	C3N-01416	C3N-00199	X11LU022	C3N-00556	C3N-00293	C3N-01799	C3N-00550	C3N-00203	C3L-00001	C3N-00217	C3L-00093	C3N-01405	C3N-00552	C3L-00009	C3L-00094	C3L-00604	C3N-00546	C3L-01862	C3N-00433	C3N-02421	C3N-02424	X11LU035	C3L-00263	C3L-02219	C3N-01414	C3N-00549	C3N-02587	C3L-01632	C3N-01074	C3N-01823	C3N-00547	C3N-00180	C3N-00578	C3L-00510	C3N-00574	C3N-01488	X11LU016	C3N-00572	C3L-02350	C3N-00704	C3L-01889	C3L-01683	C3L-00422	C3N-00169	C3L-00083	C3N-02145	C3L-01890	C3N-01072	C3N-00551	C3L-02508	C3N-02582	C3N-02422	C3L-02549	C3L-00368
hsa-miR-548ax	-33.9936	NA	-38.2163	NA	NA	-18.384	1.0	NA	-7.3796	-6.0358	NA	-36.5792	-14.7234	-28.6675	-37.1187	NA	-22.0338	NA	NA	NA	NA	-36.0633	-9.6464	NA	-28.3075	-39.6395	-33.0755	-5.4198	NA	NA	NA	NA	-23.3737	-29.6238	NA	-35.767	NA	-11.7043	NA	NA	-19.5768	-34.6606	-32.7018	-30.8666	-39.6327	NA	-21.1383	NA	-7.308	-24.0672	-27.7847	-28.4703	-35.6739	-22.3762	-32.4419	NA	-32.0907	NA	NA	NA	-31.0049	NA	-3.255	-38.5665	-16.6508	NA	-30.1829	NA	-26.8538	NA	NA	NA	-35.7366	NA	-15.767	-24.0103	NA	-22.1535	NA	NA	NA	-14.4301	NA	-30.7597	-24.2261	NA	NA	NA	NA	-24.5645	-24.9264	-37.3296	-36.1084	NA	-21.5071	NA	-24.7018	-20.6243	-15.9622	-1.0	NA	NA	-18.4949	NA	-21.9318	-22.7921	NA
hsa-miR-548i	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-6873-3p	-19.4825	-10.3299	-9.6057	-18.141	-20.3467	-16.3942	NA	-20.2663	-7.4808	NA	-11.5106	-15.637	-10.9044	-11.425	-21.1462	-20.8616	0.3835	NA	-9.0526	-16.9321	-15.895	-15.3624	-4.839	-19.7003	-11.2333	-22.4883	-5.4949	-18.93	-20.2334	-13.2177	-9.6276	-8.7874	-13.8287	-17.1561	-12.0323	NA	-9.6709	NA	NA	NA	NA	-11.5613	-13.5728	-3.1576	NA	-15.6146	-12.6386	-4.78	-21.8287	-14.1979	NA	-7.1043	NA	-10.2427	NA	-4.4954	NA	-14.5728	-16.1175	-11.8328	NA	NA	-9.5012	-8.4182	-18.5258	NA	-9.1769	-8.8788	-23.9577	-5.345	-1.3706	-16.1086	-12.1336	NA	-15.001	-10.319	-19.8653	-9.3305	-17.1702	NA	NA	-9.0673	-13.1509	-9.484	-14.2825	-14.1671	-17.5138	-7.2756	NA	-19.6846	NA	-16.0365	-15.3864	0.9871	-12.8349	NA	-9.3137	-17.5869	-20.3269	NA	NA	-8.0892	-15.0799	-20.4971	-23.505	-18.741	-18.777
hsa-miR-5683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-5687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4637	NA	NA	-26.7537	NA	-25.0668	NA	-19.8078	NA	NA	-4.6435	NA	-25.6913	NA	NA	NA	-25.6945	NA	NA	NA	-20.9045	-26.0057	NA	NA	NA	-20.3234	-8.5812	-13.3285	-16.9745	NA	NA	NA	-13.6187	-27.2107	-1.0	-25.021	-15.0757	NA	NA	NA	-10.9975	NA	NA	-23.175	NA	-14.9421	NA	NA	NA	-26.8733	NA	NA	-26.7944	NA	-12.7505	NA	NA	NA	-24.394	-16.1884	-21.0541	NA	NA	NA	NA	NA	NA	NA	-21.177	-23.1031	1.0	NA	-26.2661	NA	-13.6556	-12.1852	-27.6232	NA	NA	-14.8294	-18.844	-3.4589	-4.9523	-9.93	NA	-3.8625	-23.8994	-27.979	NA	-25.1808	-24.2597	-24.4946	NA	-25.3857	NA	-25.9987	NA	NA	NA	NA	NA	NA	NA	-28.7352	NA	-28.9166	-23.1095	NA
hsa-miR-4798-5p	-2.0138	-3.613	-0.6393	NA	NA	-4.5698	-1.6989	NA	-1.8493	-5.273	-2.7484	-3.1018	-1.5271	-1.6548	NA	-4.3846	NA	-5.155	-1.2001	NA	-4.4473	-0.7171	-2.6777	NA	-5.867	-4.7839	-5.2081	-2.2154	0.1191	2.5421	NA	-2.7021	-3.4078	NA	-1.6846	-0.8155	-0.2427	1.6498	NA	NA	-3.4436	-0.4061	-0.9	-4.9193	-4.0331	NA	-1.6155	-3.0004	-1.4687	-2.3357	-2.1993	-2.0418	-1.9484	-5.0917	NA	NA	-3.7972	-2.8405	-1.5249	NA	NA	-2.8815	-0.6503	NA	NA	-2.2526	NA	0.484	-3.1127	NA	NA	-4.4997	-1.7095	NA	NA	-4.773	-0.9866	-1.9662	NA	-3.5368	NA	NA	-5.0556	-0.1608	-4.0513	NA	NA	NA	-2.5862	-2.8134	-2.1107	-1.6999	-2.6274	NA	-2.751	-3.2885	-4.1135	-4.8627	NA	NA	NA	NA	-4.2471	-5.5772	NA	NA	0.7236
hsa-miR-548aq-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-891b	-2.5892	-2.2254	0.0581	NA	-2.1858	1.726	-2.7532	-3.1452	NA	-2.5684	NA	-2.7167	NA	NA	-1.9771	NA	NA	-1.1188	-2.1071	NA	-1.7737	-2.4085	-2.0733	NA	NA	-0.4955	-0.7289	NA	-3.1421	-3.2588	NA	NA	-1.5266	-0.6125	-3.1492	-3.16	-3.1312	1.062	NA	NA	-2.6449	NA	NA	NA	NA	NA	-1.1895	NA	-2.323	-2.3007	-2.4839	NA	NA	NA	-2.9962	-1.2753	-2.4955	NA	-3.2445	1.1299	NA	NA	-2.9148	NA	NA	NA	-2.4014	-2.091	-3.0035	NA	-2.5849	NA	NA	NA	NA	-2.5806	NA	-2.7719	-2.3752	NA	NA	-1.8257	NA	-2.9133	NA	NA	-3.3738	0.9722	-2.3951	-3.0913	NA	-2.2702	NA	NA	-2.74	NA	NA	-1.7747	-3.1508	NA	NA	-2.0179	NA	-2.4004	0.4722	-1.7544	NA
hsa-miR-2681-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1288-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-889-5p	NA	NA	NA	0.0697	-3.4447	1.9165	NA	-2.8109	-1.8995	NA	NA	NA	NA	-1.3013	NA	NA	NA	NA	NA	-1.359	NA	NA	NA	NA	-2.3182	NA	NA	NA	NA	NA	NA	NA	-0.7317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.2802	NA	NA	NA	-4.8026	NA	NA	NA	-2.7792	NA	NA	NA	NA	NA	NA	NA	NA	-3.119	-0.8503	NA	-4.6991	-2.0622	NA	NA	-4.9242	NA	NA	-1.4072	-2.8508	NA	-3.2758	NA	NA	-3.2744	-3.2511	NA	NA	-4.5191	-3.3108	-0.6211	NA	NA	-2.0514	-4.6548	-0.6334	NA	NA	-4.4962	NA	NA	NA	NA	NA	-2.1752	NA	NA
hsa-miR-6764-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1245a	-6.4842	NA	NA	-5.0664	-21.6644	-4.6723	-11.5855	NA	-11.2952	-7.699	NA	NA	-17.2039	-17.7542	-22.5094	-13.4609	-14.0216	-7.1912	-4.2087	NA	NA	-10.8774	-3.823	NA	-12.0325	-7.3706	-4.7402	NA	NA	NA	-1.5877	-3.9284	NA	-5.4776	-10.5866	-21.7488	-12.6722	-13.7286	NA	-5.3986	-12.6391	-12.3791	-8.986	0.7943	NA	NA	-0.703	-10.7312	-10.416	-11.9376	NA	NA	-5.1393	NA	-19.8779	-12.207	-4.1867	-12.3333	NA	-18.1852	-13.5503	-10.2195	1.4737	-6.7668	NA	-10.7411	NA	-12.7727	-7.986	-0.2902	NA	-5.2093	-12.984	-17.2894	-7.2668	-2.8682	-21.1555	-17.3176	-9.56	NA	NA	-15.2623	-10.8305	NA	NA	-9.6141	-13.1513	NA	0.313	-6.6978	-21.1682	NA	NA	NA	-8.2062	NA	-8.2272	-5.9329	-7.3767	-3.1248	NA	-11.9382	-6.5113	-7.5571	-12.1871	-19.9673	NA
hsa-miR-5590-3p	NA	NA	NA	NA	NA	NA	NA	NA	-2.3468	-2.1471	NA	-2.9387	NA	-2.45	-2.0118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.109	NA	NA	NA	-2.7498	NA	1.4142	-2.8749	NA	-2.8523	-2.6139	NA	NA	NA	-2.8202	NA	-1.98	NA	NA	NA	NA	-2.0909	NA	NA	NA	NA	NA	NA	-3.0527	-2.0556	NA	-2.9944	NA	NA	NA	NA	-3.0614	NA	NA	-1.3319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.0477	NA	NA	-0.6976	NA	-1.4385	NA	-1.5698	NA	-1.4556	NA	NA	-2.8024	NA	NA	-2.3037	NA	NA	NA	-2.8109	NA	-2.8769	NA	NA	-0.7166	-3.2284	-2.8967	NA	-2.6929	NA
hsa-miR-373-3p	NA	NA	NA	-3.3287	NA	NA	-3.7019	NA	NA	NA	-3.3614	NA	-0.8064	-0.8333	NA	NA	0.7505	1.3567	NA	NA	NA	NA	NA	-2.2637	NA	NA	NA	-1.8053	NA	NA	NA	NA	NA	0.8012	NA	NA	NA	NA	NA	NA	NA	-2.54	NA	NA	NA	NA	NA	NA	NA	-2.2301	-3.0933	NA	NA	NA	NA	-1.2686	NA	NA	-3.7121	NA	-2.6728	NA	-2.0333	-3.7813	-2.3828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.4136	NA	NA	NA	NA	NA	NA	-3.6043	-3.5137	NA	-2.4505	NA	NA	-3.6847	NA	NA	NA	-2.3388	NA	NA	NA	NA	-1.627	NA	-3.4006	NA
hsa-miR-4757-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-196a-1-3p	NA	NA	-2.5624	-2.2898	NA	-4.5419	-5.4733	0.7203	NA	NA	-5.9297	NA	-1.9039	NA	NA	NA	-1.9122	-3.998	NA	NA	NA	NA	-2.3276	NA	-5.5544	NA	-0.2293	-5.0279	NA	NA	-4.2459	-2.7621	-2.827	-2.6865	-1.7046	-3.7287	NA	-4.8612	NA	NA	-4.2483	NA	NA	-4.8147	-5.7091	NA	NA	1.4143	-4.5827	NA	-3.4996	NA	0.6059	NA	NA	-4.5853	NA	NA	NA	NA	NA	NA	NA	-4.5996	NA	NA	-2.7436	-3.1017	0.4726	NA	NA	-2.9011	NA	-4.5061	NA	NA	-3.621	-2.1876	NA	NA	NA	NA	-3.335	0.1066	-2.3286	-5.1159	-4.7565	NA	NA	-5.1725	-3.208	-5.4741	NA	NA	NA	NA	NA	NA	-1.3859	NA	NA	NA	NA	NA	NA	-4.9917	-2.1893
hsa-miR-4519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1268a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-548ah-5p	-4.861	-5.2341	-1.6102	NA	NA	NA	-6.8817	-2.696	-1.3932	-6.3049	-7.5699	NA	-2.3824	NA	-6.8505	NA	NA	NA	NA	-5.6329	-0.5503	NA	NA	-2.1968	-3.9863	-3.7349	-4.7197	NA	NA	NA	NA	-3.9059	-5.6188	NA	NA	NA	-3.5349	NA	NA	-2.6584	-1.5314	-2.2367	NA	NA	-4.2196	-1.1778	NA	-2.748	NA	NA	-3.9059	NA	1.1108	NA	-3.7398	NA	NA	NA	NA	NA	NA	-0.6624	NA	-7.0732	NA	-2.7506	NA	-5.6974	-3.1364	NA	NA	NA	NA	NA	NA	-3.3253	NA	-6.94	NA	NA	NA	NA	-6.0491	NA	NA	NA	-7.3098	NA	NA	-4.9193	NA	-5.3741	1.2796	-6.6226	NA	NA	NA	NA	NA	NA	NA	NA	-2.9626	NA	-7.532	NA	-2.2658
hsa-miR-302a-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-5708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-6872-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3928-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-513a-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1224-5p	-161.4424	NA	NA	-94.0969	NA	NA	-100.7221	-166.9305	NA	-101.9214	NA	-97.9543	-174.5064	-141.5887	NA	NA	NA	NA	NA	-85.6325	NA	-169.1572	-85.8592	-162.9671	NA	NA	NA	NA	-130.1371	-175.5265	NA	NA	NA	NA	-109.2779	NA	-165.8702	NA	NA	-144.6307	NA	-163.9287	NA	-113.223	NA	NA	NA	-131.6252	NA	NA	NA	NA	-167.7057	-154.7002	NA	NA	NA	NA	NA	NA	NA	NA	NA	-141.925	-154.7441	NA	NA	NA	NA	NA	NA	NA	NA	-138.5101	NA	NA	-164.1225	NA	1.0	NA	NA	-67.128	-80.5466	NA	-1.0	NA	NA	NA	-168.1481	-162.8574	-127.6435	-88.9817	NA	NA	NA	-139.841	NA	-111.6069	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-3181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-548ap-3p	NA	-15.002	-15.6717	-9.5034	NA	-0.3486	-11.6828	NA	NA	-8.1473	-17.0056	-9.268	-6.9165	-12.1131	-15.2627	NA	0.6215	NA	NA	NA	-4.9798	NA	-12.3353	NA	-9.8408	-5.9401	-5.2678	-5.2236	-10.9682	-6.057	NA	NA	NA	-12.4695	-11.0212	NA	-10.8852	-13.1023	NA	-1.4508	-10.8636	-10.6911	-9.9611	NA	NA	-11.3904	NA	-7.4615	-15.7404	-14.0542	-6.9519	-15.6951	-11.0687	-7.63	-13.5197	-15.7499	-13.3889	NA	-9.6043	-8.7431	-9.3287	NA	NA	-15.8022	-13.4283	NA	NA	NA	-17.2308	NA	1.1779	NA	-14.7476	-3.3173	-10.9609	-12.5156	-14.366	NA	-12.4794	-11.1294	-10.0273	-10.4626	-9.6657	NA	-6.8024	NA	-6.113	NA	-14.7684	-10.584	NA	-9.5473	-14.8861	NA	-11.5827	-15.5938	-6.9797	-12.7711	-11.0336	NA	NA	-6.1225	-16.8097	-11.1528	-11.1199	-7.785	-13.6042
hsa-miR-4732-3p	-1.8291	-2.6807	-2.0393	-7.1394	-6.0212	NA	-3.7986	-4.0555	-6.2559	-2.5494	-7.2406	NA	-2.5208	2.0476	-8.2535	NA	-5.2763	NA	-2.9668	-4.7553	-8.2427	-8.0452	0.4605	NA	-8.4504	NA	-4.3871	NA	-7.9151	-3.3784	-5.9192	NA	-8.6091	NA	-7.9432	-4.9185	-2.4365	-3.2376	NA	-2.8748	-7.8597	NA	-3.51	NA	-5.6815	-4.2669	NA	-4.1221	-3.0717	NA	-3.3431	-8.4825	-6.0325	-3.408	-7.3305	-6.5757	-7.2612	-2.7482	-8.3251	-0.6002	NA	NA	NA	-4.0443	-2.7871	NA	-0.7479	NA	NA	NA	-3.7475	-6.3859	-4.109	-6.4225	-0.5407	NA	-5.8427	-6.4324	-4.8436	-4.9321	NA	-5.7115	NA	NA	-7.6449	-1.4655	-8.8428	NA	-4.9236	-7.7116	-0.6193	-6.3592	NA	NA	-3.2364	-3.934	-3.2438	-4.9981	NA	NA	-7.5018	-6.4814	-9.0728	NA	-2.9912	-4.2934	-4.307
