Hugo_Symbol	C3N-01021	C3L-00893	C3N-02002	C3N-00737	C3L-02345	C3N-02155	C3N-00738	C3N-02588	C3N-01024	C3L-01682	C3N-00223	C3L-02348	C3N-00167	C3N-00294	C3N-02423	C3N-02729	C3N-01071	C3N-01030	C3N-02003	C3N-01016	C3N-02572	C3N-00175	C3L-00412	C3L-01924	C3N-01413	C3N-02586	C3N-01842	C3N-02379	C3L-00279	C3L-00080	C3L-00913	C3N-01415	C3N-02000	C3N-02089	C3N-00559	C3N-01410	C3L-02365	C3N-02149	X11LU013	C3L-00095	C3L-00973	C3L-01330	C3N-01489	C3N-02087	C3N-02433	C3N-00959	C3N-01023	C3N-00560	C3N-02067	C3N-02529	C3N-02380	C3N-02158	C3N-00579	C3N-01416	C3N-00199	X11LU022	C3N-00556	C3N-00293	C3N-01799	C3N-00550	C3N-00203	C3L-00001	C3N-00217	C3L-00093	C3N-01405	C3N-00552	C3L-00009	C3L-00094	C3L-00604	C3N-00546	C3L-01862	C3N-00433	C3N-02421	C3N-02424	X11LU035	C3L-00263	C3L-02219	C3N-01414	C3N-00549	C3N-02587	C3L-01632	C3N-01074	C3N-01823	C3N-00547	C3N-00180	C3N-00578	C3L-00510	C3N-00574	C3N-01488	X11LU016	C3N-00572	C3L-02350	C3N-00704	C3L-01889	C3L-01683	C3L-00422	C3N-00169	C3L-00083	C3N-02145	C3L-01890	C3N-01072	C3N-00551	C3L-02508	C3N-02582	C3N-02422	C3L-02549	C3L-00368
hsa-miR-6872-5p	NA	NA	NA	-3.0957	NA	NA	NA	NA	NA	NA	-4.148	NA	NA	NA	NA	NA	NA	-1.2176	-1.9403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.4654	NA	NA	-1.9071	NA	NA	-1.8888	NA	-3.1425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.7557	NA	NA	NA	NA	NA	NA	NA	NA	-2.1233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-1245b-5p	-2.3526	-2.0149	-3.7831	NA	NA	NA	-2.6919	-2.5027	-1.6393	-1.3096	-3.148	-2.6162	-3.7099	-1.2246	-2.6712	-1.6167	NA	-2.2176	-1.3553	-0.8642	-1.3436	0.2437	-0.5484	NA	NA	-1.6063	-2.259	-3.2468	-1.4964	NA	NA	-0.9826	-1.2699	-0.9071	-2.5109	-3.5334	-3.4737	-2.0802	-3.1425	-0.0854	-3.4678	-0.4206	NA	0.1361	-1.6056	-3.6119	-2.042	NA	-0.632	-0.3406	-1.3977	-2.7895	-1.202	-2.1682	-3.1944	-2.2196	0.1633	0.0471	-2.1233	-1.8877	-1.0479	-0.7074	NA	-2.8188	-2.1694	NA	-2.9641	-1.322	NA	NA	-3.3436	-3.7065	-1.5303	-2.7254	-1.4944	-3.9197	NA	-1.7305	-0.1025	-2.5405	NA	-0.3581	-2.1401	-3.0229	-2.3568	NA	-1.6537	NA	-0.536	-0.2214	NA	NA	-3.5682	NA	-0.8572	-1.1768	-2.4053	0.4698	-1.5143	NA	NA	-1.7558	-1.2871	-3.5469	NA	NA	NA
hsa-miR-4667-5p	-1.7676	NA	-2.1981	NA	NA	-1.7612	NA	-1.9177	NA	NA	-3.148	NA	NA	-2.8096	NA	NA	-1.1333	NA	NA	NA	-3.6656	-2.5636	0.8301	-1.3943	-1.7729	NA	NA	NA	-1.4964	NA	NA	NA	-2.8549	NA	NA	-1.2115	NA	-1.4952	-2.1425	-1.3078	NA	-2.4206	-0.2209	NA	NA	-3.6119	NA	-0.2152	-3.8019	NA	-3.7196	-1.7895	-1.202	-1.1682	NA	-3.8045	-2.1586	NA	-2.1233	-1.3028	-3.0479	-0.7074	NA	NA	NA	-0.9539	-1.9641	-1.907	-2.2096	-0.6453	NA	NA	NA	NA	-0.4944	-2.3348	-3.4259	-3.7305	-0.9098	NA	0.424	-2.3581	NA	NA	-3.3568	NA	-3.9756	NA	NA	NA	NA	NA	NA	NA	-3.6645	NA	-1.8203	NA	NA	NA	NA	-2.7558	-2.5095	NA	NA	-2.2106	NA
hsa-miR-4324	-0.5453	-0.5999	-0.3237	-3.0957	-2.5181	NA	-2.6919	-1.9177	NA	-0.7247	-0.6885	-3.6162	-2.7099	NA	NA	-1.0317	-2.1333	-3.2176	-2.9403	NA	NA	-1.9787	-1.2854	-3.3943	NA	NA	-2.259	NA	-2.4964	NA	-2.4654	NA	NA	NA	NA	NA	-1.4737	NA	-3.1425	-1.3078	-0.0084	-2.4206	-2.2209	NA	-3.9275	-0.6119	NA	NA	-2.2169	-2.3406	-0.9123	-3.7895	-2.5239	NA	-2.1944	-3.8045	-3.1586	-3.4124	-1.7082	NA	-3.0479	NA	NA	NA	NA	NA	-0.1567	NA	NA	-3.2303	NA	-1.1215	-1.9453	NA	-2.4944	-2.9197	-2.4259	-2.7305	NA	-2.5405	-1.824	NA	NA	-2.0229	NA	-2.3347	-1.6537	-1.6	NA	-3.3913	-3.4282	-0.8853	-2.5682	NA	-2.6645	-1.7618	-1.8203	-0.6677	-3.5143	-2.1589	-1.2829	NA	-1.5095	-2.5469	-0.8009	NA	-1.2175
hsa-miR-4749-5p	-1.0307	-2.0149	-3.7831	0.7117	-1.5181	-2.7612	-3.6919	-1.5027	-0.6393	-3.3096	-2.563	-0.2943	-2.125	-2.8096	-3.6712	-1.6167	-2.1333	-0.4103	NA	-2.8642	-2.0806	-3.5636	-1.2854	NA	NA	-1.6063	-0.089	NA	NA	0.169	-2.4654	-2.3045	-0.6849	NA	-3.5109	NA	-1.8888	-2.0802	-0.8206	-0.5709	-1.4678	-1.8357	-0.6359	-3.0338	-3.9275	-2.0269	-2.042	-2.5371	-0.9945	-1.7557	-2.7196	-0.6196	0.2834	-0.1682	-1.1944	-2.8045	-2.1586	NA	-1.1233	-0.8877	NA	-3.0294	0.7812	-0.8188	NA	-2.5389	NA	-1.907	-2.2096	1.162	NA	-1.7065	-1.2084	-2.7254	NA	-1.9197	NA	-1.4085	-2.9098	-3.5405	NA	-0.7731	-2.1401	-0.4379	-0.5494	-3.3347	-0.9756	NA	NA	NA	-2.4282	-1.1077	-2.5682	NA	-2.6645	-0.5919	NA	-0.1823	-3.5143	NA	NA	NA	NA	NA	-2.1229	-2.2106	-3.2175
hsa-miR-6796-3p	NA	-0.5999	-2.7831	-3.0957	NA	NA	NA	NA	NA	-2.3096	-4.148	-2.6162	-1.7099	NA	NA	NA	-1.1333	-3.2176	NA	NA	-2.0806	-1.5636	-1.8704	-1.8093	NA	NA	-0.4516	NA	NA	-2.1529	NA	-2.3045	NA	NA	NA	NA	NA	NA	-3.1425	-1.8928	NA	-1.4206	NA	NA	NA	NA	NA	NA	-2.2169	NA	NA	-2.7895	NA	-2.1682	-3.1944	NA	NA	-0.605	-1.3863	NA	-1.4629	-3.0294	-3.0261	-0.1184	NA	NA	-1.9641	-2.907	-3.2096	NA	NA	-1.1215	NA	NA	NA	NA	-3.4259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.3913	NA	NA	-1.2462	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.0944	-3.5469	-4.1229	-1.6256	NA
hsa-miR-6871-5p	NA	-3.5999	NA	NA	-2.5181	0.5607	-2.1069	NA	-2.6393	NA	NA	NA	-0.7099	NA	NA	NA	-1.1333	-2.2176	-2.9403	NA	NA	NA	-1.8704	NA	NA	-1.9282	-1.259	-3.2468	-1.4964	-2.7378	NA	NA	NA	-1.9071	NA	-1.5334	-3.4737	-3.0802	-3.1425	NA	NA	NA	NA	NA	-1.9275	NA	NA	NA	NA	NA	NA	NA	-3.5239	-3.1682	NA	-0.8045	-2.1586	NA	NA	-2.8877	-0.2406	-3.0294	NA	NA	NA	NA	NA	-1.322	-3.2096	NA	NA	NA	-2.5303	NA	-1.4944	NA	NA	NA	-1.9098	NA	NA	-0.0361	NA	-1.4379	-2.3568	-0.7497	NA	NA	NA	-3.3913	NA	NA	NA	NA	NA	NA	-3.4053	NA	NA	NA	NA	-1.1708	NA	-3.5469	NA	NA	NA
hsa-miR-4649-3p	-3.3526	-0.4299	-3.7831	-1.0957	-3.5181	NA	NA	-2.5027	-1.6393	NA	NA	-2.0313	NA	NA	NA	-2.6167	NA	NA	-2.9403	-2.8642	-0.4956	-1.9787	NA	-3.3943	-2.7729	-3.9282	NA	NA	-3.4964	NA	NA	NA	-3.8549	-2.9071	-2.5109	NA	NA	NA	-3.1425	NA	-1.1459	-3.4206	-3.2209	-3.0338	-2.9275	NA	-0.457	NA	NA	-3.3406	NA	-1.7895	-3.5239	NA	-0.1944	-2.2196	-1.1586	-1.8274	NA	-1.8877	-2.0479	-0.0294	NA	-3.8188	-3.1694	NA	-1.9641	NA	-1.8877	NA	NA	NA	NA	-1.1404	NA	-3.9197	-2.4259	NA	NA	NA	NA	NA	NA	-2.0229	-3.3568	NA	-2.9756	NA	NA	NA	NA	-3.6927	NA	NA	-2.0796	NA	NA	-2.9896	-3.5143	NA	-0.4756	-1.7558	-0.635	NA	-2.1229	NA	NA
hsa-miR-1292-3p	NA	NA	NA	NA	-3.5181	-1.1763	-3.6919	NA	NA	NA	NA	NA	NA	NA	NA	-1.6167	NA	NA	NA	NA	-2.6656	NA	NA	NA	NA	NA	-3.259	NA	-1.1745	NA	NA	NA	NA	0.2628	NA	-2.5334	-2.4737	NA	-1.1425	-1.8928	-1.8828	-1.8357	-2.2209	-3.0338	NA	NA	NA	NA	-2.8019	-2.3406	NA	NA	NA	NA	NA	-2.8045	NA	-3.4124	NA	-0.5658	-3.0479	NA	NA	NA	-2.1694	NA	-0.6421	NA	-4.2096	NA	NA	NA	NA	NA	NA	NA	NA	-3.7305	NA	NA	NA	NA	NA	-1.0229	-1.7718	-1.7497	NA	NA	NA	NA	-2.4282	-3.6927	NA	NA	NA	-3.7618	-3.4053	NA	NA	NA	NA	NA	NA	NA	NA	-3.2106	-1.2175
hsa-miR-3133	-1.7676	-2.5999	-3.7831	-3.0957	-3.5181	NA	-3.6919	-3.5027	NA	NA	-3.148	-1.2943	NA	-0.4876	-1.6712	-2.6167	-2.1333	-3.2176	-1.9403	-1.8642	-3.6656	-1.5636	-2.8704	-2.3943	-2.7729	-1.9282	-1.674	-2.2468	-1.4964	-1.4159	-1.4654	-3.3045	-2.8549	-1.3222	-2.5109	NA	-2.4737	-1.4952	-3.1425	-2.8928	-1.1459	-2.4206	-0.8989	NA	-3.9275	-0.1525	NA	-1.5371	-2.8019	NA	-2.7196	-2.7895	-2.5239	-1.5832	NA	-3.8045	NA	-3.4124	-3.7082	-2.8877	-2.0479	NA	NA	-0.4969	NA	-2.5389	NA	-0.0996	-1.8877	-1.6453	-0.7586	-1.3846	NA	-2.7254	NA	-2.3348	-1.8409	-2.7305	-1.3249	-3.5405	-2.239	NA	NA	-2.0229	-3.3568	-3.3347	-2.3906	1.9236	-2.536	-1.3913	-1.4282	-1.3708	NA	-1.5202	-1.6645	NA	-3.4053	-2.9896	-1.5143	NA	NA	-2.7558	-3.0944	-3.5469	-4.1229	-0.8886	NA
hsa-miR-548ad-5p	-2.3526	-1.5999	-1.4612	-2.0957	NA	-1.7612	NA	NA	-1.0543	NA	-2.563	-3.6162	-3.7099	NA	NA	NA	NA	-1.6327	-2.9403	-2.8642	-2.6656	-1.9787	-2.8704	-3.3943	-1.451	NA	-0.674	NA	-3.4964	-0.5679	-0.8804	NA	-3.8549	-0.9071	-1.9259	-1.5334	-3.4737	-2.0802	-1.5576	-0.5709	NA	NA	-2.2209	-2.0338	-1.9275	-3.6119	NA	-1.5371	-2.8019	-1.7557	-1.7196	-1.4676	-0.5239	-2.1682	NA	-2.8045	-3.1586	-2.4124	-2.1233	-1.8877	NA	-3.0294	-0.4412	-2.2338	NA	NA	-1.3791	-2.907	NA	-2.2303	NA	-3.7065	NA	NA	-2.4944	-2.9197	-1.8409	-3.7305	-0.1025	NA	NA	-2.3581	-1.5551	-3.0229	NA	NA	-1.6537	-2.6	NA	-1.3913	-3.4282	-1.6927	-2.5682	NA	-3.6645	-2.1768	-1.4053	-2.9896	-3.5143	-0.5739	NA	NA	-2.5095	-2.5469	NA	-3.2106	-3.2175
hsa-miR-371b-5p	NA	-0.2779	NA	-0.7737	0.7298	-1.1763	-1.6919	-0.9177	0.5307	-2.3096	0.1	NA	0.9905	-0.8096	-0.8639	-2.0317	-0.1333	3.1747	-0.9403	-0.8642	-1.6656	2.2692	-0.5484	-0.8093	-2.188	-2.3433	-0.937	-0.2468	-1.4964	-1.7378	-0.1434	-0.7196	-1.2699	1.2628	-2.5109	0.167	-1.4737	1.3121	-1.5576	-0.0854	-0.6604	-0.8357	-1.6359	NA	-0.6056	NA	-0.042	-0.9522	-0.2169	-1.3406	-1.7196	-1.2046	-2.5239	-1.1682	NA	-0.8045	-2.1586	-0.605	-2.1233	-1.8877	-0.2406	0.1406	-1.0261	-1.0115	-1.5845	-0.5389	0.9428	-0.907	-0.6247	1.2291	0.3568	-3.7065	-1.5303	-1.7254	-0.1725	0.7241	-0.4259	-0.9231	-1.9098	-0.7331	0.2635	-0.7731	-0.3327	-2.0229	-3.3568	-0.5274	NA	1.3069	-1.536	-0.0694	-1.4282	-1.3708	1.8913	NA	-1.3426	0.5601	0.2951	0.8177	-0.9293	NA	0.039	-1.7558	-1.7725	NA	-2.1229	-2.2106	-3.2175
hsa-miR-548d-3p	NA	NA	NA	-3.0957	NA	NA	-3.6919	-3.5027	NA	-3.3096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.6656	-3.5636	NA	-3.3943	-3.7729	NA	-3.259	NA	NA	-2.7378	NA	-1.7196	NA	NA	-3.5109	-3.5334	NA	-2.0802	-1.5576	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.8019	-1.7557	NA	-3.7895	NA	-3.1682	NA	NA	NA	NA	NA	NA	NA	-3.0294	NA	NA	-2.1694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.9197	NA	NA	-2.9098	NA	NA	-0.7731	NA	-2.0229	NA	NA	NA	NA	NA	-3.3913	NA	NA	NA	NA	-3.6645	NA	NA	NA	NA	NA	NA	NA	-3.0944	NA	NA	NA	-3.2175
hsa-miR-6786-3p	-0.3526	-0.7925	0.1238	-3.0957	NA	0.2388	-1.6919	-1.9177	-2.6393	-0.5023	-1.3406	-3.6162	1.538	-1.2246	-1.6712	0.4708	-0.1333	0.5897	0.2296	-1.8642	-0.4956	-0.9787	0.1296	-1.8093	-0.7729	-1.9282	-0.089	-0.9249	-1.4964	-3.7378	-1.4654	-0.4972	-0.3954	1.9509	-1.9259	-0.3635	-1.1518	-2.0802	-1.1425	1.0141	-0.0084	0.1643	-1.6359	-1.4488	-0.9275	-1.6119	-1.042	NA	-0.8019	-0.5333	-2.1347	-1.2046	-1.939	-1.5832	-3.1944	-0.8045	NA	-3.4124	-3.7082	-0.5658	0.122	-1.4444	-0.4412	-0.3594	-2.1694	NA	0.0359	-1.322	-0.0397	NA	NA	-0.3846	-1.2084	-2.7254	-0.1725	-2.9197	NA	-3.7305	-0.5879	-1.5405	-0.239	0.4493	-2.1401	-1.4379	NA	NA	-0.3906	-1.015	-3.536	-1.8063	-0.2582	-1.3708	-3.5682	-0.3502	-3.6645	0.2382	-0.598	0.1803	-0.0549	NA	NA	-1.1708	-1.5095	-3.5469	-1.5379	-0.8886	-0.6326
hsa-miR-3186-3p	NA	NA	NA	-3.0957	NA	-0.4393	NA	NA	NA	NA	-4.148	NA	NA	NA	NA	-3.6167	NA	NA	NA	NA	NA	NA	NA	-3.3943	-3.7729	NA	-3.259	NA	-1.4964	NA	NA	NA	NA	-2.9071	NA	-3.5334	-1.4737	NA	-2.1425	0.2771	NA	-1.8357	NA	NA	NA	NA	NA	0.2702	-3.8019	NA	NA	NA	NA	NA	-2.1944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7364	NA	NA	NA	NA	NA	NA	NA	NA	-2.3348	NA	NA	-2.9098	NA	NA	NA	-3.1401	NA	-0.5494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.7618	NA	NA	-3.5143	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4740-3p	NA	NA	-3.7831	NA	NA	NA	NA	NA	-2.6393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.259	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.4737	NA	-3.1425	NA	NA	-2.4206	NA	NA	-3.9275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.1586	NA	NA	-2.8877	NA	NA	NA	NA	NA	NA	NA	NA	-3.2096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.5095	NA	NA	NA	NA
hsa-miR-6792-3p	-2.3526	-2.0149	-0.6132	NA	-1.9331	NA	NA	NA	NA	NA	-4.148	NA	NA	NA	-3.6712	-2.6167	NA	-3.2176	NA	-1.2792	-2.6656	-1.9787	NA	-3.3943	NA	NA	NA	-2.2468	-2.4964	NA	NA	NA	-2.8549	0.0929	-2.5109	NA	-3.4737	NA	0.1794	-1.8928	NA	-0.8357	-2.2209	NA	NA	NA	NA	NA	-2.8019	NA	NA	0.2979	NA	NA	-2.1944	-1.8045	-3.1586	NA	NA	-1.8877	NA	-1.4444	NA	NA	NA	NA	-2.9641	-2.907	-2.6247	NA	NA	NA	-3.5303	NA	NA	NA	-1.104	-0.9231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.3913	-1.4282	NA	NA	NA	NA	-3.7618	NA	NA	-3.5143	NA	NA	NA	-4.0944	NA	NA	NA	-2.2175
hsa-miR-122-3p	NA	NA	NA	NA	NA	-1.7612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.5636	NA	NA	NA	-1.3433	NA	NA	NA	-3.7378	NA	-3.3045	NA	-1.3222	NA	NA	NA	NA	-3.1425	NA	NA	NA	NA	NA	-2.3426	-3.6119	NA	NA	NA	-1.7557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.9641	NA	NA	NA	NA	NA	NA	-1.1404	NA	NA	NA	NA	-0.9098	NA	NA	NA	NA	NA	-3.3568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.1229	NA	NA
hsa-miR-3187-5p	-3.3526	NA	NA	-3.0957	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.2246	NA	-2.6167	-2.1333	-3.2176	-2.9403	NA	-2.6656	NA	NA	-2.3943	-2.188	-2.3433	NA	NA	NA	NA	NA	NA	-1.8549	-2.9071	NA	NA	-2.4737	NA	-3.1425	NA	-1.8828	-1.4206	NA	NA	NA	NA	NA	NA	NA	-2.3406	-2.7196	NA	-3.5239	NA	NA	NA	-2.1586	NA	NA	-2.8877	NA	-2.0294	NA	NA	NA	NA	-1.9641	NA	NA	NA	NA	NA	NA	NA	NA	-3.9197	-2.4259	NA	NA	NA	NA	-0.3581	NA	-1.4379	NA	-2.3347	-3.9756	NA	NA	NA	NA	NA	NA	NA	-3.6645	NA	-0.8203	NA	NA	NA	NA	NA	NA	NA	-1.8009	NA	NA
hsa-miR-7108-5p	NA	NA	NA	NA	NA	NA	-2.6919	-3.5027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.5109	NA	-1.8888	NA	-3.1425	-2.8928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.2046	NA	NA	NA	-2.8045	NA	NA	NA	NA	NA	NA	-3.0261	-3.8188	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.7254	NA	-3.9197	NA	NA	NA	NA	NA	-2.3581	-3.1401	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.5682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.2106	NA
hsa-miR-6789-3p	NA	NA	-3.7831	-0.2883	NA	-1.1763	-3.6919	NA	-2.6393	NA	-1.563	NA	NA	NA	-1.0863	-3.6167	NA	-2.2176	NA	-1.8642	-3.6656	NA	-1.8704	-2.3943	-2.188	NA	-2.259	NA	-3.4964	-2.7378	-1.4654	-1.7196	-2.2699	0.5523	NA	-0.9485	-1.4737	NA	-0.5576	-0.5709	NA	-2.4206	NA	NA	NA	NA	NA	-1.5371	-0.9945	-1.7557	-3.7196	NA	-1.939	NA	NA	-1.2196	NA	NA	NA	-0.3028	-1.4629	NA	-1.0261	NA	-3.1694	NA	NA	NA	-2.6247	NA	NA	NA	NA	NA	-1.4944	-2.9197	NA	-2.7305	NA	NA	-0.239	-0.0361	NA	-3.0229	NA	-3.3347	NA	NA	-3.536	-3.3913	NA	NA	NA	NA	-2.6645	-2.7618	-1.8203	NA	-3.5143	NA	NA	NA	NA	-3.5469	NA	-3.2106	NA
hsa-miR-1909-5p	NA	-1.2779	NA	NA	NA	-1.7612	NA	NA	-1.6393	-3.3096	-1.563	-2.6162	-3.7099	NA	NA	-3.6167	NA	-0.8957	NA	-1.2792	-3.6656	-3.5636	-0.5484	-2.3943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.4737	-3.0802	-3.1425	-1.3078	NA	NA	NA	-2.0338	-3.9275	NA	NA	-2.5371	NA	NA	NA	-1.7895	-1.202	-3.1682	-2.1944	NA	-2.1586	NA	NA	NA	NA	NA	NA	-2.2338	-2.1694	NA	-2.9641	NA	NA	NA	NA	-1.7065	NA	-2.7254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.3347	-0.9756	NA	NA	NA	NA	-2.6927	-2.5682	NA	NA	NA	NA	NA	-3.5143	NA	NA	-2.7558	NA	-2.5469	NA	-3.2106	NA
hsa-miR-3940-3p	0.7349	0.7221	-0.3237	0.3638	0.9413	1.5607	0.3081	0.0823	3.5105	1.2753	1.2783	1.1386	-0.9026	2.8628	0.7882	1.2413	2.1146	0.6893	2.0597	-0.8642	0.9783	0.2437	2.2589	0.9277	0.9275	-1.9282	0.911	2.3679	1.204	0.5101	0.1196	1.5028	0.6687	0.6778	-0.5109	0.926	0.7742	0.9198	0.6648	1.4995	-0.0084	0.0388	1.3641	2.7211	-0.9275	1.0885	1.2799	-1.5371	-0.1014	1.3598	0.8653	1.3804	0.9355	0.9193	2.5335	0.1024	0.5418	0.395	0.5397	0.8127	0.7594	3.7908	2.4001	-0.2338	-1.1694	0.783	1.4954	1.2629	0.2498	2.0551	1.8659	1.2004	1.0547	1.9185	-1.4944	0.1677	0.2745	0.6618	1.7906	1.4595	-0.239	0.4493	2.1818	0.4366	0.8131	0.1247	1.7793	3.0148	0.9234	1.3092	1.0313	0.1147	0.1323	0.7278	0.4229	0.0456	-0.598	0.9173	-0.3444	2.8635	NA	0.4141	-0.1875	0.36	0.521	1.313	2.1748
hsa-miR-4741	NA	NA	NA	-2.0957	NA	NA	NA	-2.5027	-1.6393	NA	-4.148	NA	-1.7099	-2.8096	NA	NA	NA	-3.2176	-1.9403	NA	NA	-3.5636	-1.8704	-3.3943	-2.188	-2.3433	-0.259	NA	NA	-3.7378	NA	-1.7196	-3.8549	1.2628	-2.5109	-3.5334	-2.4737	-3.0802	-1.5576	-1.8928	NA	-2.4206	-3.2209	-0.7119	NA	NA	-2.042	0.0478	-1.48	NA	NA	-0.9822	NA	NA	-1.6095	-3.8045	-0.5737	NA	-2.1233	NA	NA	NA	NA	-2.8188	-1.5845	-1.5389	-1.9641	-2.907	-2.2096	NA	NA	NA	NA	-1.7254	NA	NA	NA	-3.7305	NA	NA	-3.824	-2.3581	NA	-2.0229	-1.7718	-1.7497	-1.9756	-0.6	-3.536	-1.3913	NA	-2.6927	-1.9832	NA	NA	-2.7618	-1.8203	-2.9896	-3.5143	NA	NA	-1.1708	-4.0944	-1.962	NA	NA	NA
hsa-miR-6886-3p	-3.3526	-0.2779	-1.1981	NA	-0.9331	-2.7612	NA	NA	NA	-2.3096	-4.148	-1.2943	-3.7099	NA	-1.6712	-2.0317	NA	-0.4103	NA	NA	NA	-3.5636	NA	-3.3943	NA	NA	NA	NA	-1.9115	-0.5679	-1.4654	NA	-2.8549	-1.9071	-3.5109	-0.7261	-0.6664	NA	-1.5576	0.1072	NA	-1.8357	NA	-0.4488	NA	-2.6119	NA	NA	NA	-1.7557	-1.3977	-2.7895	0.061	-2.1682	-2.1944	-2.2196	-3.1586	-1.8274	NA	-0.8877	-3.0479	-2.0294	NA	-3.8188	NA	-0.9539	NA	-1.907	-0.7502	NA	NA	-2.1215	-2.5303	NA	NA	NA	NA	NA	NA	NA	NA	-1.3581	NA	NA	NA	-2.3347	-1.6537	NA	-3.536	-3.3913	NA	NA	NA	NA	NA	-2.1768	-3.4053	NA	-3.5143	NA	NA	NA	-4.0944	-2.5469	-2.5379	-2.2106	-0.4102
hsa-miR-215-3p	NA	-2.0149	-3.7831	NA	-3.5181	-1.7612	-0.8845	-1.5027	-1.0543	NA	-2.563	NA	NA	NA	-3.6712	-3.6167	0.1886	-3.2176	-2.9403	-2.8642	NA	NA	-1.2854	NA	-2.7729	-1.6063	-3.259	-1.6619	NA	-2.7378	-0.4654	-1.3045	-1.8549	6.8544	NA	-3.5334	NA	-0.0802	-1.1425	-0.5709	-0.8828	NA	-1.2209	NA	-1.3426	5.092	-2.042	NA	-3.8019	-0.7557	NA	0.9654	NA	NA	-1.6095	-1.4826	NA	-2.4124	-3.7082	NA	NA	NA	NA	NA	-2.1694	NA	NA	-1.907	-1.8877	NA	NA	-1.7065	NA	NA	NA	-1.1124	NA	-2.7305	-1.3249	NA	NA	NA	-3.1401	-2.0229	-3.3568	NA	NA	-2.6	NA	NA	NA	-2.1077	-1.2462	NA	NA	-1.4399	NA	NA	NA	NA	NA	NA	1.115	-1.962	-2.1229	2.2157	-2.2175
hsa-miR-346	3.3753	-0.5999	-0.6132	0.6048	-0.3482	0.9392	1.3525	-0.9177	0.8202	0.8603	0.7589	0.8432	0.9905	NA	-2.0863	1.0838	0.4517	-0.4103	-0.6184	-0.0569	-0.6656	-0.9787	1.7735	-1.0723	0.7506	-0.9282	0.063	0.9231	0.6735	-0.7378	-1.4654	-0.1346	0.5375	NA	-0.5109	-1.2115	-1.4737	1.0898	0.1794	1.9146	1.0558	-1.0987	-0.6359	0.7736	0.0725	0.7804	0.2799	-1.5371	0.7831	-0.1707	-0.9123	0.0178	-0.7166	0.5322	1.4494	-0.2196	0.3008	0.0471	-0.1233	NA	NA	-0.222	1.2218	-0.3594	0.531	-0.217	1.7908	-0.322	-0.6247	0.0916	1.3568	0.8785	-0.2084	-1.7254	-0.9094	-0.3348	-0.6185	-0.1455	-1.9098	-0.0811	-3.824	-0.0361	1.1818	-1.0229	-0.7718	-0.3347	-1.6537	2.2074	-1.536	0.6087	1.8572	0.3073	-0.7608	0.8018	-0.4946	-2.1768	0.0541	1.6542	0.6556	0.9286	NA	-0.4338	0.7636	-0.225	1.1625	-0.4032	1.5898
