dc_pair,d,z,mean,sd
DB02471_rich,1.5,-0.18426796132594747,1.559,0.3201858835114378
DB02479_poor,1.0,-0.7245887858054555,1.354,0.48855296539883986
DB02479_poorest,1.0,-0.6920034566431543,1.348,0.502887661411572
DB02479_richest,2.0,1.0988655599134032,1.453,0.49778609864077156
DB02479_rich,2.0,1.2407837576258873,1.382,0.498072283910679
DB05297_poor,1.0,0.2889161287586924,0.914,0.2976642403783162
DB05297_poorest,1.0,0.25231691481627583,0.933,0.2655390743374692
DB05297_richest,1.0,0.22293735306766407,0.934,0.2960472935191268
DB05297_rich,1.0,0.24333394676099546,0.937,0.25890345691009997
DB05295_poor,0.0,-4.039785424726064,0.958,0.2371413080844415
DB05295_poorest,0.0,-3.972508265291366,0.96,0.24166091947189144
DB05295_richest,0.0,-3.619351881668441,0.973,0.2688326617061253
DB05295_rich,0.0,-4.395072845846871,0.978,0.22252190903369493
DB05294_poor,0.8,-1.6985862124659468,1.1138,0.18474187397555536
DB05294_poorest,0.8,-1.8578598230671086,1.1298,0.17751608377834383
DB05294_richest,0.8,-2.0000055285440115,1.1804000000000001,0.19019947423691788
DB05294_rich,0.8,-1.8743672924315946,1.1427999999999998,0.18288838126026483
DB05290_poor,2.0,1.0152972007071728,1.464,0.5279242369886044
DB05290_poorest,2.0,1.0396558507965252,1.445,0.5338304974427744
DB05290_richest,2.0,0.8995646720179267,1.509,0.5458195672564333
DB05290_rich,2.0,0.9504939210699713,1.49,0.5365631370118525
DB05299_poor,2.0,0.9083368943943446,1.542,0.5042182067319664
DB05299_poorest,2.0,0.8650154612790156,1.572,0.49478884385159694
DB05299_richest,2.0,0.7348804978251632,1.634,0.4980401590233462
DB05299_rich,2.0,0.7995900589021112,1.61,0.4877499359302879
DB05298_poor,1.0,-0.3238315462741198,1.124,0.3829151342007782
DB05298_poorest,1.0,-0.27228441372549345,1.113,0.41500722885270325
DB05298_richest,1.0,-0.45813617932977124,1.207,0.45183072051377826
DB05298_rich,1.0,-0.3391511081780562,1.14,0.4127953488110059
DB12018_poor,1.0,-0.30533448543873376,1.102,0.33405987487275385
DB12018_poorest,1.0,-0.2965676299578226,1.096,0.323703568098963
DB12018_richest,1.0,-0.4180565808194989,1.165,0.3946834174373177
DB12018_rich,1.0,-0.33144956725629193,1.113,0.34092667833421314
DB12015_poor,1.0,0.11686617901920508,0.968,0.2738174574419973
DB12015_poorest,1.0,0.06219516819987463,0.983,0.27333313008122523
DB12015_richest,1.0,-0.022366272042129244,1.006,0.26826106687329787
DB12015_rich,1.0,0.023723755696109457,0.994,0.2529110515576573
DB12016_poor,1.0,-0.8267244999201011,1.451,0.5455263513341954
DB12016_poorest,1.0,-0.8586002536676551,1.456,0.5310969779616526
DB12016_richest,1.0,-1.1399266903318426,1.573,0.5026639036175166
DB12016_rich,1.0,-1.014484394639869,1.517,0.5096184847510931
DB05121_poor,2.0,2.330025062742785,1.4604000000000001,0.23158549177355653
DB05121_poorest,2.0,2.2948238980169338,1.47,0.23095454098155338
DB05121_richest,2.0,1.9427775081593317,1.5434,0.23502433916511714
DB05121_rich,2.0,2.127635216545564,1.5041999999999998,0.23302866776429038
DB05120_poor,1.0,0.21970905662721785,0.947,0.24122810781498907
DB05120_poorest,1.0,0.17661711864833243,0.956,0.24912647390432036
DB05120_richest,1.0,0.10347288589592787,0.975,0.2416091885669914
DB05120_rich,1.0,0.11020775375559685,0.976,0.21777052142105918
DB08403_poor,1.5,0.19091566889566883,1.4335,0.3483213315316763
DB08403_poorest,2.0,1.6145885150032204,1.452,0.3394053623618814
DB08403_richest,1.5,-0.06640330517434104,1.523,0.34636830109003913
DB08403_rich,1.5,0.05779126410700284,1.4795,0.35472489340332464
DB08402_poor,0.3333333333333333,-4.1118358455262225,0.9546666666666667,0.15110849670941
DB08402_poorest,0.6666666666666666,-1.9970463821376332,0.9553333333333333,0.144546801340527
DB08402_richest,0.3333333333333333,-3.9633652373251005,0.968,0.16013327782402592
DB08402_rich,0.3333333333333333,-4.453514366733051,0.9673333333333333,0.14235948237550675
DB05125_poor,2.0,0.9504944120686354,1.508,0.517625347138256
DB05125_poorest,2.0,0.9381459614880754,1.509,0.5233727161402284
DB05125_richest,2.0,0.8107220889018432,1.588,0.5081889412413458
DB05125_rich,2.0,0.8905659404008378,1.546,0.509788191310862
DB05127_poor,2.0,0.5737613720496715,1.732,0.46709313846384
DB05127_poorest,2.0,0.6206114187503556,1.698,0.48661689243181844
DB05127_richest,2.0,0.5245908965175758,1.771,0.43653064039079775
DB05127_rich,2.0,0.5532914777691349,1.742,0.4663003324039133
DB08406_poor,1.0,-0.9750717742909013,1.501,0.5138083300220034
DB08406_poorest,1.0,-1.0009628695737312,1.516,0.5155036372325611
DB08406_richest,1.0,-1.1257527151570916,1.582,0.5169874273132761
DB08406_rich,1.0,-1.0862134413586142,1.553,0.509108043542822
DB08409_poor,1.5,-0.9920947376656812,1.875,0.3779880950506246
DB08409_poorest,2.0,0.37572449081230147,1.858,0.37793650260328127
DB08409_richest,2.0,0.18743221993054712,1.9325,0.36013018479433245
DB08409_rich,2.0,0.3041308720176897,1.886,0.37483863194713535
DB00938_poor,1.3333333333333333,-0.023601083017361565,1.3393333333333335,0.25422562157789425
DB00938_poorest,1.3333333333333333,-0.058899373141202256,1.348,0.2490122710050875
DB00938_richest,1.3333333333333333,-0.27718525405756933,1.4016666666666666,0.246525860712421
DB00938_rich,1.3333333333333333,-0.1831068571830949,1.377,0.2384764139280864
DB01977_poor,1.0,-0.5495800302259911,1.247,0.4494340886047697
DB01977_poorest,1.0,-0.5696201725062362,1.267,0.468733399706059
DB01977_richest,1.0,-0.7231732587667,1.355,0.4908920451586071
DB01977_rich,1.0,-0.6086180002383083,1.289,0.47484629091949326
DB04454_poor,2.0,0.8394377857764915,1.687,0.3728686095664262
DB04454_poorest,2.0,0.7604450689918988,1.701,0.39319079338153384
DB04454_richest,2.0,0.6335084771147662,1.747,0.3993632431759338
DB04454_rich,2.0,0.7320454962170363,1.722,0.37975781756271987
DB01972_poor,1.3333333333333333,-0.5511036868165148,1.4301666666666668,0.1757080122121799
DB01972_poorest,1.3333333333333333,-0.6216324566735622,1.4358333333333333,0.16488843029286332
DB01972_richest,1.5,0.03077811035118777,1.4946666666666666,0.1732833261197139
DB01972_rich,1.5,0.1924346124634231,1.4668333333333334,0.17235291635994382
DB01973_poor,1.0,-1.486225722510548,1.719,0.4837757745071575
DB01973_poorest,1.0,-1.4541482276780633,1.704,0.48413221334672624
DB01973_richest,1.0,-1.7221589098308347,1.773,0.44885521050779836
DB01973_rich,1.0,-1.5434399999362314,1.735,0.4762089877354269
DB01970_poor,1.0,-1.1911485463817335,1.617,0.5179874515854607
DB01970_poorest,1.0,-1.2555808365932528,1.635,0.5057420291017942
DB01970_richest,2.0,0.6263263568165885,1.696,0.48536996198776045
DB01970_rich,2.0,0.7222769530842252,1.626,0.5178069138202
DB04451_poor,1.0,-0.8222693464614965,1.45,0.5472659317004852
DB04451_poorest,2.0,1.0218119972754098,1.459,0.5294516030762396
DB04451_richest,2.0,0.8373248339703446,1.58,0.5015974481593782
DB04451_rich,2.0,0.93847426440693,1.52,0.5114684741017769
DB12278_poor,1.8571428571428572,0.9127872524778021,1.6840000000000002,0.18968588427681582
DB12278_poorest,1.8571428571428572,0.8787878787878787,1.6914285714285715,0.18857142857142858
DB12278_richest,1.5714285714285714,-1.0627104002780132,1.763857142857143,0.18107338685895125
DB12278_rich,1.8571428571428572,0.7625908056239914,1.7141428571428574,0.18751865213348562
DB04459_poor,2.0,0.3023539489534758,1.86,0.46303347611160905
DB04459_poorest,2.0,0.284621915311155,1.869,0.46025970929465465
DB04459_richest,2.0,0.19532559812036862,1.916,0.4300511597473026
DB04459_rich,2.0,0.2689825509728739,1.879,0.4498433060522297
DB08744_poor,1.0,-0.9892800963396555,1.512,0.5175480654006931
DB08744_poorest,1.0,-0.9519108439378294,1.509,0.5347139422158357
DB08744_richest,1.0,-1.1613550287573846,1.586,0.5045829961463228
DB08744_rich,1.0,-1.0972098846272618,1.558,0.5085626805026103
DB08745_poor,1.0,-0.6743637651084292,1.335,0.496764531745172
DB08745_poorest,1.0,-0.7236388547853235,1.359,0.4961038197796908
DB08745_richest,1.0,-0.8389015050829153,1.434,0.5173432129640825
DB08745_rich,1.0,-0.7765201299191082,1.384,0.49451390273681894
DB08742_poor,0.0,-4.965066582443844,0.965,0.19435791725576812
DB08742_poorest,0.0,-5.297426793010572,0.975,0.18405162319305962
DB08742_richest,0.0,-4.99024951871406,0.998,0.1999899997499875
DB08742_rich,0.0,-5.566737457758326,0.9905,0.17793186898360844
DB08743_poor,2.0,1.9371172601206468,1.189,0.418663349243757
DB08743_poorest,2.0,1.9783527452013243,1.169,0.4200464260055071
DB08743_richest,2.0,1.6156989013821903,1.223,0.4809064358063843
DB08743_rich,2.0,1.7479488321705852,1.229,0.4410884265087897
DB08740_poor,1.0,-0.427938061830263,1.182,0.4252951916022564
DB08740_poorest,1.0,-0.493794589290672,1.216,0.43742885135756654
DB08740_richest,1.0,-0.550384325000994,1.261,0.474214086673941
DB08740_rich,1.0,-0.48287971347186126,1.223,0.4618127326092255
DB04180_poor,1.0,-0.7245887858054555,1.354,0.48855296539883986
DB04180_poorest,1.0,-0.6920034566431543,1.348,0.502887661411572
DB04180_richest,2.0,1.0988655599134032,1.453,0.49778609864077156
DB04180_rich,2.0,1.2407837576258873,1.382,0.498072283910679
DB04185_poor,3.0,2.102634634501371,2.139,0.4094862635058715
DB04185_poorest,3.0,2.1354977049846564,2.143,0.40131159963300345
DB04185_richest,3.0,1.9907211610412818,2.199,0.40236674812911666
DB04185_rich,3.0,2.1853491070359237,2.1635,0.38277637074406773
DB04186_poor,1.0,0.4068183445976417,0.858,0.3490501396647765
DB04186_poorest,1.0,0.433224288859106,0.84,0.3693237062523877
DB04186_richest,1.0,0.3551424026022887,0.888,0.31536645351083237
DB04186_rich,1.0,0.3762346494084844,0.876,0.3295815528818322
DB04187_poor,2.0,0.43909037160031805,1.801,0.45320966450418954
DB04187_poorest,2.0,0.44117410589477296,1.793,0.4692025149122711
DB04187_richest,2.0,0.38769414293519777,1.832,0.4333312820464269
DB04187_rich,2.0,0.3804552187531542,1.839,0.4231772678204726
DB00513_poor,0.6666666666666666,-2.500873082631172,1.317,0.26004251789103855
DB00513_poorest,0.6666666666666666,-2.4851809924444987,1.314,0.2604773395987537
DB00513_richest,0.3333333333333333,-4.079968338562693,1.378,0.25604773860443386
DB00513_rich,0.6666666666666666,-2.482043115663488,1.3326666666666664,0.2683273291253717
DB00511_poor,1.0,-0.245450887458363,1.067,0.27296703097627006
DB00511_poorest,1.0,-0.12998507664415854,1.036,0.27695486996982016
DB00511_richest,1.0,-0.29960898639241695,1.093,0.3104045747085568
DB00511_rich,1.0,-0.24758984263273495,1.076,0.30695928068719475
DB00517_poor,2.0,1.1398962713866891,1.6843333333333335,0.2769257822754842
DB00517_poorest,2.0,1.2452919225375738,1.6403333333333334,0.2888211672759922
DB00517_richest,2.0,1.0325103881742825,1.722,0.2692466857322069
DB00517_rich,2.0,1.1004759926210013,1.701,0.27170061137623935
DB00515_poor,1.25,0.3086267383421323,1.19275,0.18549915768002828
DB00515_poorest,1.25,0.30457563762349277,1.19325,0.18632481718761998
DB00515_richest,1.25,0.09153423832681756,1.23275,0.18845407265432074
DB00515_rich,1.25,0.1825993389915888,1.217,0.1807235457819484
DB00514_poor,1.8571428571428572,3.368954701837878,1.5032857142857141,0.10503469894210869
DB00514_poorest,1.8095238095238095,2.933282426663152,1.506857142857143,0.10318360888657238
DB00514_richest,1.619047619047619,0.520395119578611,1.5636190476190477,0.10651247358632912
DB00514_rich,1.9047619047619047,3.741119661260307,1.5272857142857141,0.10089925601284469
DB00519_poor,2.0,0.7410090253133257,1.616,0.5182123117024529
DB00519_poorest,2.0,0.7281081310359413,1.631,0.5067928570925205
DB00519_richest,2.0,0.6217110957179106,1.699,0.4841477047348257
DB00519_rich,2.0,0.7318526549827779,1.62,0.5192301994298868
DB00518_poor,1.0,0.2322991616556166,0.968,0.1377534028617805
DB00518_poorest,1.0,0.30045393680568655,0.9525,0.15809411753762376
DB00518_richest,1.0,0.19789429008150855,0.969,0.1566492898164559
DB00518_rich,1.0,0.22891566265060265,0.962,0.16599999999999998
DB06969_poor,1.0,0.39674602380793617,0.864,0.3427885645700568
DB06969_poorest,1.0,0.43647538092324867,0.838,0.37115495416335215
DB06969_richest,1.0,0.34976342814506634,0.891,0.3116392144772541
DB06969_rich,1.0,0.38141233891878223,0.873,0.33297297187609687
DB06961_poor,1.0,0.39674602380793617,0.864,0.3427885645700568
DB06961_poorest,1.0,0.43647538092324867,0.838,0.37115495416335215
DB06961_richest,1.0,0.34976342814506634,0.891,0.3116392144772541
DB06961_rich,1.0,0.38141233891878223,0.873,0.33297297187609687
DB06962_poor,2.0,0.058880850445025286,1.973,0.4585531594046649
DB06962_poorest,2.0,0.12106060321876393,1.941,0.4873592104392816
DB06962_richest,2.0,-0.052195624624174,2.024,0.45980865585588965
DB06962_rich,2.0,0.05530012636093291,1.975,0.4520785330006281
DB06963_poor,1.0,0.28474739872574956,0.925,0.26339134382131846
DB06963_poorest,1.0,0.2458564358778642,0.943,0.23184261903282585
DB06963_richest,1.0,0.196990211025033,0.959,0.20813216954618047
DB06963_rich,1.0,0.2367371222054256,0.945,0.23232520310977892
DB06964_poor,1.0,0.39674602380793617,0.864,0.3427885645700568
DB06964_poorest,1.0,0.43647538092324867,0.838,0.37115495416335215
DB06964_richest,1.0,0.34976342814506634,0.891,0.3116392144772541
DB06964_rich,1.0,0.38141233891878223,0.873,0.33297297187609687
DB06967_poor,2.0,0.7653304069662958,1.601,0.5213434568497047
DB06967_poorest,2.0,0.7458152383799165,1.62,0.5095095681142798
DB06967_richest,2.0,0.630946396666382,1.693,0.48657065262919424
DB06967_rich,2.0,0.7403651695891175,1.613,0.5227150275245586
DB04232_poor,1.0,-0.6475409836065575,1.316,0.48799999999999993
DB04232_poorest,1.0,-0.6234760113806309,1.317,0.5084397702776604
DB04232_richest,1.0,-0.8102175630338264,1.419,0.5171450473513209
DB04232_rich,1.0,-0.6277082031880515,1.326,0.5193495932413927
DB04233_poor,2.3333333333333335,2.2094135632325265,1.7156666666666667,0.27956136277310495
DB04233_poorest,2.3333333333333335,2.226600633646704,1.722,0.2745590404023635
DB04233_richest,2.3333333333333335,2.01154388366539,1.7843333333333333,0.2729246945384183
DB04233_rich,2.3333333333333335,2.1050220436853126,1.7413333333333334,0.2812322093138614
DB04230_poor,1.0,-0.5698938899309053,1.262,0.4597347061077725
DB04230_poorest,1.0,-0.5645765080848701,1.262,0.46406465066841707
DB04230_richest,1.0,-0.7124630276794532,1.352,0.4940607250126243
DB04230_rich,1.0,-0.6286266725490531,1.302,0.4804123229060636
DB04983_poor,1.0,-1.3178307863748187,1.654,0.4962700877546419
DB04983_poorest,2.0,0.7151798757636335,1.65,0.48938737212968625
DB04983_richest,1.0,-1.499615294795514,1.721,0.4807899749370821
DB04983_rich,1.0,-1.3555594631947174,1.667,0.49204776190934957
DB01600_poor,1.5,0.024725840713437145,1.4915,0.34376990851440153
DB01600_poorest,1.5,0.02087451429044939,1.493,0.3353371437821942
DB01600_richest,1.5,-0.07740563923829799,1.526,0.33589284005468173
DB01600_rich,1.5,-0.05052999290935367,1.5175,0.3463289621155008
DB04234_poor,1.0,-1.3206745697709787,1.655,0.495958667632697
DB04234_poorest,1.0,-1.316986123167372,1.648,0.49203251925050645
DB04234_richest,1.0,-1.499615294795514,1.721,0.4807899749370821
DB04234_rich,1.0,-1.3555594631947174,1.667,0.49204776190934957
DB04235_poor,2.0,0.44621724656239936,1.805,0.437006864934637
DB04235_poorest,2.0,0.42514535596372127,1.814,0.4374974285638717
DB04235_richest,2.0,0.36703626969880393,1.851,0.4059544309402226
DB04235_rich,2.0,0.39811080574581137,1.835,0.41445747670901056
DB04988_poor,0.5,-1.416935866518906,0.858,0.25265787143882934
DB04988_poorest,0.5,-1.2937378476251946,0.838,0.2612584926849269
DB04988_richest,0.5,-1.7273300030028493,0.888,0.22462413049358698
DB04988_rich,0.5,-1.3962609808827708,0.8485,0.24959517222895156
DB04238_poor,1.0,-0.8391820719466606,1.455,0.5421946145066364
DB04238_poorest,1.0,-0.8207048061419557,1.434,0.5288137668404634
DB04238_richest,1.0,-1.1018421763917055,1.562,0.5100548990059796
DB04238_rich,1.0,-1.0226327033349816,1.521,0.509469331756093
DB01608_poor,1.25,-0.25892763508486183,1.31175,0.2384836210308792
DB01608_poorest,1.25,-0.20635036831388534,1.30075,0.2459409227843142
DB01608_richest,1.5,0.5016691223557617,1.382,0.2352147954530072
DB01608_rich,1.25,-0.3238439328956879,1.329,0.24394466585682906
DB14013_poor,1.0,-1.1220264040483887,1.3945,0.35159600395908935
DB14013_poorest,1.0,-1.1104135226462182,1.3895,0.35077022393584095
DB14013_richest,1.0,-1.3257513428178227,1.4745,0.3579102541140726
DB14013_rich,1.0,-1.2641212990842106,1.444,0.35123211698248785
DB14642_poor,2.0,1.0887274316021252,1.6993333333333336,0.27616339768735143
DB14642_poorest,2.0,1.1448835107458921,1.6843333333333335,0.2757194629006488
DB14642_richest,2.0,0.9191776394243449,1.748,0.27415810523613315
DB14642_rich,2.0,1.0197331224322406,1.718,0.27654294422385833
DB07187_poor,2.0,1.313934512407103,1.355,0.4908920451586071
DB07187_poorest,2.0,1.2961174627082133,1.35,0.5014977567247934
DB07187_richest,2.0,1.0966508887545605,1.454,0.4978795034945705
DB07187_rich,2.0,1.180379427084134,1.408,0.5015336479240451
DB07186_poor,1.0,0.4928154056398475,0.894,0.21509067855209346
DB07186_poorest,1.0,0.4771854729345938,0.899,0.21165774259402845
DB07186_richest,1.0,0.41969001053437455,0.917,0.19776501207240882
DB07186_rich,1.0,0.45403448278861386,0.9055,0.20813397127811692
DB07181_poor,2.0,1.9371172601206468,1.189,0.418663349243757
DB07181_poorest,2.0,1.9783527452013243,1.169,0.4200464260055071
DB07181_richest,2.0,1.6156989013821903,1.223,0.4809064358063843
DB07181_rich,2.0,1.7479488321705852,1.229,0.4410884265087897
DB07180_poor,1.0,-0.31787222630107975,1.131,0.4121152751354893
DB07180_poorest,1.0,-0.29941668113436626,1.133,0.44419702835566105
DB07180_richest,1.0,-0.44221345233783343,1.201,0.4545316270624081
DB07180_rich,1.0,-0.40646247527444757,1.186,0.45760681813102394
DB07183_poor,0.0,-3.5917026859964793,1.009,0.2809252569634849
DB07183_poorest,1.0,0.0,1.0,0.31937438845342625
DB07183_richest,0.0,-3.24921517572457,1.063,0.32715592612697697
DB07183_rich,0.0,-3.386946665852606,0.999,0.2949559289114223
DB07189_poor,0.0,-2.5842151370475355,1.207,0.4670663764391524
DB07189_poorest,0.0,-2.5327006534818124,1.235,0.48762177966124526
DB07189_richest,2.0,1.3200456354781585,1.301,0.5295271475571389
DB07189_rich,0.0,-2.6387979107116224,1.276,0.48355351306758176
DB02118_poor,2.0,0.5706998275481144,1.734,0.4660944110370773
DB02118_poorest,2.0,0.5742082035798032,1.73,0.4702127178203499
DB02118_richest,2.0,0.4725261562320769,1.796,0.4317221328586247
DB02118_rich,2.0,0.5060534892508375,1.768,0.45844956102062095
DB02115_poor,2.0,1.1312083439261602,1.425,0.5083060101946465
DB02115_poorest,2.0,1.1306989046391578,1.431,0.5032285762951066
DB02115_richest,2.0,0.9800157789511647,1.489,0.5214201760576588
DB02115_rich,2.0,1.0624673650936556,1.458,0.5101333159086945
DB02114_poor,1.0,-1.508736340752955,1.718,0.4758949463904823
DB02114_poorest,1.0,-1.483413022527124,1.707,0.4766036088826857
DB02114_richest,1.0,-1.7297765924947133,1.769,0.4445660805774548
DB02114_rich,1.0,-1.56427243486589,1.735,0.4698670024592065
DB02116_poor,0.75,-0.7658017398746914,0.87525,0.1635540812697745
DB02116_poorest,0.75,-0.8305217792036426,0.88525,0.16284943199164065
DB02116_richest,1.0,0.6068391458014758,0.90875,0.15036933696734853
DB02116_rich,1.0,0.6733475108789029,0.89825,0.15111067963582192
DB02110_poor,2.0,2.165018592271784,1.373,0.28960490327340804
DB02110_poorest,2.0,2.1590911398885373,1.3935,0.280905233130321
DB02110_richest,2.0,1.9120766534131375,1.4475,0.28895285082518224
DB02110_rich,2.0,1.9794080044912563,1.4125,0.2968059130138751
DB02112_poor,1.0,-0.8391820719466606,1.455,0.5421946145066364
DB02112_poorest,1.0,-0.8207048061419557,1.434,0.5288137668404634
DB02112_richest,1.0,-1.1018421763917055,1.562,0.5100548990059796
DB02112_rich,1.0,-1.0226327033349816,1.521,0.509469331756093
DB07761_poor,1.0,0.4068183445976417,0.858,0.3490501396647765
DB07761_poorest,1.0,0.433224288859106,0.84,0.3693237062523877
DB07761_richest,1.0,0.3551424026022887,0.888,0.31536645351083237
DB07761_rich,1.0,0.3762346494084844,0.876,0.3295815528818322
DB07760_poor,1.0,-0.787530781360974,1.409,0.5193447795058693
DB07760_poorest,1.0,-0.8547170806930484,1.43,0.5030904491242106
DB07760_richest,2.0,0.9986310739646675,1.46,0.5407402333838309
DB07760_rich,2.0,1.0818509981132645,1.449,0.5093122814148506
DB07763_poor,1.6666666666666667,1.996250094135529,1.3608888888888886,0.15317608684206196
DB07763_poorest,1.7777777777777777,2.711699847625718,1.3692222222222221,0.1506640035818398
DB07763_richest,1.6666666666666667,1.3694556735044694,1.4521111111111111,0.15667214332429094
DB07763_rich,1.6666666666666667,1.6647097043507297,1.4071111111111108,0.15591640685292207
DB07764_poor,2.0,0.7831499044858272,1.612,0.4954351622563744
DB07764_poorest,2.0,0.7999999999999996,1.6,0.5000000000000001
DB07764_richest,2.0,0.6963471324411845,1.66,0.48826222462934815
DB07764_rich,2.0,0.8020588273839814,1.595,0.5049504926227917
DB07766_poor,1.5,1.3641970672974495,1.123,0.2763530350837493
DB07766_poorest,1.5,1.3302588657358074,1.108,0.29467948690059853
DB07766_richest,1.0,-0.6061558381771778,1.184,0.30355230191846677
DB07766_rich,1.5,1.1650866813767333,1.1455,0.30426920646033173
DB07769_poor,0.0,-2.4888239399998837,0.861,0.34594652765998396
DB07769_poorest,0.0,-2.334910922132639,0.847,0.3627547380807038
DB07769_richest,1.0,0.38141233891878223,0.873,0.33297297187609687
DB07769_rich,0.0,-2.6457513110645903,0.875,0.33071891388307384
DB07768_poor,1.5,-1.276002478970053,1.9475,0.3507046478163641
DB07768_poorest,2.0,0.1272919504451463,1.955,0.35351803348627064
DB07768_richest,1.5,-1.4948364734893997,2.01,0.3411744421846396
DB07768_rich,1.5,-1.3895923262307117,1.9745,0.3414670555119484
DB12110_poor,1.0,-1.1911485463817335,1.617,0.5179874515854607
DB12110_poorest,1.0,-1.247696805531416,1.632,0.5065333157848553
DB12110_richest,2.0,0.6201736729460424,1.7,0.4837354648979129
DB12110_rich,2.0,0.7286551526105152,1.622,0.5187639154760092
DB06589_poor,0.9,-2.08183205679928,1.1656,0.1275799357265867
DB06589_poorest,1.1,-0.5590417702970538,1.1715,0.1278974198332398
DB06589_richest,1.0,-1.7313711558849725,1.2285,0.1319763236342034
DB06589_rich,0.9,-2.3255570187191217,1.1972,0.12779733956542286
DB06586_poor,2.0,0.2915873995384872,1.869,0.449264955232433
DB06586_poorest,2.0,0.29930286196690475,1.861,0.4644125321306478
DB06586_richest,2.0,0.19778112861812785,1.917,0.41965581135020635
DB06586_rich,2.0,0.2921059932832434,1.867,0.4553141772446801
DB06587_poor,3.0,2.751093651076895,1.806,0.43400921649200036
DB06587_poorest,3.0,2.682983267546828,1.814,0.442045246552884
DB06587_richest,2.0,0.36678728549364986,1.846,0.41986188205170516
DB06587_rich,3.0,2.8337967714279335,1.837,0.4104034600244008
DB06584_poor,1.0,-1.0004968382730024,1.3085,0.3083468015076531
DB06584_poorest,1.0,-1.0040630814226748,1.3245,0.32318686545093384
DB06584_richest,1.0,-1.2437505624474972,1.381,0.30633151976249523
DB06584_rich,1.0,-1.0995612547546392,1.347,0.3155804176434273
DB02803_poor,2.0,0.7653304069662958,1.601,0.5213434568497047
DB02803_poorest,2.0,0.7458152383799165,1.62,0.5095095681142798
DB02803_richest,2.0,0.630946396666382,1.693,0.48657065262919424
DB02803_rich,2.0,0.7403651695891175,1.613,0.5227150275245586
DB02800_poor,1.0,-0.325196214413639,1.126,0.38745838486216816
DB02800_poorest,1.0,-0.294895230170284,1.119,0.40353314609831004
DB02800_richest,1.0,-0.43431871384548565,1.186,0.4282569322264382
DB02800_rich,1.0,-0.3754043560087278,1.154,0.4102243288738492
DB02805_poor,1.0,-2.049137114217137,1.965,0.47092993109378806
DB02805_poorest,1.0,-1.9965440353944182,1.958,0.47982913625581347
DB02805_richest,1.0,-2.2279453444856467,2.02,0.45782092569038385
DB02805_rich,1.0,-2.288266921307479,1.992,0.43351585899480083
DB11781_poor,1.0,-0.8148734583614052,1.2485,0.30495532459689895
DB11781_poorest,1.0,-0.7695186155750708,1.229,0.2975886422563872
DB11781_richest,1.5,0.570296859748829,1.3125,0.3287761396451999
DB11781_rich,1.0,-0.8225496400837847,1.2625,0.3191296758372683
DB05468_poor,1.0,0.4034732923929645,0.86,0.34698703145794946
DB05468_poorest,1.0,0.43485093904000516,0.839,0.37024181287369473
DB05468_richest,1.0,0.35870345908223694,0.886,0.317811264746862
DB05468_rich,1.0,0.3745008079939767,0.877,0.3284372086107175
DB05469_poor,1.6666666666666667,0.6112998130180668,1.4833333333333334,0.2999073931140152
DB05469_poorest,1.6666666666666667,0.6389321542070422,1.4776666666666667,0.2958060550803892
DB05469_richest,1.3333333333333333,-0.7948541112175305,1.5623333333333336,0.2881031836763427
DB05469_rich,1.6666666666666667,0.48095725708146936,1.5246666666666666,0.2952445314198612
DB05464_poor,0.5,-2.4492014033689657,0.9335,0.17699646889133125
DB05464_poorest,0.5,-2.904196741915145,0.948,0.1542595215861893
DB05464_richest,0.5,-2.7762649749198043,0.9485,0.16154798048876998
DB05464_rich,0.5,-2.420693309273394,0.934,0.17928747864811978
DB05465_poor,1.5,-0.6005340454995839,1.725,0.37466651838668485
DB05465_poorest,1.5,-0.6307962006022256,1.738,0.37730094089466565
DB05465_richest,1.5,-0.6929888196673123,1.7815,0.4062114597103336
DB05465_rich,1.5,-0.7351262369173837,1.774,0.37272509977193646
DB05466_poor,2.0,0.5798848621483815,1.728,0.46905863172955253
DB05466_poorest,2.0,0.5807965583569129,1.724,0.4752094275159111
DB05466_richest,2.0,0.4963956617796249,1.784,0.4351367601111173
DB05466_rich,2.0,0.48981895981086665,1.777,0.4552702494123683
DB05467_poor,1.0,-0.28950825359863963,1.116,0.400679422980517
DB05467_poorest,1.0,-0.32388854019250524,1.13,0.4013726448077896
DB05467_richest,1.0,-0.45096500353837427,1.195,0.43240605916198727
DB05467_rich,1.0,-0.3550776430055638,1.147,0.4139939613086162
DB05460_poor,1.0,-0.3309184258974385,1.128,0.38680227507086873
DB05460_poorest,1.0,-0.25065435270808795,1.102,0.40693488422596547
DB05460_richest,1.0,-0.455265411737969,1.208,0.45687635088719575
DB05460_rich,1.0,-0.3266793038882825,1.135,0.4132493194186774
DB05461_poor,2.0,1.0595351235683952,1.7113333333333336,0.27244652890266585
DB05461_poorest,2.0,0.9287067100131714,1.7436666666666667,0.27601107063143526
DB05461_richest,2.0,0.7726784035691241,1.8016666666666667,0.25668289991955273
DB05461_rich,2.0,0.8672643478245978,1.766,0.26981392765303197
DB05463_poor,2.0,1.6464638998453551,1.25,0.45552167895721496
DB05463_poorest,2.0,1.5834538222903776,1.26,0.46733285782191697
DB05463_richest,2.0,1.2999111419238198,1.36,0.4923413450036468
DB05463_rich,2.0,1.4667175952451377,1.296,0.4799833330439715
